monthly_rent,category_id,property_type,rooms,bathroom,size,furnished,facilities,additional_facilities,state,region,publishedDatetime,ads_id,latitude,longitude,address
"RM 1,900 per month","Apartment / Condominium, For rent",Service Residence,3,2,883 sq.ft.,Fully Furnished,"Parking, Playground, Gymnasium, Multipurpose hall, Security, Minimart, Sauna, Swimming Pool, Barbeque area, Club house, Lift, Jogging Track","Air-Cond, Cooking Allowed, Washing Machine, Internet",Selangor,Klang,2025-01-13 23:30,109782043,,,"Off Jalan Klang Banting, Bandar Bestari, Klang, Selangor"
"RM 2,800 per month","Apartment / Condominium, For rent",Condominium,4,3,1475 sq.ft.,Fully Furnished,"Security, Playground, Parking, Club house, Swimming Pool, Gymnasium, Tennis Court, Sauna, Multipurpose hall, Squash Court",,Kuala Lumpur,Segambut,2025-01-13 23:29,109782111,,,"Jalan 3/61, Segambut Jaya, Segambut, Kuala Lumpur"
"RM 1,700 per month","Apartment / Condominium, For rent",Condominium,3,2,850 sq.ft.,Partially Furnished,"Parking, Gymnasium, Barbeque area, Multipurpose hall, Swimming Pool, Security, Jogging Track, Playground, Lift","Near KTM/LRT, Cooking Allowed, Air-Cond",Selangor,Petaling Jaya,2025-01-13 23:29,109782110,3.077229513636599,101.6489850778171,"Jalan PJS 1/52, Petaling Jaya, Selangor"
"RM 1,450 per month","Apartment / Condominium, For rent",Condominium,3,2,850 sq.ft.,Partially Furnished,"Parking, Gymnasium, Barbeque area, Multipurpose hall, Swimming Pool, Security, Jogging Track, Playground, Lift","Near KTM/LRT, Cooking Allowed, Air-Cond",Selangor,Petaling Jaya,2025-01-13 23:27,109782096,3.077229513636599,101.6489850778171,"Jalan PJS 1/52, Petaling Jaya, Selangor"
"RM 2,000 per month","Apartment / Condominium, For rent",Condominium,3,2,1130 sq.ft.,Fully Furnished,"Barbeque area, Security, Swimming Pool, Gymnasium, Playground, Club house, Parking, Lift, Sauna","Cooking Allowed, Air-Cond, Washing Machine",Penang,Bukit Mertajam,2025-01-13 23:27,109717718,5.3541193,100.42291801776008,"Jalan Pengkalan, Bukit Tengah, Bukit Mertajam, Penang"
"RM 1,800 per month","Apartment / Condominium, For rent",Condominium,3,2,1030 sq.ft.,Fully Furnished,"Multipurpose hall, Security, Gymnasium, Jogging Track, Barbeque area, Swimming Pool, Lift, Parking, Playground","Cooking Allowed, Air-Cond, Washing Machine",Penang,Batu Kawan,2025-01-13 23:27,109685894,5.23660974338571,100.4332651109698,"Persiaran Cassia Barat 6, Bandar Cassia, Batu Kawan, Penang"
"RM 1,600 per month","Apartment / Condominium, For rent",Service Residence,1,1,450 sq.ft.,Fully Furnished,"Parking, Playground, Security, Swimming Pool",,Selangor,Subang Jaya,2025-01-13 23:26,109236527,3.04216040417406,101.56847738745968,"Jalan TP 3, Taman Perindustrian UEP, Subang Jaya, Selangor"
"RM 1,000 per month","Apartment / Condominium, For rent",Service Residence,1,1,502 sq.ft.,Fully Furnished,,,Selangor,Setia Alam,2025-01-13 23:26,109782090,3.1137264,101.4530429,"Jalan Setia Murni U13/51, Setia Alam, Selangor"
"RM 1,400 per month","Apartment / Condominium, For rent",Service Residence,3,2,1130 sq.ft.,Partially Furnished,"Parking, Playground, Sauna, Lift, Security, Minimart, Swimming Pool, Gymnasium, Jogging Track, Multipurpose hall, Barbeque area","Air-Cond, Cooking Allowed",Selangor,Seri Kembangan,2025-01-13 23:26,109782087,,,"Jalan LP 7/5, Taman Lestari Perdana, Seri Kembangan, Selangor"
"RM 2,500 per month","Apartment / Condominium, For rent",Service Residence,2,1,805 sq.ft.,Fully Furnished,"Multipurpose hall, Playground, Gymnasium, Jogging Track, Barbeque area, Sauna, Security, Swimming Pool, Parking, Minimart, Lift","Near KTM/LRT, Air-Cond, Washing Machine",Kuala Lumpur,Bangsar South,2025-01-13 23:26,109259569,,,"Jalan Pantai Sentral 3, Kampung Pantai, Bangsar South, Kuala Lumpur"
"RM 1,600 per month","Apartment / Condominium, For rent",Service Residence,3,2,1320 sq.ft.,Fully Furnished,"Security, Sauna, Parking, Gymnasium","Air-Cond, Cooking Allowed, Washing Machine",Sarawak,Kuching,2025-01-13 23:25,109782081,,,"Jalan Taman Mutiara Permai, Off Jalan Wan Alwi, Kuching, Sarawak"
"RM 1,800 per month","Apartment / Condominium, For rent",Condominium,2,2,848 sq.ft.,Partially Furnished,"Gymnasium, Tennis Court, Swimming Pool, Parking, Security, Sauna, Playground, Barbeque area",,Kuala Lumpur,Kuchai Lama,2025-01-13 23:25,109782079,,,"Jalan Kuchai Jaya, Taman Kuchai Jaya, Kuchai Lama, Kuala Lumpur"
"RM 1,000 per month","Apartment / Condominium, For rent",Service Residence,1,1,502 sq.ft.,Fully Furnished,,,Selangor,Setia Alam,2025-01-13 23:25,109782013,3.1188307039333805,101.45292025158282,"Jalan Setia Murni U13/51, Setia Alam, Selangor"
"RM 1,000 per month","Apartment / Condominium, For rent",Service Residence,1,1,502 sq.ft.,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court",,Selangor,Setia Alam,2025-01-13 23:24,109530765,3.1188307039333805,101.45292025158282,"Jalan Setia Murni U13/51, Setia Alam, Selangor"
"RM 1,600 per month","Apartment / Condominium, For rent",Condominium,1,1,724 sq.ft.,Partially Furnished,,,Kuala Lumpur,Cheras,2025-01-13 23:22,109382158,3.1115802631219736,101.71953008922841,"Jalan Sri Permaisuri, Bandar Sri Permaisuri, Cheras, Kuala Lumpur"
"RM 1,400 per month","Apartment / Condominium, For rent",Service Residence,1,2,486 sq.ft.,Fully Furnished,"Swimming Pool, Gymnasium, Multipurpose hall, Parking, Tennis Court, Sauna, Security, Jogging Track, Lift","Air-Cond, Washing Machine, Internet",Selangor,Setia Alam,2025-01-13 23:21,108841158,,,"Jalan Setia Dagang AH U13/AH, Setia City, Setia Alam, Selangor"
"RM 1,600 per month","Apartment / Condominium, For rent",Apartment,3,2,1000 sq.ft.,Partially Furnished,"Club house, Parking, Playground, Barbeque area, Swimming Pool, Security, Gymnasium, Sauna","Air-Cond, Cooking Allowed, Washing Machine",Johor,Johor Bahru,2025-01-13 23:21,109440182,,,"Jalan Idaman Utama, Taman Larkin Idaman, Johor Bahru, Johor"
"RM 4,850 per month","House, For rent",Semi-Detached House,5,4,4458 sq.ft.,Partially Furnished,,,Kuala Lumpur,Taman Melawati,2025-01-13 23:21,109013188,,,
"RM 2,500 per month","Apartment / Condominium, For rent",Service Residence,3,2,842 sq.ft.,Fully Furnished,"Parking, Barbeque area, Multipurpose hall, Security, Swimming Pool, Gymnasium, Playground, Jogging Track",,Kuala Lumpur,Setapak,2025-01-13 23:20,108888875,,,"Jalan Gombak, Batu 4, Kampung Kuantan, Setapak, Kuala Lumpur"
"RM 2,800 per month","Apartment / Condominium, For rent",Service Residence,4,3,1429 sq.ft.,Fully Furnished,"Parking, Security, Swimming Pool, Minimart, Playground, Multipurpose hall, Gymnasium, Barbeque area, Lift","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur,Kepong,2025-01-13 23:20,109643694,3.2031943,101.65752789999999,"Pintasan Segambut, Taman Jinjang Baru, Kepong, Kuala Lumpur"
"RM 1,799 per month","Apartment / Condominium, For rent",Condominium,3,2,850 sq.ft.,Fully Furnished,"Lift, Parking, Barbeque area, Swimming Pool, Security, Multipurpose hall, Playground","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur,Segambut,2025-01-13 23:20,109759128,3.174307888083121,101.66263919884254,"Jalan Duta Kiara, Segambut, Kuala Lumpur"
"RM 2,000 per month","House, For rent",2-storey Terraced House,4,3,1650 sq.ft.,Partially Furnished,"Parking, Playground",,Selangor,USJ,2025-01-13 23:20,109465319,,,
"RM 1,200 per month","Apartment / Condominium, For rent",Service Residence,1,1,350 sq.ft.,Fully Furnished,"Parking, Minimart, Swimming Pool, Gymnasium, Jogging Track, Sauna, Club house, Security, Playground, Squash Court, Lift, Tennis Court, Barbeque area","Air-Cond, Washing Machine",Negeri Sembilan,Nilai,2025-01-13 23:19,109101905,2.828306030889355,101.7820110312305,"Persiaran Ilmu, Bandar Baru Nilai, Nilai, Negeri Sembilan"
"RM 2,600 per month","Apartment / Condominium, For rent",Condominium,3,2,1333 sq.ft.,Fully Furnished,"Minimart, Playground, Swimming Pool, Gymnasium, Club house, Parking, Security, Jogging Track, Barbeque area, Multipurpose hall, Tennis Court, Squash Court, Lift, Sauna","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur,Mont Kiara,2025-01-13 23:19,109580316,3.1686864337742926,101.64903553578128,"Jalan Kiara 3, Mont Kiara, Kuala Lumpur"
"RM 2,300 per month","Apartment / Condominium, For rent",Service Residence,3,2,918 sq.ft.,Fully Furnished,"Parking, Playground, Multipurpose hall, Swimming Pool, Security, Gymnasium, Barbeque area, Jogging Track, Lift","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur,Setapak,2025-01-13 23:16,109748035,,,"Jalan Gombak, Batu 4, Kampung Kuantan, Setapak, Kuala Lumpur"
"RM 1,700 per month","House, For rent",Terraced House,4,4,2100 sq.ft.,Fully Furnished,"Parking, Swimming Pool, Playground, Security, Gymnasium, Jogging Track","Cooking Allowed, Air-Cond, Washing Machine",Sarawak,Kuching,2025-01-13 23:15,109781956,,,
"RM 1,800 per month","Apartment / Condominium, For rent",Service Residence,3,2,1107 sq.ft.,Partially Furnished,"Parking, Security, Playground, Swimming Pool, Lift, Barbeque area","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Selangor,Selayang,2025-01-13 23:14,109781828,3.259325940745779,101.6514959015733,"Persiaran 3, Bandar Baru Selayang, Selayang, Selangor"
"RM 2,200 per month","Apartment / Condominium, For rent",Service Residence,3,2,1260 sq.ft.,Fully Furnished,"Parking, Swimming Pool, Multipurpose hall, Minimart, Playground, Jogging Track, Security, Lift, Barbeque area, Sauna, Gymnasium","Cooking Allowed, Air-Cond, Washing Machine, Near KTM/LRT",Kuala Lumpur,Sentul,2025-01-13 23:13,109708819,,,"Jalan Sentul Pasar, Sentul Pasar, Sentul, Kuala Lumpur"
"RM 2,200 per month","House, For rent",2-storey Terraced House,4,2,1650 sq.ft.,Partially Furnished,"Security, Parking, Playground",,Selangor,Shah Alam,2025-01-13 23:13,109772869,,,
"RM 9,000 per month","House, For rent",Bungalow House,6,5,10170 sq.ft.,Partially Furnished,"Parking, Security, Playground, Jogging Track","Air-Cond, Cooking Allowed",Selangor,Ampang,2025-01-13 23:13,109330953,,,
"RM 1,250 per month","Apartment / Condominium, For rent",Condominium,3,2,1020 sq.ft.,Partially Furnished,"Jogging Track, Barbeque area, Multipurpose hall, Minimart, Gymnasium, Security, Playground, Sauna, Swimming Pool",,Selangor,Puchong,2025-01-13 23:13,109781771,,,"Jalan Taman Kinrara, Bandar Kinrara, Puchong, Selangor"
"RM 1,500 per month","Apartment / Condominium, For rent",Condominium,3,2,1200 sq.ft.,Not Furnished,"Security, Minimart, Jogging Track, Sauna, Playground, Club house, Swimming Pool, Gymnasium, Barbeque area, Parking, Tennis Court, Lift, Squash Court, Multipurpose hall",,Selangor,Ampang,2025-01-13 23:13,108663236,,,"Jalam Wawasan 3/4, Kampung Baru Ampang, Ampang, Selangor"
"RM 1,150 per month","Apartment / Condominium, For rent",Condominium,1,1,350 sq.ft.,Fully Furnished,"Security, Swimming Pool, Lift, Playground, Multipurpose hall, Gymnasium, Parking, Barbeque area, Sauna, Jogging Track, Minimart","Cooking Allowed, Air-Cond, Near KTM/LRT, Washing Machine",Kuala Lumpur,Old Klang Road,2025-01-13 23:12,109324930,,,"Jalan Sri Jati 3, Taman Sri Jati, Old Klang Road, Kuala Lumpur"
"RM 5,350 per month","House, For rent",Link Bungalow,4,6,6000 sq.ft.,Partially Furnished,"Parking, Security, Playground","Air-Cond, Cooking Allowed, Washing Machine, Internet",Selangor,Sungai Buloh,2025-01-13 23:10,109782008,,,
RM 950 per month,"Apartment / Condominium, For rent",Flat,2,1,553 sq.ft.,Partially Furnished,,,Kuala Lumpur,Wangsa Maju,2025-01-13 23:10,109634804,,,"Off Jalan 3/27A, Seksyen 1, Wangsa Maju, Kuala Lumpur"
"RM 1,199 per month","Apartment / Condominium, For rent",Condominium,3,2,1023 sq.ft.,Not Furnished,"Gymnasium, Club house, Parking, Security, Playground, Minimart, Swimming Pool, Lift",Near KTM/LRT,Selangor,Kota Damansara,2025-01-13 23:10,109781949,3.152848974041178,101.59177058794693,"Jalan PJU 3/29, Kota Damansara, Selangor"
"RM 1,500 per month","Apartment / Condominium, For rent",Service Residence,3,2,1150 sq.ft.,Partially Furnished,"Parking, Playground, Sauna, Lift, Security, Minimart, Swimming Pool, Gymnasium, Jogging Track, Multipurpose hall","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Selangor,Seri Kembangan,2025-01-13 23:10,109781935,,,"Jalan LP 7/5, Taman Lestari Perdana, Seri Kembangan, Selangor"
"RM 2,300 per month","Apartment / Condominium, For rent",Condominium,3,2,1205 sq.ft.,Fully Furnished,"Parking, Gymnasium, Security, Lift, Multipurpose hall, Playground, Swimming Pool, Club house, Minimart","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Putrajaya,Putrajaya,2025-01-13 23:10,109781939,,,"Jalan Temoleh P8/4, Presint 8, Putrajaya, Putrajaya"
"RM 2,000 per month","Apartment / Condominium, For rent",Condominium,2,2,850 sq.ft.,Fully Furnished,"Gymnasium, Tennis Court, Playground, Sauna, Minimart, Swimming Pool, Barbeque area, Parking, Security, Jogging Track, Lift",,Johor,Johor Bahru,2025-01-13 23:10,109781933,,,"Jalan Datuk Abdullah Tahir, Johor Bahru, Johor"
"RM 1,200 per month","Apartment / Condominium, For rent",Service Residence,1,1,502 sq.ft.,Fully Furnished,,,Selangor,Setia Alam,2025-01-13 23:10,109781930,3.1188307039333805,101.45292025158282,"Jalan Setia Murni U13/51, Setia Alam, Selangor"
RM 550 per month,"Apartment / Condominium, For rent",Flat,2,1,543 sq.ft.,Not Furnished,"Playground, Minimart",,Penang,Bukit Mertajam,2025-01-13 23:10,109781942,5.3116030539862455,100.49089006768148,"Tingkat Impian Indah 3, Taman Impian Indah, Bukit Mertajam, Penang"
"RM 1,700 per month","House, For rent",2-storey Terraced House,4,3,1540 sq.ft.,Partially Furnished,,"Cooking Allowed, Near KTM/LRT",Selangor,Damansara Damai,2025-01-13 23:10,109781928,,,
"RM 1,800 per month","Apartment / Condominium, For rent",Apartment,3,2,1495 sq.ft.,Fully Furnished,"Gymnasium, Parking, Jogging Track, Security, Playground, Lift","Washing Machine, Cooking Allowed, Air-Cond",Sarawak,Kuching,2025-01-13 23:08,109781997,1.5085807,110.32030535,"Lorong Arang 15C 1B, Kuching, Sarawak"
"RM 1,500 per month","Apartment / Condominium, For rent",Service Residence,2,2,800 sq.ft.,Fully Furnished,"Playground, Gymnasium, Barbeque area, Swimming Pool, Multipurpose hall","Cooking Allowed, Washing Machine, Near KTM/LRT, Air-Cond",Selangor,Kajang,2025-01-13 23:08,109781990,2.9890525,101.79137835,"Jalan Bukit, Kajang, Selangor"
"RM 2,500 per month","Apartment / Condominium, For rent",Condominium,3,2,1200 sq.ft.,Fully Furnished,"Parking, Swimming Pool, Barbeque area, Sauna, Gymnasium, Security, Lift, Multipurpose hall, Tennis Court","Cooking Allowed, Air-Cond, Washing Machine",Penang,Bukit Mertajam,2025-01-13 23:07,109622862,5.3288247,100.48299725000001,"Jalan Seladang, Bukit Mertajam, Penang"
"RM 1,600 per month","Apartment / Condominium, For rent",Condominium,3,2,1200 sq.ft.,Fully Furnished,"Swimming Pool, Parking, Barbeque area, Playground, Sauna, Security, Club house, Lift","Cooking Allowed, Air-Cond, Washing Machine",Penang,Bukit Mertajam,2025-01-13 23:07,109758453,,,"Jalan Casa Residensi, Taman Bukit, Bukit Mertajam, Penang"
"RM 2,000 per month","Apartment / Condominium, For rent",Service Residence,2,2,947 sq.ft.,Fully Furnished,"Security, Playground, Multipurpose hall, Parking, Barbeque area, Swimming Pool, Gymnasium, Lift","Cooking Allowed, Air-Cond, Washing Machine",Penang,Butterworth,2025-01-13 23:07,109732135,,,"Jalan Harbour View, Kampung Bagan Dalam, Butterworth, Penang"
"RM 1,900 per month","Apartment / Condominium, For rent",Condominium,2,2,900 sq.ft.,Fully Furnished,"Swimming Pool, Lift, Security, Playground, Multipurpose hall, Gymnasium, Jogging Track, Parking, Minimart, Squash Court","Air-Cond, Cooking Allowed, Washing Machine",Penang,Bayan Lepas,2025-01-13 23:06,109781982,,,"Jalan Sungai Tiram 8, Off Jalan Tun Dr Awang, Bayan Lepas, Penang"
"RM 2,300 per month","Apartment / Condominium, For rent",Condominium,3,2,1087 sq.ft.,Fully Furnished,"Jogging Track, Tennis Court, Barbeque area, Multipurpose hall, Parking, Security, Gymnasium, Playground, Swimming Pool, Sauna","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Penang,Perai,2025-01-13 23:06,109603047,,,"Jalan Lestari, Off Jalan Baru, Perai, Penang"
"RM 1,500 per month","Apartment / Condominium, For rent",Apartment,3,2,1200 sq.ft.,Partially Furnished,"Gymnasium, Parking, Playground, Barbeque area, Sauna, Minimart, Security, Swimming Pool, Lift, Multipurpose hall, Club house, Tennis Court, Squash Court, Jogging Track","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Johor,Johor Bahru,2025-01-13 23:05,109356001,1.5088084027114197,103.68613894750578,"Jalan Titiwangsa 1, Taman Tampoi Indah, Johor Bahru, Johor"
"RM 2,000 per month","Apartment / Condominium, For rent",Condominium,3,2,1205 sq.ft.,Partially Furnished,"Parking, Gymnasium, Security, Lift, Multipurpose hall, Playground, Swimming Pool, Club house, Minimart","Air-Cond, Cooking Allowed, Near KTM/LRT",Putrajaya,Putrajaya,2025-01-13 23:05,109781907,,,"Jalan Temoleh P8/4, Presint 8, Putrajaya, Putrajaya"
"RM 2,000 per month","House, For rent",2-storey Terraced House,4,3,1800 sq.ft.,Fully Furnished,,"Air-Cond, Cooking Allowed, Washing Machine",Pahang,Kuantan,2025-01-13 23:05,109781914,,,
"RM 2,900 per month","House, For rent",2-storey Terraced House,4,3,1400 sq.ft.,Fully Furnished,,,Johor,Gelang Patah,2025-01-13 23:05,109781923,,,
"RM 1,100 per month","Apartment / Condominium, For rent",Service Residence,3,2,1017 sq.ft.,Not Furnished,"Jogging Track, Playground, Parking, Security, Lift, Swimming Pool, Multipurpose hall, Minimart, Gymnasium","Air-Cond, Cooking Allowed",Selangor,Bangi,2025-01-13 23:05,109781916,,,"Taman Teknology Mint, Bangi, Selangor"
"RM 1,650 per month","House, For rent",1-storey Terraced House,4,2,1300 sq.ft.,Partially Furnished,,,Johor,Permas Jaya,2025-01-13 23:05,109781913,,,
"RM 1,800 per month","Apartment / Condominium, For rent",Townhouse Condo,3,3,1430 sq.ft.,Fully Furnished,"Security, Parking, Jogging Track, Playground","Air-Cond, Cooking Allowed, Washing Machine",Sarawak,Kuching,2025-01-13 23:05,109781906,,,"Off Jalan Batu Kawa, Kuching, Sarawak"
"RM 1,400 per month","House, For rent",1-storey Terraced House,3,2,1414 sq.ft.,Not Furnished,"Parking, Playground","Air-Cond, Internet, Cooking Allowed",Selangor,Shah Alam,2025-01-13 23:04,109781971,,,
"RM 3,000 per month","House, For rent",2-storey Terraced House,4,3,1540 sq.ft.,Fully Furnished,,,Johor,Setia Tropika,2025-01-13 23:03,109781965,,,
"RM 1,500 per month","Apartment / Condominium, For rent",Service Residence,1,1,502 sq.ft.,Fully Furnished,,,Selangor,Setia Alam,2025-01-13 23:02,109781962,3.1137264,101.4530429,"Jalan Setia Murni U13/51, Setia Alam, Selangor"
RM 800 per month,"House, For rent",1-storey Terraced House,3,1,1100 sq.ft.,Not Furnished,Parking,,Selangor,Pandamaran,2025-01-13 23:02,109781961,,,
RM 600 per month,"Apartment / Condominium, For rent",Flat,3,1,700 sq.ft.,Partially Furnished,Parking,,Penang,Nibong Tebal,2025-01-13 23:01,109781959,,,"Lorong Sungai Daun 3, Taman Nibong Tebal Jaya, Nibong Tebal, Penang"
"RM 1,200 per month","Apartment / Condominium, For rent",Condominium,2,2,900 sq.ft.,Not Furnished,"Swimming Pool, Security, Barbeque area, Parking, Playground, Gymnasium, Sauna, Multipurpose hall, Club house, Lift, Minimart, Jogging Track","Air-Cond, Cooking Allowed, Near KTM/LRT",Penang,Bukit Mertajam,2025-01-13 23:00,109174790,,,"Jalan Perda Selatan, Bandar Baru Perda, Bukit Mertajam, Penang"
"RM 1,700 per month","Apartment / Condominium, For rent",Condominium,2,2,890 sq.ft.,Fully Furnished,"Playground, Security, Gymnasium, Minimart, Barbeque area, Multipurpose hall, Swimming Pool, Parking, Lift","Air-Cond, Cooking Allowed, Washing Machine",Selangor,Shah Alam,2025-01-13 22:59,109510342,3.07873,101.5462915,"Seksyen 13, Shah Alam, Selangor"
"RM 1,400 per month","Apartment / Condominium, For rent",Service Residence,1,1,450 sq.ft.,Fully Furnished,"Gymnasium, Multipurpose hall, Security, Swimming Pool","Air-Cond, Cooking Allowed, Washing Machine",Selangor,Shah Alam,2025-01-13 22:59,109484300,3.0647791269756985,101.48606686973181,"Jalan Plumbum 7/102, Shah Alam, Selangor"
"RM 2,000 per month","Apartment / Condominium, For rent",Condominium,3,2,1149 sq.ft.,Fully Furnished,"Barbeque area, Swimming Pool, Jogging Track, Playground, Gymnasium, Parking, Security, Lift","Air-Cond, Cooking Allowed, Washing Machine",Selangor,Shah Alam,2025-01-13 22:59,109709957,3.068403236395915,101.55583511552855,"No. 4, Jalan Jubli Perak 22/1, Seksyen 22, Shah Alam, Selangor"
"RM 1,500 per month","Apartment / Condominium, For rent",Service Residence,1,1,500 sq.ft.,Fully Furnished,"Gymnasium, Swimming Pool, Security, Multipurpose hall, Parking, Playground, Lift","Washing Machine, Cooking Allowed, Air-Cond",Selangor,Shah Alam,2025-01-13 22:59,109700552,3.0647791269756985,101.48606686973181,"Jalan Plumbum 7/102, Shah Alam, Selangor"
"RM 1,950 per month","Apartment / Condominium, For rent",Service Residence,2,2,800 sq.ft.,Partially Furnished,"Parking, Lift, Swimming Pool, Gymnasium, Security, Multipurpose hall, Playground, Barbeque area","Air-Cond, Cooking Allowed",Selangor,Shah Alam,2025-01-13 22:59,108431105,3.0763722500000004,101.54200975,"Jalan Akuatik 13/64A, Seksyen 13, Shah Alam, Selangor"
"RM 2,000 per month","Apartment / Condominium, For rent",Service Residence,3,2,1368 sq.ft.,Partially Furnished,"Swimming Pool, Gymnasium, Playground, Parking, Security, Lift, Minimart","Cooking Allowed, Air-Cond",Selangor,Shah Alam,2025-01-13 22:57,109532122,3.0899077999999998,101.54179819999999,"Persiaran Sukan, Seksyen 13, Shah Alam, Selangor"
"RM 1,600 per month","Apartment / Condominium, For rent",Service Residence,2,2,890 sq.ft.,Fully Furnished,"Security, Swimming Pool, Gymnasium, Lift, Parking, Playground","Air-Cond, Cooking Allowed",Selangor,Shah Alam,2025-01-13 22:57,108668457,3.0899077999999998,101.54179819999999,"Persiaran Sukan, Seksyen 13, Shah Alam, Selangor"
"RM 2,000 per month","Apartment / Condominium, For rent",Service Residence,3,2,1365 sq.ft.,Partially Furnished,"Parking, Playground, Lift, Security, Swimming Pool, Gymnasium, Minimart","Cooking Allowed, Air-Cond",Selangor,Shah Alam,2025-01-13 22:57,109165880,3.0899077999999998,101.54179819999999,"Persiaran Sukan, Seksyen 13, Shah Alam, Selangor"
"RM 3,000 per month","Apartment / Condominium, For rent",Service Residence,2,1,635 sq.ft.,Fully Furnished,"Parking, Playground, Barbeque area, Swimming Pool, Multipurpose hall, Security, Jogging Track, Lift, Gymnasium, Minimart","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur,Cheras,2025-01-13 22:57,109472017,,,"Jalan Peel, Sunway Velocity, Cheras, Kuala Lumpur"
"RM 1,500 per month","Apartment / Condominium, For rent",Service Residence,3,2,915 sq.ft.,Partially Furnished,"Parking, Security, Lift, Playground, Swimming Pool, Gymnasium, Multipurpose hall, Barbeque area",Near KTM/LRT,Selangor,Shah Alam,2025-01-13 22:57,109300363,,,"Off Persiaran Jubli Perak, Seksyen 22, Shah Alam, Selangor"
"RM 1,500 per month","Apartment / Condominium, For rent",Condominium,3,2,1075 sq.ft.,Fully Furnished,"Security, Jogging Track, Parking, Minimart, Playground, Gymnasium, Tennis Court, Swimming Pool, Squash Court, Barbeque area, Multipurpose hall","Air-Cond, Cooking Allowed, Washing Machine",Penang,Bayan Lepas,2025-01-13 22:56,109727543,,,"Tingkat Bukit Jambul 1, Bukit Jambul Indah, Bayan Lepas, Penang"
"RM 1,800 per month","Apartment / Condominium, For rent",Condominium,3,2,1000 sq.ft.,Fully Furnished,"Parking, Barbeque area, Jogging Track, Security, Swimming Pool, Sauna, Minimart, Gymnasium, Tennis Court","Air-Cond, Cooking Allowed, Washing Machine",Penang,Bayan Lepas,2025-01-13 22:56,109647217,5.336767940004336,100.3083403767963,"Persiaran Bayan Indah, Bayan Lepas, Penang"
"RM 3,000 per month","Apartment / Condominium, For rent",Condominium,3,3,1620 sq.ft.,Partially Furnished,"Parking, Swimming Pool, Squash Court, Lift, Gymnasium, Security",,Kuala Lumpur,Setapak,2025-01-13 22:56,109594892,3.187000590510331,101.7047631388103,"Jalan Tiara Titiwangsa, Setapak, Kuala Lumpur"
"RM 1,500 per month","Apartment / Condominium, For rent",Condominium,3,2,1000 sq.ft.,Partially Furnished,"Minimart, Swimming Pool, Gymnasium, Sauna, Parking, Barbeque area, Security, Tennis Court, Jogging Track","Air-Cond, Cooking Allowed",Penang,Bayan Lepas,2025-01-13 22:56,109504400,5.336767940004336,100.3083403767963,"Persiaran Bayan Indah, Bayan Lepas, Penang"
"RM 1,600 per month","Apartment / Condominium, For rent",Condominium,3,2,1000 sq.ft.,Fully Furnished,"Parking, Minimart, Tennis Court, Jogging Track, Barbeque area, Gymnasium, Swimming Pool, Sauna, Security","Air-Cond, Cooking Allowed, Washing Machine",Penang,Bayan Lepas,2025-01-13 22:55,109633061,5.336767940004336,100.3083403767963,"Persiaran Bayan Indah, Bayan Lepas, Penang"
"RM 2,500 per month","House, For rent",2-storey Terraced House,4,3,1400 sq.ft.,Fully Furnished,,,Johor,Gelang Patah,2025-01-13 22:55,109781841,,,
"RM 4,900 per month","Apartment / Condominium, For rent",Condominium,4,3,1472 sq.ft.,Fully Furnished,"Parking, Squash Court, Lift, Swimming Pool, Barbeque area, Security",,Selangor,Bandar Sunway,2025-01-13 22:54,109325666,3.0659435152333767,101.61348790119173,"Jalan Lagoon Selatan, Bandar Sunway, Selangor"
"RM 2,000 per month","Apartment / Condominium, For rent",Apartment,3,2,800 sq.ft.,Fully Furnished,"Parking, Swimming Pool, Barbeque area, Minimart, Jogging Track, Security, Club house, Playground, Gymnasium, Tennis Court, Sauna, Multipurpose hall, Lift",,Johor,Iskandar Puteri,2025-01-13 22:54,109727925,,,"Jalan Lingkungan Indah Utama, Iskandar Puteri, Johor"
"RM 2,000 per month","Apartment / Condominium, For rent",Condominium,2,2,800 sq.ft.,Partially Furnished,"Tennis Court, Barbeque area, Lift, Multipurpose hall, Security, Gymnasium, Playground, Parking, Swimming Pool","Air-Cond, Cooking Allowed, Washing Machine",Johor,Johor Bahru,2025-01-13 22:53,109727621,1.467763139109315,103.7250491807238,"Persiaran Danga Perdana, Danga Bay, Johor Bahru, Johor"
"RM 1,500 per month","House, For rent",2-storey Terraced House,4,4,1750 sq.ft.,Fully Furnished,,Cooking Allowed,Selangor,Sungai Buloh,2025-01-13 22:52,109358315,,,
