monthly_rent,category_id,property_type,rooms,bathroom,size,furnished,facilities,additional_facilities,state,region,publishedDatetime,ads_id,latitude,longitude,address
"RM 1,500 per month","House, For rent",1-storey Terraced House,3,2,1200 sq.ft.,Not Furnished,,,Penang,Bayan Lepas,2025-01-14 01:45,109782468,,,
"RM 1,200 per month","Apartment / Condominium, For rent",Apartment,3,2,1305 sq.ft.,Partially Furnished,"Parking, Lift, Security, Playground",Air-Cond,Selangor,Kajang,2025-01-14 01:44,109782488,,,"Lebuh Setia Menunggu, Jade Hills, Kajang, Selangor"
"RM 1,200 per month","House, For rent",2-storey Terraced House,4,3,1400 sq.ft.,Not Furnished,"Parking, Playground","Cooking Allowed, Near KTM/LRT",Penang,Simpang Ampat,2025-01-14 01:43,109535402,,,
"RM 1,700 per month","Apartment / Condominium, For rent",Service Residence,1,1,600 sq.ft.,Fully Furnished,"Playground, Parking, Lift, Sauna, Security, Multipurpose hall, Swimming Pool, Gymnasium, Barbeque area, Club house, Minimart",,Johor,Johor Bahru,2025-01-14 01:43,109782487,,,"Jalan Larkin Perdana 2, Taman Larkin Perdana, Johor Bahru, Johor"
"RM 1,600 per month","Apartment / Condominium, For rent",Condominium,1,1,580 sq.ft.,Fully Furnished,"Barbeque area, Security, Playground, Lift, Swimming Pool, Parking, Gymnasium, Sauna, Multipurpose hall, Club house, Jogging Track",,Johor,Iskandar Puteri,2025-01-14 01:43,109782484,1.4078774755293098,103.64225141647633,"Persiaran Medini 8/1, Medini Iskandar Malaysia, Iskandar Puteri, Johor"
"RM 1,200 per month","Apartment / Condominium, For rent",Apartment,3,2,900 sq.ft.,Fully Furnished,Parking,"Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Selangor,Bandar Sri Damansara,2025-01-14 01:41,109661935,3.1926741499999998,101.6065246,"Persiaran Meranti, Bandar Sri Damansara, Selangor"
"RM 5,300 per month","Apartment / Condominium, For rent",Condominium,3,3,1409 sq.ft.,Fully Furnished,"Gymnasium, Playground, Barbeque area, Security, Club house, Parking, Swimming Pool, Jogging Track, Sauna, Lift",,Penang,Gelugor,2025-01-14 01:34,109403939,5.365899546665301,100.30826554904796,"Cangkat Minden Jalan 1, Minden Heights, Gelugor, Penang"
"RM 1,400 per month","Apartment / Condominium, For rent",Service Residence,1,1,580 sq.ft.,Fully Furnished,"Playground, Security, Swimming Pool, Multipurpose hall, Jogging Track, Parking, Barbeque area, Lift, Gymnasium, Sauna, Minimart, Club house",,Johor,Johor Bahru,2025-01-14 01:33,109747980,,,"Jalan Kangkar Tebrau, Off Jalan Pandan, Johor Bahru, Johor"
"RM 2,000 per month","House, For rent",2-storey Terraced House,3,2,1600 sq.ft.,Partially Furnished,,,Johor,Johor Bahru,2025-01-14 01:32,109758611,,,
"RM 2,200 per month","Apartment / Condominium, For rent",Apartment,3,2,798 sq.ft.,Fully Furnished,"Security, Multipurpose hall, Parking, Playground, Jogging Track, Barbeque area, Gymnasium, Swimming Pool, Lift, Minimart","Air-Cond, Cooking Allowed, Washing Machine",Johor,Masai,2025-01-14 01:30,109782448,1.4784912549778955,103.87095977157838,"Jalan Sierra Perdana, Taman Sierra Perdana, Masai, Johor"
"RM 1,500 per month","Apartment / Condominium, For rent",Apartment,3,2,1690 sq.ft.,Fully Furnished,"Swimming Pool, Security, Minimart, Gymnasium, Club house, Parking, Tennis Court","Air-Cond, Cooking Allowed, Washing Machine",Selangor,Cyberjaya,2025-01-14 01:29,105843792,,,"Jalan Cyber Suria, Cyberjaya, Selangor"
"RM 1,900 per month","Apartment / Condominium, For rent",Service Residence,2,1,650 sq.ft.,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court",,Selangor,Subang Jaya,2025-01-14 01:29,109064867,,,
"RM 1,100 per month","Apartment / Condominium, For rent",Service Residence,3,2,900 sq.ft.,Partially Furnished,"Security, Jogging Track, Barbeque area, Parking, Playground, Swimming Pool, Gymnasium, Multipurpose hall",,Selangor,Semenyih,2025-01-14 01:29,108412323,2.936387445047508,101.8525682681381,"Off Jalan Semenyih, Semenyih, Selangor"
"RM 3,500 per month","Apartment / Condominium, For rent",Condominium,3,2,1235 sq.ft.,Fully Furnished,"Minimart, Barbeque area, Sauna, Club house, Swimming Pool, Gymnasium, Tennis Court, Jogging Track, Security, Playground, Squash Court, Lift, Parking, Multipurpose hall",,Kuala Lumpur,Mont Kiara,2025-01-14 01:28,109506398,3.1686864337742926,101.64903553578128,"Jalan Kiara 3, Mont Kiara, Kuala Lumpur"
"RM 5,500 per month","House, For rent",2-storey Terraced House,4,4,1540 sq.ft.,Fully Furnished,,,Selangor,Cyberjaya,2025-01-14 01:28,109782461,,,
"RM 2,900 per month","Apartment / Condominium, For rent",Service Residence,3,2,883 sq.ft.,Fully Furnished,"Barbeque area, Security, Playground, Gymnasium, Multipurpose hall, Parking, Swimming Pool, Jogging Track, Lift","Near KTM/LRT, Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur,Cheras,2025-01-14 01:27,109782459,,,"Jalan Peel, Sunway Velocity, Cheras, Kuala Lumpur"
"RM 3,000 per month","Apartment / Condominium, For rent",Service Residence,3,1,828 sq.ft.,Fully Furnished,"Jogging Track, Club house, Gymnasium, Playground, Swimming Pool, Parking, Security","Air-Cond, Cooking Allowed, Washing Machine",Johor,Johor Bahru,2025-01-14 01:25,109782438,1.4456292721710593,103.93859408054762,"Jalan Tanjung Puteri 1, Tanjung Puteri, Johor Bahru, Johor"
"RM 1,400 per month","Apartment / Condominium, For rent",Condominium,1,1,450 sq.ft.,Fully Furnished,"Security, Playground, Gymnasium, Parking, Swimming Pool, Sauna, Squash Court, Lift, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Internet",Selangor,Ampang,2025-01-14 01:25,109300216,,,"Jalan Ukay, Persiaran Ampang Ukay, Ampang, Selangor"
"RM 5,500 per month","House, For rent",Townhouse,4,4,2131 sq.ft.,Fully Furnished,"Parking, Security, Playground, Gymnasium, Barbeque area, Multipurpose hall, Club house, Jogging Track","Air-Cond, Cooking Allowed, Washing Machine, Internet, Near KTM/LRT",Selangor,Kota Damansara,2025-01-14 01:25,106590232,,,
"RM 1,300 per month","Apartment / Condominium, For rent",Condominium,1,1,450 sq.ft.,Fully Furnished,"Security, Swimming Pool, Playground, Gymnasium, Squash Court, Parking, Lift, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Selangor,Ampang,2025-01-14 01:24,109245325,,,"Jalan Ukay, Persiaran Ampang Ukay, Ampang, Selangor"
"RM 1,200 per month","Apartment / Condominium, For rent",Condominium,3,2,800 sq.ft.,Partially Furnished,"Parking, Gymnasium, Swimming Pool, Security, Playground, Jogging Track, Barbeque area",Cooking Allowed,Penang,Bayan Lepas,2025-01-14 01:19,109477557,,,"Jalan Bukit Gemuruh, Kampung Tengah, Bayan Lepas, Penang"
"RM 1,500 per month","Apartment / Condominium, For rent",Condominium,3,2,1150 sq.ft.,Fully Furnished,"Parking, Gymnasium, Barbeque area, Security, Playground, Swimming Pool, Jogging Track, Lift","Air-Cond, Cooking Allowed, Washing Machine",Penang,Bayan Lepas,2025-01-14 01:18,109477773,,,"Jalan Bukit Gemuruh, Kampung Tengah, Bayan Lepas, Penang"
"RM 2,500 per month","Apartment / Condominium, For rent",Condominium,3,3,1521 sq.ft.,Fully Furnished,"Security, Lift, Club house, Playground, Jogging Track, Sauna, Parking, Tennis Court, Barbeque area, Swimming Pool, Gymnasium",,Selangor,Cyberjaya,2025-01-14 01:18,109557387,2.9201144994247072,101.64562391440896,"Jalan Fauna 1, Cyberjaya, Selangor"
"RM 3,600 per month","Apartment / Condominium, For rent",Condominium,4,6,3000 sq.ft.,Partially Furnished,"Playground, Swimming Pool, Lift, Barbeque area, Club house, Jogging Track, Parking, Security, Gymnasium, Tennis Court, Sauna",,Selangor,Cyberjaya,2025-01-14 01:17,109593319,2.9201144994247072,101.64562391440896,"Jalan Fauna 1, Cyberjaya, Selangor"
"RM 1,500 per month","House, For rent",2-storey Terraced House,4,3,1540 sq.ft.,Partially Furnished,,,Johor,Johor Bahru,2025-01-14 01:15,109782413,,,
"RM 2,500 per month","Apartment / Condominium, For rent",Service Residence,3,2,980 sq.ft.,Fully Furnished,"Barbeque area, Multipurpose hall, Playground, Parking, Security, Jogging Track, Swimming Pool, Gymnasium, Lift","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur,Setapak,2025-01-14 01:12,109598071,,,"Jalan Gombak, Batu 4, Kampung Kuantan, Setapak, Kuala Lumpur"
"RM 1,500 per month","Apartment / Condominium, For rent",Condominium,3,2,1120 sq.ft.,Partially Furnished,"Jogging Track, Parking, Playground, Barbeque area, Security, Gymnasium, Swimming Pool","Cooking Allowed, Air-Cond",Selangor,Bandar Sri Damansara,2025-01-14 01:10,109782431,3.1825885187785077,101.61117306187955,"Persiaran Meranti, Bandar Sri Damansara, Bandar Sri Damansara, Selangor"
"RM 1,799 per month","Apartment / Condominium, For rent",Condominium,2,1,687 sq.ft.,Partially Furnished,"Tennis Court, Swimming Pool, Jogging Track, Security, Playground, Parking, Gymnasium, Barbeque area, Sauna, Lift, Minimart, Multipurpose hall","Air-Cond, Cooking Allowed",Johor,Iskandar Puteri,2025-01-14 01:09,109782426,,,"Persiaran Medini Utara 3, Medini Iskandar Malaysia, Iskandar Puteri, Johor"
"RM 1,399 per month","Apartment / Condominium, For rent",Condominium,3,2,1059 sq.ft.,Partially Furnished,"Swimming Pool, Lift, Multipurpose hall, Parking, Security, Gymnasium, Playground, Sauna, Barbeque area, Jogging Track, Tennis Court","Air-Cond, Cooking Allowed, Near KTM/LRT",Selangor,Seri Kembangan,2025-01-14 01:07,109009974,,,"Persiaran Dr George Lim Ah Soo, Taman Equine, Seri Kembangan, Selangor"
"RM 1,100 per month","House, For rent",1-storey Terraced House,3,2,1200 sq.ft.,Partially Furnished,,Air-Cond,Negeri Sembilan,Seremban,2025-01-14 01:07,109782424,,,
RM 999 per month,"Apartment / Condominium, For rent",Apartment,3,2,1020 sq.ft.,Partially Furnished,,,Selangor,Puchong,2025-01-14 01:07,109483407,,,
"RM 1,500 per month","Apartment / Condominium, For rent",Condominium,3,2,1230 sq.ft.,Fully Furnished,"Security, Playground, Swimming Pool, Parking, Minimart, Gymnasium, Lift, Barbeque area, Club house, Sauna, Multipurpose hall, Tennis Court, Jogging Track, Squash Court","Air-Cond, Cooking Allowed, Washing Machine",Selangor,Cyberjaya,2025-01-14 01:06,109663169,,,"Persiaran Sepang Off Persiaran Multimedia, Cyberjaya, Selangor"
"RM 1,500 per month","Apartment / Condominium, For rent",Apartment,1,1,700 sq.ft.,Fully Furnished,"Parking, Swimming Pool, Lift, Playground, Barbeque area, Security, Gymnasium, Sauna, Minimart, Multipurpose hall, Jogging Track, Squash Court, Tennis Court, Club house","Cooking Allowed, Air-Cond, Washing Machine, Near KTM/LRT",Selangor,Cyberjaya,2025-01-14 01:06,109663162,,,"Off Persiaran Bestari, Symphony Hills, Cyber 9, Cyberjaya, Selangor"
"RM 2,750 per month","House, For rent",2.5-storey Terraced House,4,4,3200 sq.ft.,Not Furnished,,,Selangor,Gombak,2025-01-14 01:05,109782389,,,
"RM 7,500 per month","Apartment / Condominium, For rent",Condominium,5,4,1830 sq.ft.,Fully Furnished,"Playground, Squash Court, Barbeque area, Tennis Court, Jogging Track, Lift, Minimart, Swimming Pool, Multipurpose hall, Parking, Security, Gymnasium","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur,Mont Kiara,2025-01-14 01:05,92482809,,,"Jalan Cangkat Duta Kiara, Off Jalan Duta Kiara, Mont Kiara, Kuala Lumpur"
"RM 6,500 per month","Apartment / Condominium, For rent",Condominium,4,4,2257 sq.ft.,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur,Mont Kiara,2025-01-14 01:05,95889553,,,
"RM 1,800 per month","Apartment / Condominium, For rent",Condominium,3,2,1000 sq.ft.,Fully Furnished,"Parking, Swimming Pool, Gymnasium, Multipurpose hall, Barbeque area, Security, Sauna",,Penang,Bukit Mertajam,2025-01-14 00:58,107439162,,,"Jalan Perda Utara 1, Bandar Baru Perda, Bukit Mertajam, Penang"
"RM 1,400 per month","House, For rent",2-storey Terraced House,4,3,1300 sq.ft.,Not Furnished,Security,,Selangor,Semenyih,2025-01-14 00:56,109720171,,,
"RM 2,600 per month","Apartment / Condominium, For rent",Service Residence,3,3,1265 sq.ft.,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur,Segambut,2025-01-14 00:55,108602483,3.1834970862232903,101.67402747186084,"Jalan Segambut, Segambut, Kuala Lumpur"
"RM 4,300 per month","Apartment / Condominium, For rent",Condominium,2,2,950 sq.ft.,Fully Furnished,"Barbeque area, Multipurpose hall, Security, Swimming Pool, Parking, Playground, Gymnasium, Lift, Sauna",,Penang,Bayan Lepas,2025-01-14 00:55,109782363,5.33715855,100.31081342126376,"Persiaran Bayan Indah 2, Bayan Lepas, Penang"
"RM 4,000 per month","House, For rent",3-storey Terraced House,4,6,3338 sq.ft.,Fully Furnished,"Parking, Security, Playground, Swimming Pool, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Tennis Court, Jogging Track, Squash Court","Cooking Allowed, Washing Machine, Air-Cond",Selangor,Cyberjaya,2025-01-14 00:55,109782361,,,
"RM 2,600 per month","House, For rent",2-storey Terraced House,4,3,1800 sq.ft.,Fully Furnished,,,Penang,Gelugor,2025-01-14 00:54,109646756,,,
"RM 3,800 per month","Apartment / Condominium, For rent",Service Residence,2,3,1450 sq.ft.,Fully Furnished,"Gymnasium, Security, Swimming Pool, Club house, Barbeque area, Parking, Playground, Lift, Minimart, Multipurpose hall","Air-Cond, Washing Machine, Cooking Allowed",Penang,Tanjong Tokong,2025-01-14 00:51,109201499,5.4590989047614515,100.31137749129186,"Jalan Seri Tanjong Pinang, Tanjong Tokong, Penang"
"RM 1,500 per month","Apartment / Condominium, For rent",Apartment,3,2,1049 sq.ft.,Partially Furnished,"Swimming Pool, Jogging Track, Security, Minimart, Barbeque area, Sauna, Parking, Playground, Gymnasium, Lift",Cooking Allowed,Kuala Lumpur,Mont Kiara,2025-01-14 00:49,109782387,,,"Jalan Prima Pelangi 1, Bukit Prima Pelangi, Mont Kiara, Kuala Lumpur"
"RM 2,200 per month","Apartment / Condominium, For rent",Condominium,3,2,1268 sq.ft.,Fully Furnished,"Parking, Swimming Pool, Gymnasium, Security, Squash Court, Playground, Sauna",,Sabah,Kota Kinabalu,2025-01-14 00:46,109782382,,,"Lorong Mt Zion, Taman Mount Zion, Kota Kinabalu, Sabah"
"RM 2,500 per month","House, For rent",2-storey Terraced House,4,3,2650 sq.ft.,Partially Furnished,"Parking, Security, Swimming Pool, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Tennis Court, Jogging Track, Squash Court, Playground","Air-Cond, Cooking Allowed",Selangor,Cyberjaya,2025-01-14 00:45,109705606,,,
"RM 2,500 per month","Apartment / Condominium, For rent",Service Residence,3,2,865 sq.ft.,Fully Furnished,"Gymnasium, Multipurpose hall, Security, Swimming Pool, Lift, Barbeque area, Playground","Air-Cond, Cooking Allowed",Kuala Lumpur,Jalan Kuching,2025-01-14 00:45,109782344,,,"Jalan 1/42, Off Jalan Kuching, Jalan Kuching, Kuala Lumpur"
"RM 4,500 per month","House, For rent",Semi-Detached House,5,6,3130 sq.ft.,Fully Furnished,"Parking, Security, Playground, Swimming Pool, Sauna, Minimart, Barbeque area, Multipurpose hall, Gymnasium, Club house, Jogging Track, Squash Court, Tennis Court","Cooking Allowed, Washing Machine, Air-Cond",Selangor,Cyberjaya,2025-01-14 00:43,108810660,,,
"RM 1,300 per month","Apartment / Condominium, For rent",Apartment,3,2,750 sq.ft.,Not Furnished,"Jogging Track, Lift, Parking, Security, Tennis Court, Barbeque area, Minimart, Playground, Swimming Pool, Sauna, Gymnasium, Squash Court",,Penang,Gelugor,2025-01-14 00:43,109782374,,,"Lengkok Nipah 2, Taman Lip Sin, Gelugor, Penang"
"RM 4,000 per month","House, For rent",3-storey Terraced House,4,6,3210 sq.ft.,Fully Furnished,"Swimming Pool, Gymnasium, Tennis Court, Squash Court, Minimart, Playground, Jogging Track, Security, Parking, Sauna, Club house, Multipurpose hall, Barbeque area","Air-Cond, Cooking Allowed, Washing Machine",Selangor,Cyberjaya,2025-01-14 00:43,104955630,,,
"RM 3,300 per month","Apartment / Condominium, For rent",Condominium,3,2,1300 sq.ft.,Fully Furnished,"Security, Swimming Pool, Gymnasium, Tennis Court, Squash Court, Parking, Barbeque area, Minimart, Playground, Sauna",,Kuala Lumpur,Mont Kiara,2025-01-14 00:42,109013980,3.1721700869568576,101.65481984322855,"No.2, Jalan Kiara 2, Mont Kiara, Kuala Lumpur"
RM 550 per month,"Apartment / Condominium, For rent",Flat,3,2,667 sq.ft.,Not Furnished,"Parking, Security, Playground",Cooking Allowed,Selangor,Kajang,2025-01-14 00:41,109782366,2.9889676092098223,101.79631716801103,"Jalan Bukit Mewah, Taman Bukit Mewah, Kajang, Selangor"
"RM 1,300 per month","Apartment / Condominium, For rent",Apartment,3,2,850 sq.ft.,Partially Furnished,"Playground, Squash Court, Parking, Gymnasium, Tennis Court, Barbeque area, Security, Lift",,Penang,Gelugor,2025-01-14 00:41,109782365,,,"Lorong Pekaka 1, Taman Pekaka, Gelugor, Penang"
"RM 1,200 per month","Apartment / Condominium, For rent",Apartment,3,2,1323 sq.ft.,Partially Furnished,"Tennis Court, Club house, Security, Parking, Playground, Swimming Pool, Lift, Gymnasium","Cooking Allowed, Air-Cond, Washing Machine, Internet",Johor,Masai,2025-01-14 00:41,109782364,1.5071805837628012,103.86215938048505,"Persiaran Seri Alam, Bandar Baru Seri Alam, Masai, Johor"
"RM 2,000 per month","Apartment / Condominium, For rent",Service Residence,2,2,947 sq.ft.,Fully Furnished,"Playground, Swimming Pool, Gymnasium, Security, Lift, Club house, Parking, Minimart","Washing Machine, Cooking Allowed, Air-Cond",Johor,Iskandar Puteri,2025-01-14 00:41,108640747,,,"Persiaran Dato' Seri Amar, Kota Iskandar, Iskandar Puteri, Johor"
"RM 1,300 per month","Apartment / Condominium, For rent",Service Residence,1,1,506 sq.ft.,Fully Furnished,"Playground, Tennis Court, Lift, Barbeque area, Sauna, Security, Swimming Pool, Gymnasium, Club house, Parking, Jogging Track, Multipurpose hall, Minimart","Air-Cond, Cooking Allowed, Washing Machine",Johor,Skudai,2025-01-14 00:37,109515575,,,"Jalan Persiaran Mutiara Mas, Skudai, Johor"
"RM 1,450 per month","Apartment / Condominium, For rent",Service Residence,3,2,1076 sq.ft.,Partially Furnished,Gymnasium,"Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Selangor,Damansara Damai,2025-01-14 00:37,94731220,3.198481974483747,101.59727340799829,"Jalan PJU 10/1A, Damansara Damai, Selangor"
