monthly_rent,category_id,property_type,rooms,bathroom,size,furnished,facilities,additional_facilities,address,state,region,publishedDatetime,scrape_date,ads_id,latitude,longitude
"RM 1,300 per month","Apartment / Condominium, For rent",Apartment,3,2,830 sq.ft.,Partially Furnished,"Security, Swimming Pool, Parking, Playground, Jogging Track, Multipurpose hall, Gymnasium, Club house","Washing Machine, Cooking Allowed, Air-Cond","No.4, Jalan Setia Gemilang U13/45C, Seksyen U13, Setia Alam, Selangor",Selangor,Setia Alam,2025-02-10 23:54,2025-02-11,109704411,3.131853597195424,101.47140998572945
RM 750 per month,"Apartment / Condominium, For rent",Flat,3,2,650 sq.ft.,Not Furnished,Parking,,"Persiaran Lestari Puchong, Taman Lestari Putra, Seri Kembangan, Selangor",Selangor,Seri Kembangan,2025-02-10 23:53,2025-02-11,109743134,,
"RM 2,000 per month","Apartment / Condominium, For rent",Apartment,3,2,850 sq.ft.,Fully Furnished,"Lift, Playground, Jogging Track, Parking, Security, Gymnasium, Swimming Pool, Multipurpose hall",,"Jalan Lembah, Off Jalan Bukit Gambir, Gelugor, Penang",Penang,Gelugor,2025-02-10 23:50,2025-02-11,110082235,,
"RM 1,300 per month","Apartment / Condominium, For rent",Condominium,3,2,700 sq.ft.,Fully Furnished,"Multipurpose hall, Playground, Tennis Court, Minimart, Swimming Pool, Gymnasium, Parking, Security, Squash Court","Air-Cond, Cooking Allowed, Washing Machine","Jalan Lembah Permai, Tanjung Bungah, Penang",Penang,Tanjung Bungah,2025-02-10 23:50,2025-02-11,110082231,5.464761492758466,100.2805744232917
"RM 1,600 per month","Apartment / Condominium, For rent",Service Residence,2,2,900 sq.ft.,Fully Furnished,"Playground, Gymnasium, Squash Court, Jogging Track, Swimming Pool, Tennis Court, Minimart, Parking, Security, Lift","Air-Cond, Cooking Allowed, Washing Machine","Off Jalan UMS, 1 Borneo Hypermall, Kota Kinabalu, Sabah",Sabah,Kota Kinabalu,2025-02-10 23:50,2025-02-11,108912414,,
RM 700 per month,"Apartment / Condominium, For rent",Apartment,2,1,798 sq.ft.,Not Furnished,"Lift, Parking",Cooking Allowed,"Jalan Kajang 5, Off Jalan Sungai Chua, Kajang, Selangor",Selangor,Kajang,2025-02-10 23:50,2025-02-11,110082237,,
"RM 1,650 per month","Apartment / Condominium, For rent",Condominium,3,2,1100 sq.ft.,Partially Furnished,"Gymnasium, Lift, Barbeque area, Sauna, Minimart, Playground, Swimming Pool, Parking, Security, Tennis Court, Multipurpose hall, Jogging Track","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine","18, Jalan Dutamas Raya, Taman Segambut Sppk, Solaris Dutamas, Kuala Lumpur",Kuala Lumpur,Solaris Dutamas,2025-02-10 23:49,2025-02-11,110082287,,
"RM 2,800 per month","House, For rent",2-storey Terraced House,4,3,1400 sq.ft.,Partially Furnished,,,,Johor,Setia Tropika,2025-02-10 23:47,2025-02-11,110082278,,
"RM 4,800 per month","House, For rent",3-storey Terraced House,5,4,2500 sq.ft.,Partially Furnished,"Parking, Security, Playground","Air-Cond, Cooking Allowed, Near KTM/LRT, Internet",,Kuala Lumpur,Bangsar,2025-02-10 23:47,2025-02-11,110082276,,
"RM 1,650 per month","Apartment / Condominium, For rent",Apartment,3,2,860 sq.ft.,Fully Furnished,"Swimming Pool, Playground, Sauna, Parking, Security, Gymnasium, Jogging Track, Barbeque area",,"Persiaran Bukit Jambul 2, Bukit Jambul, Penang",Penang,Bukit Jambul,2025-02-10 23:46,2025-02-11,110082274,5.333167225784256,100.28041381356199
"RM 2,000 per month","House, For rent",2.5-storey Terraced House,4,4,1540 sq.ft.,Not Furnished,,Air-Cond,,Selangor,Seri Kembangan,2025-02-10 23:45,2025-02-11,110082230,,
"RM 2,400 per month","Apartment / Condominium, For rent",Service Residence,3,2,767 sq.ft.,Fully Furnished,"Gymnasium, Parking, Security, Swimming Pool, Barbeque area, Lift, Playground, Multipurpose hall, Jogging Track, Minimart","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine","Jalan Atmosphere Utama 2, Off Jalan Putra Permai, Seri Kembangan, Selangor",Selangor,Seri Kembangan,2025-02-10 23:45,2025-02-11,110082229,,
"RM 2,800 per month","Apartment / Condominium, For rent",Service Residence,2,1,522 sq.ft.,Fully Furnished,"Playground, Swimming Pool, Gymnasium, Security, Club house, Minimart, Lift","Air-Cond, Cooking Allowed, Washing Machine","Jalan Jesselton, Off Jalan Tun Fuad Stephen, Kota Kinabalu, Sabah",Sabah,Kota Kinabalu,2025-02-10 23:45,2025-02-11,110082218,,
"RM 1,100 per month","Apartment / Condominium, For rent",Condominium,3,2,700 sq.ft.,Fully Furnished,"Barbeque area, Security, Gymnasium, Squash Court, Tennis Court, Sauna, Minimart, Playground, Parking, Swimming Pool, Jogging Track",,"Persiaran Bukit Gambier 1, Gelugor, Penang",Penang,Gelugor,2025-02-10 23:45,2025-02-11,110082226,,
RM 600 per month,"Apartment / Condominium, For rent",Apartment,1,1,120 sq.ft.,Fully Furnished,"Barbeque area, Security, Gymnasium, Lift, Multipurpose hall, Playground, Swimming Pool, Sauna, Parking, Jogging Track","Air-Cond, Cooking Allowed, Washing Machine","Jalan Suria Muafakat 1, Taman Tasek, Johor Bahru, Johor",Johor,Johor Bahru,2025-02-10 23:45,2025-02-11,110082216,1.4914363794771746,103.72607870350849
"RM 3,000 per month","Apartment / Condominium, For rent",Condominium,3,3,1230 sq.ft.,Fully Furnished,"Playground, Swimming Pool, Parking, Gymnasium, Barbeque area, Security, Lift, Multipurpose hall","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet","Off Lebuh Skudai, Johor Bahru, Johor",Johor,Johor Bahru,2025-02-10 23:43,2025-02-11,110082261,,
"RM 2,000 per month","Apartment / Condominium, For rent",Apartment,3,2,1200 sq.ft.,Fully Furnished,"Swimming Pool, Parking, Security, Playground, Minimart, Jogging Track","Air-Cond, Cooking Allowed, Washing Machine","Lorong Sentosa 6, Taman Yeng Seng, Sandakan, Sabah",Sabah,Sandakan,2025-02-10 23:43,2025-02-11,107725348,,
RM 950 per month,"House, For rent",Semi-Detached House,3,2,2500 sq.ft.,Not Furnished,Parking,Cooking Allowed,,Kedah,Kulim,2025-02-10 23:43,2025-02-11,107297310,,
"RM 2,200 per month","House, For rent",2-storey Terraced House,4,4,1872 sq.ft.,Not Furnished,"Parking, Playground, Barbeque area, Minimart, Multipurpose hall, Jogging Track","Air-Cond, Cooking Allowed",,Sabah,Kota Kinabalu,2025-02-10 23:43,2025-02-11,106937191,,
"RM 2,500 per month","Apartment / Condominium, For rent",Condominium,2,2,900 sq.ft.,Fully Furnished,"Security, Playground, Parking, Swimming Pool, Gymnasium, Lift","Cooking Allowed, Air-Cond, Washing Machine","Jalan Banjaran, Taman Ramai, Kota Kinabalu, Sabah",Sabah,Kota Kinabalu,2025-02-10 23:42,2025-02-11,110082257,,
"RM 5,500 per month","Apartment / Condominium, For rent",Condominium,3,2,1357 sq.ft.,Fully Furnished,"Gymnasium, Swimming Pool, Security, Playground, Sauna, Multipurpose hall, Parking, Lift, Barbeque area, Minimart, Club house, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Washing Machine","Jalan Bersatu, Damai, Kota Kinabalu, Sabah",Sabah,Kota Kinabalu,2025-02-10 23:42,2025-02-11,106945808,5.968081462806813,116.09342973642804
"RM 3,000 per month","Apartment / Condominium, For rent",Condominium,2,2,790 sq.ft.,Fully Furnished,"Multipurpose hall, Minimart, Swimming Pool, Gymnasium, Barbeque area, Sauna, Security, Parking, Playground","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet","Jalan Storey, Bukit Senyum, Johor Bahru, Johor",Johor,Johor Bahru,2025-02-10 23:42,2025-02-11,109935530,,
"RM 1,200 per month","House, For rent",2-storey Terraced House,4,3,1300 sq.ft.,Not Furnished,,"Air-Cond, Cooking Allowed",,Perak,Ipoh,2025-02-10 23:35,2025-02-11,110082178,,
"RM 1,800 per month","House, For rent",2-storey Terraced House,4,3,1400 sq.ft.,Partially Furnished,,,,Johor,Setia Indah,2025-02-10 23:30,2025-02-11,110082165,,
RM 950 per month,"Apartment / Condominium, For rent",Condominium,1,1,680 sq.ft.,Fully Furnished,"Security, Minimart, Parking, Lift, Swimming Pool","Air-Cond, Cooking Allowed, Washing Machine, Near KTM/LRT","Jalan Teknokrat 1/1, Cyberjaya, Selangor",Selangor,Cyberjaya,2025-02-10 23:30,2025-02-11,110082176,2.9388564,101.6620925
RM 900 per month,"Apartment / Condominium, For rent",Others,3,2,731 sq.ft.,Not Furnished,,,,Selangor,Bandar Bukit Tinggi,2025-02-10 23:30,2025-02-11,110082161,,
"RM 2,200 per month","Apartment / Condominium, For rent",Service Residence,2,2,868 sq.ft.,Fully Furnished,"Barbeque area, Multipurpose hall, Security, Lift, Club house, Parking, Gymnasium, Swimming Pool","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine","Jalan Cheras, Taman Midah, Cheras, Kuala Lumpur",Kuala Lumpur,Cheras,2025-02-10 23:29,2025-02-11,109788075,3.1034087382865345,101.73312421317434
"RM 2,600 per month","House, For rent",2-storey Terraced House,4,3,1600 sq.ft.,Partially Furnished,"Parking, Security",,,Johor,Tebrau,2025-02-10 23:29,2025-02-11,110082210,,
"RM 2,100 per month","Apartment / Condominium, For rent",Service Residence,2,2,1090 sq.ft.,Fully Furnished,"Parking, Multipurpose hall, Club house, Lift, Security, Barbeque area, Swimming Pool, Minimart","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine","Jalan Cheras, Taman Midah, Cheras, Kuala Lumpur",Kuala Lumpur,Cheras,2025-02-10 23:29,2025-02-11,109823621,3.1034087382865345,101.73312421317434
RM 900 per month,"House, For rent",Townhouse,1,2,900 sq.ft.,Not Furnished,"Parking, Security, Minimart, Jogging Track",Cooking Allowed,,Negeri Sembilan,Nilai,2025-02-10 23:29,2025-02-11,110082208,,
"RM 1,700 per month","Apartment / Condominium, For rent",Condominium,3,2,926 sq.ft.,Fully Furnished,"Minimart, Swimming Pool, Security, Parking, Lift, Playground, Sauna, Barbeque area, Multipurpose hall, Gymnasium, Jogging Track, Club house, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Washing Machine, Near KTM/LRT, Internet","Persiaran Cassia Barat 3, Bandar Cassia, Batu Kawan, Penang",Penang,Batu Kawan,2025-02-10 23:28,2025-02-11,110082205,5.239692676650539,100.43292654955665
"RM 1,250 per month","Apartment / Condominium, For rent",Apartment,2,2,860 sq.ft.,Fully Furnished,"Parking, Security","Air-Cond, Cooking Allowed","Jalan Country Heights, Off Jalan Bantayan Minintod, Kota Kinabalu, Sabah",Sabah,Kota Kinabalu,2025-02-10 23:28,2025-02-11,110082202,,
"RM 1,650 per month","Apartment / Condominium, For rent",Service Residence,2,2,715 sq.ft.,Partially Furnished,"Parking, Playground, Gymnasium, Lift, Sauna, Security, Swimming Pool, Multipurpose hall, Barbeque area, Minimart","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine","Jalan Desa Bakti, Off Taman Desa, Taman Desa, Kuala Lumpur",Kuala Lumpur,Taman Desa,2025-02-10 23:28,2025-02-11,109979185,,
"RM 2,050 per month","Apartment / Condominium, For rent",Apartment,3,2,1200 sq.ft.,Fully Furnished,"Parking, Security, Playground, Swimming Pool, Gymnasium, Lift","Air-Cond, Cooking Allowed, Washing Machine","Jalan Rimbun, Bandar Baru Seri Alam, Masai, Johor",Johor,Masai,2025-02-10 23:27,2025-02-11,110082199,,
RM 850 per month,"Apartment / Condominium, For rent",Apartment,3,2,700 sq.ft.,Partially Furnished,"Security, Parking, Minimart","Air-Cond, Cooking Allowed","Lorong Semarak Api Dua, Bandar Baru Farlim, Ayer Itam, Penang",Penang,Ayer Itam,2025-02-10 23:26,2025-02-11,109806371,,
"RM 1,500 per month","Apartment / Condominium, For rent",Condominium,2,1,527 sq.ft.,Fully Furnished,"Gymnasium, Security, Minimart, Lift, Parking, Playground, Jogging Track, Swimming Pool, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet","Jalan Akuatik, Seksyen 13, Shah Alam, Selangor",Selangor,Shah Alam,2025-02-10 23:26,2025-02-11,109258736,3.0773698,101.5463464
"RM 1,300 per month","Apartment / Condominium, For rent",Condominium,3,2,1000 sq.ft.,Partially Furnished,,,"Hilir Sungai Pinang, Jelutong, Penang",Penang,Jelutong,2025-02-10 23:25,2025-02-11,109822354,5.402647419258346,100.32727417654569
"RM 2,100 per month","Apartment / Condominium, For rent",Service Residence,3,2,876 sq.ft.,Fully Furnished,,,"Jalan Puchong Utama 2, Puchong, Selangor",Selangor,Puchong,2025-02-10 23:25,2025-02-11,110082143,2.986546,101.6217722
"RM 2,600 per month","Apartment / Condominium, For rent",Condominium,3,2,1090 sq.ft.,Fully Furnished,"Security, Playground, Lift, Multipurpose hall, Parking, Swimming Pool, Jogging Track, Gymnasium, Sauna","Air-Cond, Cooking Allowed, Washing Machine","Jalan Indrahana 3, Taman Indrahana, Kuchai Lama, Kuala Lumpur",Kuala Lumpur,Kuchai Lama,2025-02-10 23:25,2025-02-11,110082138,,
RM 700 per month,"Apartment / Condominium, For rent",Apartment,3,1,660 sq.ft.,Not Furnished,"Lift, Security, Playground, Minimart","Cooking Allowed, Near KTM/LRT","Jalan SS 9A/14, Petaling Jaya, Selangor",Selangor,Petaling Jaya,2025-02-10 23:25,2025-02-11,109245877,3.086928675262303,101.62282695843773
"RM 1,100 per month","House, For rent",2-storey Terraced House,3,2,1400 sq.ft.,Partially Furnished,,Cooking Allowed,,Penang,Simpang Ampat,2025-02-10 23:25,2025-02-11,110082154,,
"RM 1,400 per month","Apartment / Condominium, For rent",Condominium,3,2,860 sq.ft.,Fully Furnished,"Playground, Jogging Track, Gymnasium, Tennis Court, Security, Swimming Pool, Parking, Barbeque area",,"Solok Tembaga, Island Park, Greenlane, Penang",Penang,Greenlane,2025-02-10 23:24,2025-02-11,110082194,,
"RM 1,100 per month","Apartment / Condominium, For rent",Condominium,3,2,800 sq.ft.,Not Furnished,"Lift, Security, Playground, Parking",Cooking Allowed,"Jalan Cassia Barat 1/1, Bandar Cassia, Batu Kawan, Penang",Penang,Batu Kawan,2025-02-10 23:24,2025-02-11,109730504,5.249864763148016,100.43232550372424
RM 450 per month,"Apartment / Condominium, For rent",Apartment,3,2,700 sq.ft.,Partially Furnished,"Parking, Playground, Minimart",Cooking Allowed,,Selangor,Semenyih,2025-02-10 23:23,2025-02-11,109747498,,
"RM 1,800 per month","Apartment / Condominium, For rent",Condominium,3,2,955 sq.ft.,Partially Furnished,"Parking, Security, Swimming Pool, Playground, Lift, Gymnasium",,"Jalan Suak Batu, Off Jalan Lintas, Penampang, Sabah",Sabah,Penampang,2025-02-10 23:22,2025-02-11,110082186,,
"RM 1,300 per month","House, For rent",2-storey Terraced House,4,3,1400 sq.ft.,Not Furnished,"Parking, Playground","Cooking Allowed, Near KTM/LRT",,Penang,Simpang Ampat,2025-02-10 23:22,2025-02-11,109535402,,
"RM 2,800 per month","House, For rent",2-storey Terraced House,5,5,2585 sq.ft.,Partially Furnished,"Parking, Security, Playground","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",,Johor,Skudai,2025-02-10 23:21,2025-02-11,110082182,,
"RM 3,000 per month","House, For rent",Semi-Detached House,5,5,2400 sq.ft.,Partially Furnished,,,,Selangor,Sungai Buloh,2025-02-10 23:19,2025-02-11,108774568,,
"RM 1,300 per month","Apartment / Condominium, For rent",Apartment,3,2,750 sq.ft.,Partially Furnished,,,"Lengkok Nipah 2, Taman Lip Sin, Gelugor, Penang",Penang,Gelugor,2025-02-10 23:17,2025-02-11,109129776,,
"RM 1,000 per month","Apartment / Condominium, For rent",Flat,3,2,700 sq.ft.,Fully Furnished,,,"Off Tingkat Paya Terubong 2, Ayer Itam, Penang",Penang,Ayer Itam,2025-02-10 23:17,2025-02-11,108589593,,
"RM 1,000 per month","House, For rent",1-storey Terraced House,3,2,1400 sq.ft.,Not Furnished,"Playground, Minimart, Tennis Court",,,Johor,Kulai,2025-02-10 23:16,2025-02-11,110034497,,
"RM 1,200 per month","Apartment / Condominium, For rent",Apartment,3,2,800 sq.ft.,Fully Furnished,,,"Changkat Bukit Gambier, Gelugor, Penang",Penang,Gelugor,2025-02-10 23:16,2025-02-11,109407112,,
"RM 3,500 per month","Apartment / Condominium, For rent",Service Residence,2,2,680 sq.ft.,Fully Furnished,"Lift, Parking, Security, Gymnasium, Swimming Pool, Multipurpose hall, Playground",,"Jalan 1/13a, Old Klang Road, Kuala Lumpur",Kuala Lumpur,Old Klang Road,2025-02-10 23:15,2025-02-11,110082081,,
"RM 2,700 per month","Apartment / Condominium, For rent",Service Residence,3,2,1097 sq.ft.,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet","Persiaran Danga Perdana, Danga Bay, Johor Bahru, Johor",Johor,Johor Bahru,2025-02-10 23:13,2025-02-11,109993732,1.4623036,103.7303918
"RM 1,600 per month","Apartment / Condominium, For rent",Service Residence,3,2,914 sq.ft.,Partially Furnished,"Lift, Parking, Barbeque area, Playground, Swimming Pool, Gymnasium, Security, Jogging Track, Multipurpose hall, Minimart","Air-Cond, Cooking Allowed","Jalan BBLS 1, Southville City, Bangi, Selangor",Selangor,Bangi,2025-02-10 23:13,2025-02-11,109907644,,
"RM 1,900 per month","Apartment / Condominium, For rent",Condominium,4,2,1025 sq.ft.,Fully Furnished,"Playground, Swimming Pool, Parking, Gymnasium, Security, Lift, Jogging Track, Multipurpose hall",,"Jalan Tasik Permaisuri 3, Bandar Sri Permaisuri, Cheras, Cheras, Kuala Lumpur",Kuala Lumpur,Cheras,2025-02-10 23:13,2025-02-11,110009647,3.0986044534155077,101.71434410230317
"RM 1,400 per month","Apartment / Condominium, For rent",Service Residence,2,1,600 sq.ft.,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Minimart, Multipurpose hall, Gymnasium, Club house, Jogging Track","Air-Cond, Cooking Allowed","Jalan Setia Murni U13/51, Setia Alam, Selangor",Selangor,Setia Alam,2025-02-10 23:12,2025-02-11,109903649,3.1136535,101.4530499
"RM 2,200 per month","Apartment / Condominium, For rent",Service Residence,1,1,800 sq.ft.,Partially Furnished,"Gymnasium, Barbeque area, Parking, Multipurpose hall, Security, Swimming Pool",Air-Cond,"Jalan Ampang, Kampung Berembang, Ampang Hilir, Kuala Lumpur",Kuala Lumpur,Ampang Hilir,2025-02-10 23:10,2025-02-11,110082131,,
"RM 1,600 per month","Apartment / Condominium, For rent",Condominium,3,2,1314 sq.ft.,Partially Furnished,"Security, Playground, Barbeque area, Gymnasium, Multipurpose hall, Swimming Pool, Jogging Track, Parking, Lift, Sauna","Air-Cond, Cooking Allowed","Changkat Sungai Ara 6, Setia Greens, Sungai Ara, Penang",Penang,Sungai Ara,2025-02-10 23:10,2025-02-11,110082129,,
"RM 1,450 per month","Apartment / Condominium, For rent",Apartment,3,2,915 sq.ft.,Partially Furnished,"Parking, Minimart, Security","Air-Cond, Cooking Allowed, Washing Machine","No.5 & 7, Taman Bukit Dumbar, Jelutong, Penang",Penang,Jelutong,2025-02-10 23:10,2025-02-11,110049568,,
"RM 5,600 per month","Apartment / Condominium, For rent",Condominium,4,5,3254 sq.ft.,Partially Furnished,"Playground, Lift, Gymnasium, Security, Swimming Pool, Parking",,"Off Jalan Pintas Penampang, Kota Kinabalu, Sabah",Sabah,Kota Kinabalu,2025-02-10 23:10,2025-02-11,109102455,,
RM 700 per month,"Apartment / Condominium, For rent",Flat,3,1,750 sq.ft.,Partially Furnished,"Parking, Security","Air-Cond, Cooking Allowed, Washing Machine","Jalan TK5/26, Taman Mawar, Puchong, Selangor",Selangor,Puchong,2025-02-10 23:10,2025-02-11,109983941,,
"RM 2,500 per month","House, For rent",Townhouse,3,3,1892 sq.ft.,Partially Furnished,,,,Negeri Sembilan,Nilai,2025-02-10 23:10,2025-02-11,110082076,,
"RM 1,300 per month","House, For rent",1-storey Terraced House,4,2,1540 sq.ft.,Partially Furnished,"Parking, Playground, Minimart, Jogging Track",Cooking Allowed,,Johor,Kulai,2025-02-10 23:10,2025-02-11,110082075,,
"RM 2,000 per month","House, For rent",2-storey Terraced House,4,2,1400 sq.ft.,Partially Furnished,Parking,,,Johor,Iskandar Puteri,2025-02-10 23:10,2025-02-11,110082068,,
"RM 2,300 per month","Apartment / Condominium, For rent",Condominium,3,2,1450 sq.ft.,Fully Furnished,"Gymnasium, Sauna, Security, Barbeque area, Multipurpose hall, Swimming Pool, Parking, Playground","Air-Cond, Cooking Allowed, Washing Machine","No.6, Jalan Ahmad Nor, Jelutong, Penang",Penang,Jelutong,2025-02-10 23:10,2025-02-11,110082073,5.389066999875764,100.31767736106517
"RM 1,300 per month","Apartment / Condominium, For rent",Apartment,3,2,1000 sq.ft.,Fully Furnished,"Swimming Pool, Parking, Security, Playground, Jogging Track, Club house, Gymnasium",,"Persiaran Meru Raya, 2, Lebuh Meru Raya, Ipoh, Perak",Perak,Ipoh,2025-02-10 23:10,2025-02-11,110082057,,
"RM 2,200 per month","Apartment / Condominium, For rent",Condominium,2,2,850 sq.ft.,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet","Persiaran Danga Perdana, Danga Bay, Johor Bahru, Johor",Johor,Johor Bahru,2025-02-10 23:09,2025-02-11,109993577,1.4623036,103.7303918
RM 700 per month,"Apartment / Condominium, For rent",Flat,2,1,500 sq.ft.,Partially Furnished,"Lift, Minimart",Air-Cond,"No.33, Lorong Semarak Api 3, Ayer Itam, Penang",Penang,Ayer Itam,2025-02-10 23:06,2025-02-11,109335057,,
"RM 1,800 per month","Apartment / Condominium, For rent",Service Residence,3,2,1000 sq.ft.,Fully Furnished,"Security, Playground, Lift, Club house, Jogging Track, Barbeque area, Multipurpose hall, Swimming Pool, Sauna, Parking, Gymnasium","Cooking Allowed, Washing Machine, Air-Cond","Jalan Kempas Utama 2/6, Taman Kempas Utama, Johor Bahru, Johor",Johor,Johor Bahru,2025-02-10 23:06,2025-02-11,110082110,1.54860425,103.7060616
"RM 1,300 per month","House, For rent",2-storey Terraced House,4,3,1650 sq.ft.,Partially Furnished,,"Air-Cond, Cooking Allowed",,Perak,Ipoh,2025-02-10 23:05,2025-02-11,110082051,,
"RM 3,000 per month","Apartment / Condominium, For rent",Condominium,2,1,600 sq.ft.,Fully Furnished,"Parking, Playground, Swimming Pool, Gymnasium, Jogging Track, Lift, Multipurpose hall, Barbeque area, Security","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine","Jalan Peel, Sunway Velocity, Cheras, Kuala Lumpur",Kuala Lumpur,Cheras,2025-02-10 23:05,2025-02-11,110082047,,
"RM 1,300 per month","Apartment / Condominium, For rent",Service Residence,4,2,1099 sq.ft.,Partially Furnished,"Swimming Pool, Parking, Multipurpose hall, Tennis Court, Security, Playground, Barbeque area, Jogging Track, Lift","Near KTM/LRT, Washing Machine","Persiaran Serdang Perdana, Taman Serdang Perdana, Seksyen 1, Seri Kembangan, Selangor",Selangor,Seri Kembangan,2025-02-10 23:05,2025-02-11,110082056,,
RM 800 per month,"House, For rent",Semi-Detached House,3,2,2800 sq.ft.,Not Furnished,"Playground, Parking",,,Pahang,Kuantan,2025-02-10 23:04,2025-02-11,110082103,,
"RM 2,300 per month","House, For rent",2-storey Terraced House,4,3,1300 sq.ft.,Partially Furnished,"Parking, Security, Playground","Air-Cond, Cooking Allowed, Near KTM/LRT, Internet, Washing Machine",,Johor,Gelang Patah,2025-02-10 23:04,2025-02-11,110082100,,
"RM 1,800 per month","Apartment / Condominium, For rent",Condominium,3,2,1200 sq.ft.,Partially Furnished,"Swimming Pool, Lift, Playground, Parking, Security, Multipurpose hall",,"Jalan Bukit Jalil Indah 1, Taman Ltat, Bukit Jalil, Kuala Lumpur",Kuala Lumpur,Bukit Jalil,2025-02-10 23:03,2025-02-11,110082093,,
"RM 1,500 per month","Apartment / Condominium, For rent",Apartment,3,2,1000 sq.ft.,Not Furnished,"Swimming Pool, Barbeque area, Security, Playground, Parking, Lift, Jogging Track, Gymnasium",Cooking Allowed,"No.6, Jalan S.P. Chelliah, Taman Harapan, Georgetown, Penang",Penang,Georgetown,2025-02-10 23:02,2025-02-11,110082091,,
RM 750 per month,"Apartment / Condominium, For rent",Apartment,3,2,650 sq.ft.,Not Furnished,"Playground, Parking",,"Jalan PJU 10/1, Petaling Jaya, Selangor",Selangor,Petaling Jaya,2025-02-10 23:02,2025-02-11,110082088,3.191245096361359,101.59116961829653
"RM 2,300 per month","House, For rent",2-storey Terraced House,4,3,1755 sq.ft.,Partially Furnished,,,,Selangor,Subang Jaya,2025-02-10 23:01,2025-02-11,110082085,,
"RM 2,100 per month","Apartment / Condominium, For rent",Service Residence,3,2,842 sq.ft.,Partially Furnished,"Multipurpose hall, Security, Barbeque area, Playground, Swimming Pool, Jogging Track, Parking, Gymnasium, Lift, Club house","Air-Cond, Cooking Allowed, Washing Machine","Jalan Gombak, Batu 4, Kampung Kuantan, Setapak, Kuala Lumpur",Kuala Lumpur,Setapak,2025-02-10 23:01,2025-02-11,109674015,,
"RM 1,600 per month","Apartment / Condominium, For rent",Service Residence,2,2,983 sq.ft.,Partially Furnished,"Barbeque area, Parking, Swimming Pool, Lift, Security, Playground, Gymnasium, Minimart, Multipurpose hall, Jogging Track","Air-Cond, Cooking Allowed","Off Jalan Kuching, Taman Prima Selayang, Selayang, Selangor",Selangor,Selayang,2025-02-10 23:00,2025-02-11,109673981,,
"RM 2,000 per month","Apartment / Condominium, For rent",Service Residence,3,2,1548 sq.ft.,Partially Furnished,"Playground, Swimming Pool, Squash Court, Multipurpose hall, Lift, Parking, Security, Gymnasium","Air-Cond, Cooking Allowed","Jalan 1/2B, Off, Jalan Ipoh, Selayang, Selayang, Selangor",Selangor,Selayang,2025-02-10 23:00,2025-02-11,109898209,,
"RM 1,900 per month","Apartment / Condominium, For rent",Condominium,3,2,1000 sq.ft.,Fully Furnished,,,"Tingkat Kelicap, Off Persiaran Kelicap, Bayan Lepas, Penang",Penang,Bayan Lepas,2025-02-10 22:56,2025-02-11,108890549,,
"RM 1,300 per month","Apartment / Condominium, For rent",Condominium,3,2,700 sq.ft.,Partially Furnished,,,"No. 35, Persiaran Batu Uban, Gelugor, Penang",Penang,Gelugor,2025-02-10 22:56,2025-02-11,109405880,,
"RM 1,650 per month","Apartment / Condominium, For rent",Condominium,3,2,850 sq.ft.,Partially Furnished,,,"Persiaran Bayan Mutiara 3, Gelugor, Penang",Penang,Gelugor,2025-02-10 22:56,2025-02-11,108591096,,
"RM 1,500 per month","Apartment / Condominium, For rent",Condominium,3,2,1200 sq.ft.,Fully Furnished,,,"Tingkat Bukit Jambul 1, Bukit Jambul Indah, Bayan Lepas, Penang",Penang,Bayan Lepas,2025-02-10 22:56,2025-02-11,108890393,,
"RM 1,800 per month","Apartment / Condominium, For rent",Service Residence,3,2,880 sq.ft.,Fully Furnished,"Jogging Track, Club house, Playground, Minimart, Barbeque area, Multipurpose hall, Parking, Gymnasium, Swimming Pool, Sauna, Security","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet","Off Jalan Klang Banting, Bandar Bestari, Klang, Selangor",Selangor,Klang,2025-02-10 22:55,2025-02-11,93178382,,
