monthly_rent,category_id,property_type,rooms,bathroom,size,furnished,facilities,additional_facilities,address,state,region,publishedDatetime,ads_id,latitude,longitude
"RM 2,500 per month","Apartment / Condominium, For rent",Condominium,3,2,1050 sq.ft.,Fully Furnished,"Barbeque area, Swimming Pool, Parking, Tennis Court, Sauna, Minimart, Playground, Lift, Club house, Security, Gymnasium","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine","No.1, Jalan Putramas 1, Off Jalan Kuching, Jalan Kuching, Kuala Lumpur",Kuala Lumpur,Jalan Kuching,2025-01-02 09:11,109624049,,
"RM 1,200 per month","Apartment / Condominium, For rent",Apartment,3,2,800 sq.ft.,Not Furnished,"Lift, Minimart, Swimming Pool, Playground","Cooking Allowed, Near KTM/LRT","Jalan PJS8/9, Petaling Jaya, Selangor",Selangor,Petaling Jaya,2025-01-02 09:11,109624048,,
"RM 1,500 per month","Apartment / Condominium, For rent",Apartment,3,2,842 sq.ft.,Fully Furnished,"Swimming Pool, Parking, Minimart, Playground, Multipurpose hall, Security, Lift","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine","Jalan PPAJ 5, Pusat Perdagangan Alam Jaya, Puncak Alam, Selangor",Selangor,Puncak Alam,2025-01-02 09:11,109624046,3.238953188028939,101.44780297706075
RM 280 per month,"Apartment / Condominium, For rent",Flat,3,2,700 sq.ft.,Fully Furnished,"Minimart, Playground, Lift, Parking","Washing Machine, Cooking Allowed","Jalan P11G, Presint 11, Putrajaya, Putrajaya",Putrajaya,Putrajaya,2025-01-02 09:11,109624044,,
RM 800 per month,"Apartment / Condominium, For rent",Flat,3,2,650 sq.ft.,Partially Furnished,"Lift, Playground, Minimart",Air-Cond,"Jalan 6/108, Taman Salak Jaya, Salak Selatan, Kuala Lumpur",Kuala Lumpur,Salak Selatan,2025-01-02 09:11,109624042,3.0956034031478428,101.70404750441763
"RM 1,600 per month","House, For rent",2-storey Terraced House,4,3,1600 sq.ft.,Not Furnished,,,,Selangor,Bukit Subang,2025-01-02 09:10,109624039,,
RM 500 per month,"House, For rent",1-storey Terraced House,3,2,600 sq.ft.,Not Furnished,"Parking, Playground",Cooking Allowed,,Kedah,Jitra,2025-01-02 09:10,109624037,,
RM 900 per month,"House, For rent",Bungalow House,3,2,1000 sq.ft.,Partially Furnished,Parking,"Air-Cond, Cooking Allowed",,Selangor,Sungai Buloh,2025-01-02 09:10,109624035,,
"RM 1,250 per month","Apartment / Condominium, For rent",Service Residence,2,2,970 sq.ft.,Not Furnished,"Lift, Security, Club house, Swimming Pool, Parking, Gymnasium, Playground, Barbeque area, Minimart, Tennis Court, Squash Court, Multipurpose hall",,"Persiaran Pusat Bandar, Bandar Baru Nilai, Nilai, Negeri Sembilan",Negeri Sembilan,Nilai,2025-01-02 09:10,109624030,2.819538477862071,101.78942660701775
"RM 1,200 per month","House, For rent",Terraced House,2,1,1300 sq.ft.,Not Furnished,"Parking, Playground",,,Selangor,Gombak,2025-01-02 09:10,109624029,,
RM 700 per month,"Apartment / Condominium, For rent",Flat,2,1,550 sq.ft.,Partially Furnished,"Parking, Minimart","Near KTM/LRT, Cooking Allowed","Jalan Pandan 3, Pandan Jaya, Cheras, Selangor",Selangor,Cheras,2025-01-02 09:10,109624028,3.131520592690982,101.73760314738963
"RM 1,250 per month","Apartment / Condominium, For rent",Condominium,3,2,867 sq.ft.,Partially Furnished,,,,Kuala Lumpur,Keramat,2025-01-02 09:10,109623809,,
"RM 1,200 per month","Apartment / Condominium, For rent",Apartment,3,2,895 sq.ft.,Partially Furnished,"Security, Lift, Minimart, Parking, Playground, Multipurpose hall","Cooking Allowed, Near KTM/LRT, Washing Machine","Jalan Bistari, Taman Universiti, Kajang, Selangor",Selangor,Kajang,2025-01-02 09:10,109623880,,
"RM 1,200 per month","Apartment / Condominium, For rent",Apartment,3,2,860 sq.ft.,Not Furnished,"Parking, Security, Swimming Pool, Playground, Multipurpose hall",,"Jalan Apartment Angkasa, Kampung Darau, Kota Kinabalu, Sabah",Sabah,Kota Kinabalu,2025-01-02 09:10,109623844,,
RM 800 per month,"Apartment / Condominium, For rent",Apartment,3,2,883 sq.ft.,Not Furnished,"Security, Parking, Lift",Cooking Allowed,"Lorong Widuri 1, Off Lorong Chempa, Butterworth, Penang",Penang,Butterworth,2025-01-02 09:10,108716708,,
"RM 1,900 per month","Apartment / Condominium, For rent",Condominium,3,2,977 sq.ft.,Partially Furnished,"Club house, Barbeque area, Gymnasium, Jogging Track, Multipurpose hall, Playground, Swimming Pool, Security","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine","Off Jalan Ipoh, Taman Wahyu, Jalan Ipoh, Kuala Lumpur",Kuala Lumpur,Jalan Ipoh,2025-01-02 09:10,107634493,,
RM 850 per month,"Apartment / Condominium, For rent",Apartment,3,2,800 sq.ft.,Partially Furnished,"Parking, Multipurpose hall, Security, Playground, Lift",Cooking Allowed,"Jalan Delima 1, Taman Sri Delima, Juru, Penang",Penang,Juru,2025-01-02 09:10,109060877,,
RM 600 per month,"Apartment / Condominium, For rent",Apartment,3,2,700 sq.ft.,Not Furnished,"Parking, Playground",,"Jalan BRP 10/2, Taman Bukit Indah, Bukit Rahman Putra, Selangor",Selangor,Bukit Rahman Putra,2025-01-02 09:09,109624025,,
"RM 1,500 per month","Apartment / Condominium, For rent",Apartment,3,2,901 sq.ft.,Partially Furnished,"Swimming Pool, Gymnasium, Multipurpose hall, Parking, Security, Playground, Lift, Tennis Court, Barbeque area, Jogging Track","Washing Machine, Cooking Allowed","Persiaran Cybersouth Perdana, Cybersouth, Dengkil, Selangor",Selangor,Dengkil,2025-01-02 09:09,109624019,,
"RM 1,250 per month","Apartment / Condominium, For rent",Apartment,3,2,890 sq.ft.,Partially Furnished,"Security, Parking, Minimart, Jogging Track, Playground, Swimming Pool, Lift, Multipurpose hall",,"Jalan Yoga 13/42, Seksyen 13, Shah Alam, Selangor",Selangor,Shah Alam,2025-01-02 09:09,108353170,,
"RM 1,100 per month","House, For rent",2-storey Terraced House,3,2,1000 sq.ft.,Partially Furnished,Parking,Cooking Allowed,,Johor,Pasir Gudang,2025-01-02 09:09,109624016,,
"RM 2,500 per month","House, For rent",Terraced House,4,4,2132 sq.ft.,Fully Furnished,"Parking, Playground, Barbeque area, Minimart, Jogging Track","Air-Cond, Cooking Allowed, Washing Machine",,Penang,Bukit Mertajam,2025-01-02 09:09,109624015,,
"RM 1,600 per month","Apartment / Condominium, For rent",Apartment,1,1,680 sq.ft.,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Gymnasium, Sauna, Minimart, Multipurpose hall","Air-Cond, Cooking Allowed","Jalan Larkin, Taman Dato Onn, Johor Bahru, Johor",Johor,Johor Bahru,2025-01-02 09:09,109624014,1.4870777687534318,103.75048098486081
"RM 1,200 per month","House, For rent",2-storey Terraced House,4,3,1050 sq.ft.,Partially Furnished,"Parking, Jogging Track, Playground, Multipurpose hall",Cooking Allowed,,Selangor,Puncak Alam,2025-01-02 09:08,109624012,,
"RM 1,350 per month","Apartment / Condominium, For rent",Condominium,2,2,965 sq.ft.,Fully Furnished,"Barbeque area, Playground, Security, Gymnasium, Club house, Parking, Swimming Pool, Tennis Court, Lift, Multipurpose hall, Jogging Track","Air-Cond, Cooking Allowed, Washing Machine, Internet","Tingkat Meru Valley 2, Off Lingkaran Meru Valley, Ipoh, Perak",Perak,Ipoh,2025-01-02 09:08,109624010,,
"RM 1,200 per month","Apartment / Condominium, For rent",Flat,3,2,950 sq.ft.,Partially Furnished,"Parking, Lift, Playground, Minimart",Cooking Allowed,"Jalan SS 2/72, SS 2, Petaling Jaya, Selangor",Selangor,Petaling Jaya,2025-01-02 09:08,109624009,3.126547752853824,101.62719032385934
RM 400 per month,"House, For rent",Terraced House,3,2,1400 sq.ft.,Not Furnished,"Parking, Playground, Barbeque area",,,Perak,Sitiawan,2025-01-02 09:07,109624002,,
RM 950 per month,"Apartment / Condominium, For rent",Apartment,3,2,720 sq.ft.,Partially Furnished,"Parking, Security","Air-Cond, Cooking Allowed","Jalan Sejati Ujana 3, Taman Sejati Ujana, Sandakan, Sabah",Sabah,Sandakan,2025-01-02 09:07,109624000,,
RM 850 per month,"House, For rent",1-storey Terraced House,4,2,1200 sq.ft.,Not Furnished,,,,Pahang,Kuantan,2025-01-02 09:07,109623998,,
"RM 1,900 per month","Apartment / Condominium, For rent",Service Residence,2,1,690 sq.ft.,Fully Furnished,"Parking, Minimart, Security, Lift","Air-Cond, Washing Machine, Cooking Allowed","Off Jalan Tabuan Tranquility, Kuching, Sarawak",Sarawak,Kuching,2025-01-02 09:07,109623997,,
"RM 2,000 per month","House, For rent",2-storey Terraced House,4,3,2090 sq.ft.,Not Furnished,,,,Sabah,Likas,2025-01-02 09:07,109444261,,
RM 750 per month,"Apartment / Condominium, For rent",Flat,2,1,650 sq.ft.,Not Furnished,"Parking, Security, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court","Cooking Allowed, Near KTM/LRT","Persiaran Lemak, Taman Segar, Cheras, Kuala Lumpur",Kuala Lumpur,Cheras,2025-01-02 09:07,109623989,3.0877381153758074,101.74597158546361
RM 700 per month,"Apartment / Condominium, For rent",Flat,3,2,650 sq.ft.,Partially Furnished,"Parking, Lift, Playground",,"Off Jalan Manis, Taman Segar, Cheras, Kuala Lumpur",Kuala Lumpur,Cheras,2025-01-02 09:07,109623988,,
"RM 1,700 per month","Apartment / Condominium, For rent",Condominium,3,2,1100 sq.ft.,Fully Furnished,"Playground, Jogging Track, Tennis Court, Security, Gymnasium, Sauna, Multipurpose hall, Parking, Minimart, Swimming Pool, Barbeque area",,"Jalan Mayang Pasir 1, Off Persiaran Mahsuri, Bayan Baru, Penang",Penang,Bayan Baru,2025-01-02 09:06,109623979,,
"RM 1,900 per month","Apartment / Condominium, For rent",Condominium,2,2,800 sq.ft.,Fully Furnished,"Parking, Playground, Swimming Pool, Lift, Security, Gymnasium","Air-Cond, Cooking Allowed, Washing Machine","Lorong Stampin Tengah 7, Kuching, Sarawak",Sarawak,Kuching,2025-01-02 09:06,109623976,1.4985869867901946,110.34355834863682
"RM 4,500 per month","House, For rent",Semi-Detached House,5,5,4300 sq.ft.,Partially Furnished,,Air-Cond,,Penang,Gelugor,2025-01-02 09:05,109623969,,
RM 850 per month,"Apartment / Condominium, For rent",Apartment,2,1,550 sq.ft.,Fully Furnished,Lift,"Cooking Allowed, Washing Machine","Lintang Kampung Melayu 2, Kampung Melayu, Ayer Itam, Penang",Penang,Ayer Itam,2025-01-02 09:05,109623965,,
"RM 1,500 per month","Apartment / Condominium, For rent",Apartment,3,2,800 sq.ft.,Not Furnished,"Multipurpose hall, Security, Playground, Lift, Parking, Minimart","Cooking Allowed, Near KTM/LRT","Jalan Bukit Keramat, Kampung Datuk Keramat, Keramat, Kuala Lumpur",Kuala Lumpur,Keramat,2025-01-02 09:05,109488608,3.1699942956482587,101.72889628352921
"RM 1,800 per month","House, For rent",2-storey Terraced House,3,2,1400 sq.ft.,Not Furnished,Parking,,,Kuala Lumpur,Taman Melawati,2025-01-02 09:05,109580149,,
"RM 2,200 per month","Apartment / Condominium, For rent",Condominium,3,2,1450 sq.ft.,Fully Furnished,"Gymnasium, Barbeque area, Parking, Playground, Sauna, Security, Lift, Swimming Pool","Air-Cond, Cooking Allowed, Washing Machine","Tingkat Mahsuri, OFF Jalan Mahsuri, Bayan Lepas, Penang",Penang,Bayan Lepas,2025-01-02 09:05,109623957,,
"RM 2,100 per month","Apartment / Condominium, For rent",Apartment,2,2,950 sq.ft.,Fully Furnished,"Playground, Parking, Gymnasium, Security, Swimming Pool, Lift, Barbeque area","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet","Persiaran Danga Perdana, Danga Bay, Johor Bahru, Johor",Johor,Johor Bahru,2025-01-02 09:05,109623956,1.467763139109315,103.7250491807238
"RM 25,000 per month","House, For rent",Bungalow House,5,6,8375 sq.ft.,Partially Furnished,"Parking, Security, Swimming Pool, Playground, Jogging Track, Barbeque area",,,Kuala Lumpur,Mont Kiara,2025-01-02 09:05,109623778,,
"RM 1,100 per month","Apartment / Condominium, For rent",Apartment,2,1,700 sq.ft.,Fully Furnished,"Parking, Jogging Track, Lift","Air-Cond, Cooking Allowed, Washing Machine","Lengkok Nipah 3, Taman Lip Sin,, Gelugor, Penang",Penang,Gelugor,2025-01-02 09:04,109623955,,
"RM 1,550 per month","Apartment / Condominium, For rent",Condominium,3,2,1 sq.ft.,Fully Furnished,"Security, Lift, Swimming Pool, Jogging Track, Parking, Playground",,"Persiaran Bandar Baru Batu Kawah, Bandar Baru Batu Kawa (MJC), Kuching, Sarawak",Sarawak,Kuching,2025-01-02 09:04,109623954,,
"RM 2,500 per month","Apartment / Condominium, For rent",Condominium,4,2,1300 sq.ft.,Fully Furnished,"Security, Swimming Pool, Minimart, Gymnasium, Parking, Playground, Lift",Cooking Allowed,"No.6, Jalan Langkawi, Danau Kota, Setapak, Kuala Lumpur",Kuala Lumpur,Setapak,2025-01-02 09:04,109579939,3.207408603067701,101.71802242994046
"RM 2,100 per month","Apartment / Condominium, For rent",Condominium,3,2,1005 sq.ft.,Partially Furnished,"Gymnasium, Tennis Court, Parking, Security, Lift, Playground, Swimming Pool","Air-Cond, Cooking Allowed","Jalan Pantai Murni 1, Bukit Kerinchi, Bangsar South, Kuala Lumpur",Kuala Lumpur,Bangsar South,2025-01-02 09:04,109579658,,
"RM 2,500 per month","Apartment / Condominium, For rent",Condominium,2,2,961 sq.ft.,Fully Furnished,"Barbeque area, Parking, Playground, Gymnasium, Multipurpose hall, Security, Swimming Pool, Lift","Air-Cond, Cooking Allowed, Washing Machine","Lorong Bunga Matahari 1, Taman Fantasi, Kota Kinabalu, Sabah",Sabah,Kota Kinabalu,2025-01-02 09:04,109623952,5.976890282030553,116.08401996712102
"RM 1,300 per month","Apartment / Condominium, For rent",Apartment,3,2,660 sq.ft.,Fully Furnished,"Parking, Security","Air-Cond, Washing Machine, Cooking Allowed","Jalan Dimpoukon, Penampang, Sabah",Sabah,Penampang,2025-01-02 09:04,109623951,5.921706620829365,116.10093325938684
"RM 1,900 per month","Apartment / Condominium, For rent",Service Residence,1,1,393 sq.ft.,Partially Furnished,"Sauna, Parking, Gymnasium, Playground, Swimming Pool, Lift, Security",Air-Cond,"Jalan Cyber City, Kota Kinabalu, Sabah",Sabah,Kota Kinabalu,2025-01-02 09:04,109623948,,
"RM 1,600 per month","Apartment / Condominium, For rent",Service Residence,1,1,283 sq.ft.,Partially Furnished,"Sauna, Parking, Gymnasium, Playground, Swimming Pool, Lift, Security",Air-Cond,"Jalan Cyber City, Kota Kinabalu, Sabah",Sabah,Kota Kinabalu,2025-01-02 09:04,109623946,,
"RM 2,800 per month","House, For rent",Townhouse,3,3,1400 sq.ft.,Fully Furnished,"Parking, Security, Playground, Swimming Pool","Air-Cond, Cooking Allowed, Washing Machine",,Sabah,Luyang,2025-01-02 09:04,109623945,,
"RM 2,500 per month","Apartment / Condominium, For rent",Service Residence,2,2,702 sq.ft.,Partially Furnished,"Sauna, Parking, Gymnasium, Playground, Swimming Pool, Lift, Security","Air-Cond, Cooking Allowed","Jalan Cyber City, Kota Kinabalu, Sabah",Sabah,Kota Kinabalu,2025-01-02 09:04,109623939,,
"RM 1,800 per month","Apartment / Condominium, For rent",Condominium,2,2,900 sq.ft.,Partially Furnished,"Sauna, Swimming Pool, Security, Playground, Barbeque area, Lift, Parking","Air-Cond, Cooking Allowed, Washing Machine","Jalan Sulaman, Off Jalam UMS, Kota Kinabalu, Sabah",Sabah,Kota Kinabalu,2025-01-02 09:04,109623938,,
"RM 3,200 per month","House, For rent",2-storey Terraced House,4,3,2348 sq.ft.,Fully Furnished,"Parking, Security, Multipurpose hall, Jogging Track","Air-Cond, Cooking Allowed, Washing Machine",,Penang,Batu Kawan,2025-01-02 09:04,109623936,,
RM 950 per month,"Apartment / Condominium, For rent",Apartment,3,2,700 sq.ft.,Partially Furnished,"Parking, Security, Minimart, Lift",Cooking Allowed,"Lengkok Nipah 3, Taman Jubilee, Gelugor, Penang",Penang,Gelugor,2025-01-02 09:03,109623931,,
"RM 2,500 per month","Apartment / Condominium, For rent",Condominium,3,2,1054 sq.ft.,Fully Furnished,"Barbeque area, Sauna, Multipurpose hall, Parking, Tennis Court, Security, Swimming Pool, Gymnasium, Lift, Playground","Air-Cond, Near KTM/LRT, Internet, Washing Machine, Cooking Allowed","Jalan Seladang, Bukit Minyak, Penang",Penang,Bukit Minyak,2025-01-02 09:03,109623930,,
"RM 1,500 per month","Apartment / Condominium, For rent",Condominium,3,2,908 sq.ft.,Not Furnished,"Parking, Barbeque area, Multipurpose hall, Swimming Pool, Security, Gymnasium, Jogging Track","Air-Cond, Cooking Allowed, Internet","Jalan Arena 1, Taman Ayer Panas, Setapak, Kuala Lumpur",Kuala Lumpur,Setapak,2025-01-02 09:03,109623928,,
"RM 1,300 per month","Apartment / Condominium, For rent",Townhouse Condo,3,2,796 sq.ft.,Not Furnished,"Parking, Security",Cooking Allowed,"Jalan Mahkota 1, Cheras, Selangor",Selangor,Cheras,2025-01-02 09:03,109623924,3.042030287024058,101.78424676621786
"RM 1,100 per month","House, For rent",Townhouse,3,2,1191 sq.ft.,Partially Furnished,"Parking, Playground","Cooking Allowed, Air-Cond",,Selangor,Puncak Alam,2025-01-02 09:03,109623922,,
"RM 1,700 per month","Apartment / Condominium, For rent",Condominium,3,2,960 sq.ft.,Fully Furnished,"Playground, Parking, Swimming Pool, Security",,"Jalan 1/152, Off Jalan Puchong, OUG, Kuala Lumpur",Kuala Lumpur,OUG,2025-01-02 09:03,109623916,,
"RM 1,200 per month","House, For rent",2-storey Terraced House,5,3,1400 sq.ft.,Not Furnished,Parking,Cooking Allowed,,Penang,Butterworth,2025-01-02 09:03,109623914,,
"RM 1,800 per month","Apartment / Condominium, For rent",Condominium,3,2,1065 sq.ft.,Partially Furnished,"Swimming Pool, Security, Minimart, Playground, Lift, Parking, Gymnasium, Barbeque area, Multipurpose hall",Cooking Allowed,"Jalan Lestari, Kampung Padang Tembak, Keramat, Kuala Lumpur",Kuala Lumpur,Keramat,2025-01-02 09:03,108216845,,
"RM 1,200 per month","House, For rent",Townhouse,3,2,1100 sq.ft.,Partially Furnished,"Parking, Playground","Air-Cond, Cooking Allowed",,Selangor,Puchong,2025-01-02 09:02,109479397,,
"RM 1,000 per month","Apartment / Condominium, For rent",Apartment,3,2,1200 sq.ft.,Not Furnished,"Security, Barbeque area, Parking, Playground",Cooking Allowed,"Lorong 28b, Kampung Stutong Baru, Kuching, Sarawak",Sarawak,Kuching,2025-01-02 09:02,109623913,,
"RM 1,600 per month","Apartment / Condominium, For rent",Service Residence,1,1,656 sq.ft.,Fully Furnished,"Swimming Pool, Barbeque area, Playground, Sauna, Multipurpose hall, Parking, Security, Gymnasium, Jogging Track, Lift","Air-Cond, Cooking Allowed, Washing Machine, Near KTM/LRT","Lot 82623, Jalan Langat, Bandar Bukit Tinggi 1, Bandar Bukit Tinggi, Selangor",Selangor,Bandar Bukit Tinggi,2025-01-02 09:02,109623912,,
"RM 1,800 per month","Apartment / Condominium, For rent",Service Residence,3,2,915 sq.ft.,Fully Furnished,"Swimming Pool, Barbeque area, Playground, Sauna, Multipurpose hall, Parking, Security, Gymnasium, Jogging Track, Lift","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine","Lot 82623, Jalan Langat, Bandar Bukit Tinggi 1, Bandar Bukit Tinggi, Selangor",Selangor,Bandar Bukit Tinggi,2025-01-02 09:02,109623909,,
"RM 2,500 per month","Apartment / Condominium, For rent",Service Residence,3,2,1108 sq.ft.,Fully Furnished,"Swimming Pool, Barbeque area, Playground, Sauna, Multipurpose hall, Parking, Security, Gymnasium, Jogging Track, Lift","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine","Lot 82623, Jalan Langat, Bandar Bukit Tinggi 1, Bandar Bukit Tinggi, Selangor",Selangor,Bandar Bukit Tinggi,2025-01-02 09:02,109623908,,
"RM 1,500 per month","Apartment / Condominium, For rent",Service Residence,1,1,689 sq.ft.,Fully Furnished,"Parking, Gymnasium, Barbeque area, Sauna, Lift, Security, Playground, Swimming Pool, Multipurpose hall, Minimart, Club house, Jogging Track, Squash Court","Air-Cond, Cooking Allowed, Washing Machine","Jalan KSB 11a, Taman Kota Syahbandar, Melaka Tengah, Melaka",Melaka,Melaka Tengah,2025-01-02 09:01,108865192,,
"RM 1,500 per month","House, For rent",1-storey Terraced House,4,2,1400 sq.ft.,Fully Furnished,Jogging Track,"Cooking Allowed, Washing Machine",,Selangor,Sepang,2025-01-02 09:01,109623899,,
"RM 2,700 per month","Apartment / Condominium, For rent",Service Residence,3,2,1050 sq.ft.,Fully Furnished,"Gymnasium, Parking, Security, Playground, Swimming Pool, Barbeque area, Minimart",,"Persiaran Awana, Cheras, Selangor",Selangor,Cheras,2025-01-02 08:59,109586565,3.081017622636083,101.76111620285363
"RM 2,300 per month","Apartment / Condominium, For rent",Service Residence,3,2,868 sq.ft.,Fully Furnished,"Security, Club house, Parking, Multipurpose hall, Lift, Gymnasium, Barbeque area",,"Jalan Cheras, Taman Midah, Cheras, Kuala Lumpur",Kuala Lumpur,Cheras,2025-01-02 08:59,109586495,3.1008140421567387,101.73575017166056
"RM 1,000 per month","House, For rent",2-storey Terraced House,4,3,1911 sq.ft.,Not Furnished,"Playground, Barbeque area, Gymnasium, Jogging Track, Squash Court, Security, Parking",,,Negeri Sembilan,Seremban,2025-01-02 08:59,102644099,,
"RM 2,500 per month","Apartment / Condominium, For rent",Condominium,2,2,961 sq.ft.,Fully Furnished,"Multipurpose hall, Security, Playground, Swimming Pool, Gymnasium, Parking, Lift, Club house, Jogging Track","Air-Cond, Cooking Allowed","Lorong Bunga Matahari 1, Taman Fantasi, Kota Kinabalu, Sabah",Sabah,Kota Kinabalu,2025-01-02 08:59,109578186,5.976890282030553,116.08401996712102
"RM 7,000 per month","Apartment / Condominium, For rent",Service Residence,3,3,1641 sq.ft.,Fully Furnished,"Playground, Swimming Pool, Sauna, Security, Multipurpose hall, Gymnasium","Air-Cond, Cooking Allowed, Washing Machine","Jalan Bersatu, Damai, Kota Kinabalu, Sabah",Sabah,Kota Kinabalu,2025-01-02 08:59,109068462,5.966792148249591,116.0966616035008
"RM 3,500 per month","Apartment / Condominium, For rent",Service Residence,2,2,832 sq.ft.,Fully Furnished,"Playground, Sauna, Security, Swimming Pool, Gymnasium, Multipurpose hall","Air-Cond, Cooking Allowed, Washing Machine","Jalan Bersatu, Damai, Kota Kinabalu, Sabah",Sabah,Kota Kinabalu,2025-01-02 08:58,109215361,5.966792148249591,116.0966616035008
"RM 1,650 per month","Apartment / Condominium, For rent",Service Residence,3,2,996 sq.ft.,Partially Furnished,"Barbeque area, Multipurpose hall, Playground, Gymnasium, Parking, Security, Swimming Pool, Lift","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine","Jalan Putra Permai, Bandar Putra Permai, Seri Kembangan, Selangor",Selangor,Seri Kembangan,2025-01-02 08:58,109567275,,
"RM 1,150 per month","Apartment / Condominium, For rent",Apartment,3,2,700 sq.ft.,Partially Furnished,"Parking, Security",Cooking Allowed,"No. 16 & 18, Jalan Tun Dr. Awang, Bukit Jambul, Penang",Penang,Bukit Jambul,2025-01-02 08:57,109334964,,
"RM 1,200 per month","Apartment / Condominium, For rent",Apartment,3,2,800 sq.ft.,Not Furnished,"Multipurpose hall, Parking, Playground, Lift, Security, Minimart, Tennis Court, Jogging Track","Air-Cond, Cooking Allowed, Near KTM/LRT","Persiaran Putra Megah, Putra Heights, Selangor",Selangor,Putra Heights,2025-01-02 08:55,109453506,2.9854381,101.5625807
"RM 1,250 per month","Apartment / Condominium, For rent",Apartment,3,2,900 sq.ft.,Partially Furnished,"Gymnasium, Sauna, Swimming Pool, Tennis Court, Barbeque area, Squash Court, Club house, Minimart, Playground, Lift, Parking","Air-Cond, Cooking Allowed, Washing Machine, Near KTM/LRT","Jalan Prima 7/1, Taman Puchong Prima, Puchong, Selangor",Selangor,Puchong,2025-01-02 08:55,109453505,2.9821221,101.598423
"RM 2,800 per month","Apartment / Condominium, For rent",Condominium,3,2,1004 sq.ft.,Fully Furnished,"Swimming Pool, Parking, Security",,"Jalan Wan Alwi, Tabuan Jaya, Kuching, Sarawak",Sarawak,Kuching,2025-01-02 08:55,109623727,,
"RM 1,600 per month","House, For rent",Terraced House,4,4,2400 sq.ft.,Partially Furnished,,"Air-Cond, Cooking Allowed",,Negeri Sembilan,Seremban 2,2025-01-02 08:51,109018845,,
"RM 1,000 per month","Apartment / Condominium, For rent",Apartment,3,2,750 sq.ft.,Partially Furnished,"Parking, Security, Minimart, Lift, Playground",,"Jalan PJU 8/9, Bandar Damansara Perdana, Damansara Perdana, Selangor",Selangor,Damansara Perdana,2025-01-02 08:51,109265973,,
"RM 8,000 per month","Apartment / Condominium, For rent",Condominium,2,2,2600 sq.ft.,Fully Furnished,"Playground, Barbeque area, Multipurpose hall, Swimming Pool, Club house, Gymnasium, Tennis Court, Security, Jogging Track","Air-Cond, Cooking Allowed, Washing Machine","Lorong Seri Tanjung Pinang, Off Jalan Seri Tanjung Pinang, Tanjong Tokong, Penang",Penang,Tanjong Tokong,2025-01-02 08:50,107143974,,
"RM 1,600 per month","House, For rent",Terraced House,4,3,1200 sq.ft.,Not Furnished,Parking,,,Selangor,Rawang,2025-01-02 08:50,107252842,,
"RM 1,000 per month","House, For rent",Terraced House,1,1,700 sq.ft.,Not Furnished,Parking,Near KTM/LRT,,Selangor,Ampang,2025-01-02 08:50,109623773,,
"RM 1,200 per month","House, For rent",1-storey Terraced House,3,2,1200 sq.ft.,Partially Furnished,,Air-Cond,,Negeri Sembilan,Seremban,2025-01-02 08:50,109623720,,
"RM 1,800 per month","Apartment / Condominium, For rent",Condominium,3,3,1010 sq.ft.,Partially Furnished,"Swimming Pool, Security, Playground, Parking, Minimart, Gymnasium, Lift","Cooking Allowed, Near KTM/LRT","Jalan Jelawat 1, Taman Ikan Emas, Cheras, Cheras, Kuala Lumpur",Kuala Lumpur,Cheras,2025-01-02 08:50,109623718,3.1119703853741796,101.71557879808681
"RM 3,000 per month","Apartment / Condominium, For rent",Service Residence,1,1,832 sq.ft.,Fully Furnished,"Security, Swimming Pool, Playground, Gymnasium, Sauna, Multipurpose hall, Minimart, Club house","Air-Cond, Cooking Allowed, Washing Machine","Jalan Bersatu, Damai, Kota Kinabalu, Sabah",Sabah,Kota Kinabalu,2025-01-02 08:50,109623711,5.9681729,116.0933294
"RM 1,100 per month","Apartment / Condominium, For rent",Service Residence,1,1,650 sq.ft.,Partially Furnished,"Parking, Security, Playground, Gymnasium, Lift, Swimming Pool, Multipurpose hall, Jogging Track, Minimart","Cooking Allowed, Near KTM/LRT, Air-Cond","Jalan PBS 14/2, Taman Bukit Serdang, Seri Kembangan, Selangor",Selangor,Seri Kembangan,2025-01-02 08:49,106152420,3.0443151,101.695245
"RM 2,500 per month","Apartment / Condominium, For rent",Condominium,3,2,1012 sq.ft.,Fully Furnished,"Playground, Gymnasium, Security, Multipurpose hall, Parking, Swimming Pool, Jogging Track, Lift, Barbeque area","Cooking Allowed, Air-Cond","Lebuh Sungai Pinang 1, Jelutong, Penang",Penang,Jelutong,2025-01-02 08:47,109623757,5.4015423,100.324504
RM 890 per month,"Apartment / Condominium, For rent",Apartment,3,2,800 sq.ft.,Not Furnished,"Parking, Security, Playground, Multipurpose hall","Air-Cond, Cooking Allowed","Jalan Delima 1, Taman Sri Delima, Juru, Penang",Penang,Juru,2025-01-02 08:46,109350614,,
