monthly_rent,category_id,property_type,rooms,bathroom,size,furnished,facilities,additional_facilities,address,state,region,publishedDatetime,ads_id,latitude,longitude
"RM 2,300 per month","Apartment / Condominium, For rent",Condominium,3,2,1302 sq.ft.,Fully Furnished,"Parking, Gymnasium, Lift, Playground, Swimming Pool, Multipurpose hall, Security, Barbeque area, Jogging Track","Air-Cond, Cooking Allowed, Washing Machine, Near KTM/LRT","Jalan Jelatek, Off Jalan Ampang, Setiawangsa, Kuala Lumpur",Kuala Lumpur,Setiawangsa,2025-01-29 20:09,109772856,,
"RM 1,800 per month","Apartment / Condominium, For rent",Condominium,1,2,894 sq.ft.,Fully Furnished,"Swimming Pool, Gymnasium, Parking, Playground, Sauna, Security, Barbeque area, Lift, Minimart","Cooking Allowed, Air-Cond, Washing Machine","Lingkaran Cyber Point Timur, Cyberjaya, Selangor",Selangor,Cyberjaya,2025-01-29 20:03,109286305,2.9192110500000004,101.6505196
"RM 1,100 per month","Apartment / Condominium, For rent",Service Residence,3,2,1017 sq.ft.,Not Furnished,"Jogging Track, Playground, Parking, Security, Lift, Swimming Pool, Multipurpose hall, Minimart, Gymnasium","Air-Cond, Cooking Allowed","Taman Teknology Mint, Bangi, Selangor",Selangor,Bangi,2025-01-29 20:01,109781916,,
"RM 1,100 per month","Apartment / Condominium, For rent",Apartment,3,2,929 sq.ft.,Not Furnished,"Swimming Pool, Multipurpose hall, Parking, Gymnasium, Security, Playground, Lift",Cooking Allowed,"Jalan Nilam 3, Nilai Impian, Nilai, Negeri Sembilan",Negeri Sembilan,Nilai,2025-01-29 20:01,109957337,2.8432110652579237,101.80586589389202
"RM 2,200 per month","Apartment / Condominium, For rent",Condominium,3,2,1045 sq.ft.,Fully Furnished,"Security, Lift, Parking, Squash Court, Swimming Pool, Club house, Playground, Multipurpose hall, Gymnasium, Tennis Court","Washing Machine, Cooking Allowed, Air-Cond","Off Persiaran Byan Indah, Bayan Lepas, Penang",Penang,Bayan Lepas,2025-01-29 20:00,109892307,,
"RM 2,550 per month","Apartment / Condominium, For rent",Service Residence,3,2,960 sq.ft.,Fully Furnished,"Gymnasium, Multipurpose hall, Security, Playground, Swimming Pool, Parking, Barbeque area, Lift, Minimart","Air-Cond, Cooking Allowed, Washing Machine","4, Jalan Abdul Samad, Kampung Bahru, Johor Bahru, Johor",Johor,Johor Bahru,2025-01-29 20:00,109727582,1.4766332579033388,103.74210662498318
"RM 1,000 per month","Apartment / Condominium, For rent",Condominium,3,2,850 sq.ft.,Not Furnished,"Parking, Security, Barbeque area, Lift, Playground, Gymnasium, Swimming Pool, Multipurpose hall, Jogging Track, Squash Court","Air-Cond, Cooking Allowed, Internet",,Selangor,Puncak Alam,2025-01-29 20:00,109668193,,
"RM 2,400 per month","Apartment / Condominium, For rent",Service Residence,3,2,950 sq.ft.,Fully Furnished,"Multipurpose hall, Swimming Pool, Squash Court, Lift, Barbeque area, Security, Parking, Playground",,"Off Persiaran Multimedia, Cyber 11, Cyberjaya, Selangor",Selangor,Cyberjaya,2025-01-29 20:00,109878323,,
"RM 3,500 per month","Apartment / Condominium, For rent",Condominium,3,2,1196 sq.ft.,Fully Furnished,"Security, Swimming Pool, Jogging Track, Lift, Parking, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall","Air-Cond, Cooking Allowed, Washing Machine, Near KTM/LRT","Jalan 1/56, Taman Setiawangsa, Setiawangsa, Kuala Lumpur",Kuala Lumpur,Setiawangsa,2025-01-29 19:58,109748057,,
"RM 2,400 per month","House, For rent",3-storey Terraced House,4,5,2400 sq.ft.,Partially Furnished,"Parking, Security","Cooking Allowed, Air-Cond",,Selangor,Selayang,2025-01-29 19:55,109782479,,
"RM 3,500 per month","Apartment / Condominium, For rent",Service Residence,4,3,1228 sq.ft.,Fully Furnished,"Security, Jogging Track, Multipurpose hall, Parking, Playground, Swimming Pool, Lift, Barbeque area, Gymnasium","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine","Jalan Seri Wangsa 1, Taman Sri Rampai, Wangsa Maju, Kuala Lumpur",Kuala Lumpur,Wangsa Maju,2025-01-29 19:55,109508838,3.1931270823436493,101.73537431671753
"RM 2,400 per month","Apartment / Condominium, For rent",Condominium,3,2,1300 sq.ft.,Fully Furnished,"Jogging Track, Gymnasium, Swimming Pool, Parking, Playground, Minimart, Security, Lift","Air-Cond, Cooking Allowed, Washing Machine","Jalan Seri Wangsa 1, Taman Sri Rampai, Wangsa Maju, Kuala Lumpur",Kuala Lumpur,Wangsa Maju,2025-01-29 19:54,109750979,3.1931270823436493,101.73537431671753
"RM 1,500 per month","Apartment / Condominium, For rent",Condominium,1,1,300 sq.ft.,Fully Furnished,"Tennis Court, Multipurpose hall, Parking, Security, Gymnasium, Barbeque area, Lift, Playground, Jogging Track, Sauna, Swimming Pool, Minimart, Squash Court","Air-Cond, Near KTM/LRT, Cooking Allowed","Jalan Taman Setiawangsa, AU2, Setiawangsa, Kuala Lumpur",Kuala Lumpur,Setiawangsa,2025-01-29 19:54,109907648,3.1790430543518697,101.75227410886639
"RM 1,850 per month","House, For rent",Link Bungalow,5,4,2900 sq.ft.,Fully Furnished,"Playground, Parking, Security, Barbeque area, Jogging Track","Air-Cond, Cooking Allowed",,Kedah,Sungai Petani,2025-01-29 19:54,109957283,,
"RM 2,100 per month","House, For rent",2-storey Terraced House,4,3,1540 sq.ft.,Partially Furnished,,,,Johor,Masai,2025-01-29 19:50,109957266,,
"RM 1,400 per month","Apartment / Condominium, For rent",Condominium,3,2,1023 sq.ft.,Partially Furnished,"Swimming Pool, Gymnasium, Parking, Lift, Security","Cooking Allowed, Air-Cond, Washing Machine, Near KTM/LRT, Internet","Jalan Zamrud Utama, Kajang 2, Kajang, Selangor",Selangor,Kajang,2025-01-29 19:49,109428854,2.9600519,101.79473955
"RM 2,600 per month","House, For rent",Others,3,3,1600 sq.ft.,Partially Furnished,"Playground, Security, Parking","Air-Cond, Cooking Allowed, Near KTM/LRT",,Selangor,Seri Kembangan,2025-01-29 19:48,109411794,,
"RM 1,300 per month","Apartment / Condominium, For rent",Service Residence,1,1,500 sq.ft.,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine","Off Persiaran Bestari , Cyber 11, Cyberjaya, Selangor",Selangor,Cyberjaya,2025-01-29 19:48,109613784,,
RM 750 per month,"Apartment / Condominium, For rent",Apartment,3,2,750 sq.ft.,Fully Furnished,"Playground, Security, Parking, Jogging Track","Cooking Allowed, Washing Machine","Jalan SP 4/2, Bandar Saujana Putra, Bandar Saujana Putra, Selangor",Selangor,Bandar Saujana Putra,2025-01-29 19:46,109957252,2.954035961995176,101.5834997315083
"RM 1,800 per month","Apartment / Condominium, For rent",Townhouse Condo,3,2,1400 sq.ft.,Fully Furnished,"Parking, Security, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine","Jalan CB 1, Cybersouth, Dengkil, Selangor",Selangor,Dengkil,2025-01-29 19:46,109885189,2.8700545365745223,101.65543912023648
"RM 1,900 per month","Apartment / Condominium, For rent",Condominium,3,2,950 sq.ft.,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine","Off Persiaran Bestari, Cyberjaya, Selangor",Selangor,Cyberjaya,2025-01-29 19:46,109885135,,
RM 680 per month,"House, For rent",1-storey Terraced House,3,2,1200 sq.ft.,Not Furnished,,,,Kedah,Sungai Petani,2025-01-29 19:39,109853820,,
"RM 1,700 per month","Apartment / Condominium, For rent",Condominium,4,2,1268 sq.ft.,Fully Furnished,"Swimming Pool, Sauna, Club house, Security, Gymnasium, Barbeque area, Parking, Playground, Lift, Minimart, Multipurpose hall, Jogging Track","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine","Jalan Bersatu, Taman Bukit Serdang, Seri Kembangan, Selangor",Selangor,Seri Kembangan,2025-01-29 19:37,109757824,3.0225910413679675,101.6925326546273
"RM 2,000 per month","House, For rent",2.5-storey Terraced House,4,4,2639 sq.ft.,Not Furnished,,,,Selangor,Seri Kembangan,2025-01-29 19:37,109478731,,
"RM 1,000 per month","Apartment / Condominium, For rent",Apartment,3,2,820 sq.ft.,Not Furnished,"Playground, Minimart, Security, Swimming Pool, Parking, Lift",Cooking Allowed,"Jalan Temenggung 37, Taman Sejahtera, Klang, Selangor",Selangor,Klang,2025-01-29 19:30,109957169,3.010590767246907,101.48503110542899
RM 700 per month,"House, For rent",2-storey Terraced House,2,2,770 sq.ft.,Not Furnished,,,,Johor,Kulai,2025-01-29 19:30,109957092,,
"RM 1,500 per month","Apartment / Condominium, For rent",Service Residence,3,2,729 sq.ft.,Fully Furnished,"Parking, Gymnasium, Security, Swimming Pool","Air-Cond, Washing Machine, Cooking Allowed","Persiaran Cassia Barat 3, Bandar Cassia, Batu Kawan, Penang",Penang,Batu Kawan,2025-01-29 19:30,109957107,5.239692676650539,100.43292654955665
"RM 1,200 per month","Apartment / Condominium, For rent",Condominium,1,1,700 sq.ft.,Fully Furnished,"Swimming Pool, Parking, Barbeque area, Multipurpose hall, Club house, Playground, Jogging Track, Gymnasium, Sauna, Security, Lift","Air-Cond, Cooking Allowed, Washing Machine","Lorong Lembah Indah 1, Simpang Ampat, Penang",Penang,Simpang Ampat,2025-01-29 19:30,109957100,,
"RM 1,600 per month","Apartment / Condominium, For rent",Service Residence,3,2,728 sq.ft.,Not Furnished,"Minimart, Security, Parking, Multipurpose hall, Gymnasium, Swimming Pool",,"Jalan UP 1/1B, Ukay Perdana, Ampang, Selangor",Selangor,Ampang,2025-01-29 19:30,109957165,3.2110847542506207,101.78043814854979
"RM 2,500 per month","Apartment / Condominium, For rent",Condominium,3,2,1300 sq.ft.,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine","Jalan Fauna 1, Off Persiaran Ceria, Cyberjaya, Selangor",Selangor,Cyberjaya,2025-01-29 19:26,109885146,,
"RM 2,600 per month","House, For rent",1-storey Terraced House,3,3,1600 sq.ft.,Partially Furnished,"Security, Playground, Parking","Air-Cond, Cooking Allowed, Near KTM/LRT",,Selangor,Seri Kembangan,2025-01-29 19:26,109507284,,
"RM 3,000 per month","House, For rent",2-storey Terraced House,4,3,1800 sq.ft.,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",,Selangor,Dengkil,2025-01-29 19:25,109860801,,
"RM 1,400 per month","Apartment / Condominium, For rent",Condominium,3,2,1200 sq.ft.,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court","Air-Cond, Near KTM/LRT, Cooking Allowed, Washing Machine","Jalan Cyberia 1, Off Persiaran Multimedia, Cyberjaya, Selangor",Selangor,Cyberjaya,2025-01-29 19:25,109748449,,
"RM 1,500 per month","Apartment / Condominium, For rent",Apartment,3,2,1000 sq.ft.,Partially Furnished,"Security, Playground, Parking, Minimart, Lift, Multipurpose hall","Cooking Allowed, Washing Machine, Air-Cond","Jalan Astaka 2/KU2, Bandar Bukit Raja, Selangor",Selangor,Bandar Bukit Raja,2025-01-29 19:25,109957138,,
"RM 1,400 per month","Apartment / Condominium, For rent",Condominium,3,2,948 sq.ft.,Fully Furnished,"Swimming Pool, Multipurpose hall, Parking, Security, Playground, Lift",,"Off, Jalan Daya, Kuching, Sarawak",Sarawak,Kuching,2025-01-29 19:25,109957056,,
"RM 1,100 per month","Apartment / Condominium, For rent",Apartment,3,2,1150 sq.ft.,Partially Furnished,"Swimming Pool, Multipurpose hall, Security, Playground, Lift, Parking, Minimart","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine","Jalan Cengal 4, Taman Impian Ehsan, Balakong, Selangor",Selangor,Balakong,2025-01-29 19:25,109957083,3.019033785843401,101.75245567373169
"RM 1,200 per month","Apartment / Condominium, For rent",Apartment,3,2,1000 sq.ft.,Partially Furnished,"Gymnasium, Parking, Swimming Pool, Jogging Track, Lift, Security, Playground","Cooking Allowed, Near KTM/LRT, Washing Machine, Air-Cond","No.6, Jalan Sri Jati 3, Taman Sri Jati, Old Klang Road, Kuala Lumpur",Kuala Lumpur,Old Klang Road,2025-01-29 19:25,109957082,,
"RM 2,350 per month","Apartment / Condominium, For rent",Apartment,2,1,624 sq.ft.,Partially Furnished,"Gymnasium, Security, Lift, Parking, Swimming Pool, Sauna, Playground, Barbeque area","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet","Jalan Ampang, Ampang Hilir, Kuala Lumpur",Kuala Lumpur,Ampang Hilir,2025-01-29 19:25,109957081,3.1607962093963677,101.73929460154429
"RM 3,300 per month","House, For rent",2-storey Terraced House,4,3,1300 sq.ft.,Fully Furnished,"Parking, Security, Playground, Jogging Track","Air-Cond, Washing Machine, Internet, Cooking Allowed",,Johor,Johor Bahru,2025-01-29 19:24,108755265,,
"RM 1,100 per month","Apartment / Condominium, For rent",Apartment,3,2,860 sq.ft.,Partially Furnished,"Security, Playground, Swimming Pool, Parking, Lift",,"Persiaran Puncak Jalil 2, Taman Puncak Jalil, Seri Kembangan, Selangor",Selangor,Seri Kembangan,2025-01-29 19:16,109757878,3.0263145662717537,101.68032080367745
"RM 1,400 per month","Apartment / Condominium, For rent",Apartment,3,2,1262 sq.ft.,Partially Furnished,"Parking, Security, Playground",Air-Cond,"Jalan Taman Putra Kajang, Taman Kajang Putra, Kajang, Selangor",Selangor,Kajang,2025-01-29 19:16,109883959,2.9763058938312343,101.77617489410358
"RM 1,500 per month","Apartment / Condominium, For rent",Townhouse Condo,3,3,1200 sq.ft.,Partially Furnished,"Security, Parking","Air-Cond, Near KTM/LRT, Cooking Allowed","Jalan 1/108c, Taman Sungai Besi, Sungai Besi, Kuala Lumpur",Kuala Lumpur,Sungai Besi,2025-01-29 19:16,109795050,3.0641912044279107,101.69776417054905
RM 750 per month,"Apartment / Condominium, For rent",Apartment,1,1,650 sq.ft.,Fully Furnished,"Parking, Minimart, Barbeque area, Playground","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine","Persiaran Lestari Perdana, Lestari Perdana, Seri Kembangan, Selangor",Selangor,Seri Kembangan,2025-01-29 19:16,109794692,,
"RM 1,300 per month","Apartment / Condominium, For rent",Condominium,3,3,1350 sq.ft.,Fully Furnished,"Parking, Security, Swimming Pool, Gymnasium, Club house","Air-Cond, Cooking Allowed, Near KTM/LRT","Jalan Penghulu Cantik, Seremban, Negeri Sembilan",Negeri Sembilan,Seremban,2025-01-29 19:16,109957094,2.7208098942530743,101.95260322929738
"RM 1,900 per month","Apartment / Condominium, For rent",Condominium,3,2,1070 sq.ft.,Fully Furnished,"Swimming Pool, Gymnasium, Barbeque area, Multipurpose hall, Parking, Playground, Lift, Jogging Track, Security","Cooking Allowed, Air-Cond, Washing Machine","Persiaran Cassia Barat 6, Bandar Cassia, Batu Kawan, Penang",Penang,Batu Kawan,2025-01-29 19:16,107536468,5.23660974338571,100.4332651109698
"RM 1,000 per month","Apartment / Condominium, For rent",Apartment,3,2,1200 sq.ft.,Partially Furnished,"Parking, Security",Near KTM/LRT,"Seri Kembangan, Bandar Putra Permai, Seri Kembangan, Selangor",Selangor,Seri Kembangan,2025-01-29 19:15,109814647,,
RM 900 per month,"Apartment / Condominium, For rent",Service Residence,1,1,410 sq.ft.,Not Furnished,"Swimming Pool, Parking, Gymnasium, Security","Air-Cond, Cooking Allowed","Persiaran Cassia Barat 3, Bandar Cassia, Batu Kawan, Penang",Penang,Batu Kawan,2025-01-29 19:15,109741189,5.239692676650539,100.43292654955665
RM 700 per month,"Apartment / Condominium, For rent",Service Residence,1,1,150 sq.ft.,Partially Furnished,"Jogging Track, Parking, Playground, Swimming Pool, Gymnasium, Barbeque area, Sauna, Multipurpose hall, Security, Lift","Air-Cond, Cooking Allowed","Lebuhraya Bandar Cassia, Batu Kawan, Penang",Penang,Batu Kawan,2025-01-29 19:15,109893154,5.237960493379715,100.44254461590995
"RM 1,350 per month","House, For rent",2-storey Terraced House,3,3,1800 sq.ft.,Partially Furnished,,,,Penang,Bukit Mertajam,2025-01-29 19:15,109957090,,
"RM 1,400 per month","Apartment / Condominium, For rent",Apartment,3,2,928 sq.ft.,Not Furnished,"Parking, Playground, Security, Lift",Air-Cond,"No. 4, Jalan 6/38a, Taman Sri Sinar, Segambut, Kuala Lumpur",Kuala Lumpur,Segambut,2025-01-29 19:15,109957014,3.18721457935377,101.6549810953152
RM 850 per month,"Apartment / Condominium, For rent",Apartment,3,1,800 sq.ft.,Partially Furnished,"Security, Playground, Parking, Lift, Minimart, Multipurpose hall","Cooking Allowed, Near KTM/LRT","Jalan Langkawi, Taman Setapak, Setapak, Kuala Lumpur",Kuala Lumpur,Setapak,2025-01-29 19:12,109910191,3.2074087478561273,101.71802263338645
"RM 2,000 per month","Apartment / Condominium, For rent",Condominium,3,2,1000 sq.ft.,Fully Furnished,"Parking, Jogging Track, Security, Lift, Swimming Pool, Playground, Gymnasium, Minimart, Multipurpose hall, Club house","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine","Jalan Ceria, Off Persiaran Sepang, Cyberjaya, Selangor",Selangor,Cyberjaya,2025-01-29 19:12,109957063,,
RM 700 per month,"House, For rent",Semi-Detached House,3,2,1100 sq.ft.,Not Furnished,,Near KTM/LRT,,Kelantan,Wakaf Baru,2025-01-29 19:12,109957062,,
"RM 2,900 per month","House, For rent",2-storey Terraced House,4,3,2400 sq.ft.,Partially Furnished,"Security, Parking","Air-Cond, Cooking Allowed",,Selangor,Bandar Kinrara,2025-01-29 19:10,109957049,,
RM 800 per month,"Apartment / Condominium, For rent",Apartment,3,2,720 sq.ft.,Not Furnished,"Playground, Parking, Security",Cooking Allowed,"Residensi Warnasari 3, Off Jalan Residensi Warnasari 13/1 , Puncak Alam, Selangor",Selangor,Puncak Alam,2025-01-29 19:10,109956996,,
"RM 1,700 per month","Apartment / Condominium, For rent",Service Residence,3,2,1140 sq.ft.,Not Furnished,"Jogging Track, Barbeque area, Security, Playground, Swimming Pool, Gymnasium, Parking, Lift",Cooking Allowed,"Jalan 4/108a, Salak Selatan, Sungai Besi, Kuala Lumpur",Kuala Lumpur,Sungai Besi,2025-01-29 19:10,109956994,3.07681657889971,101.71511501126787
"RM 1,600 per month","Apartment / Condominium, For rent",Service Residence,1,1,362 sq.ft.,Fully Furnished,"Jogging Track, Parking, Security, Swimming Pool, Lift, Sauna, Gymnasium, Tennis Court, Playground, Squash Court, Barbeque area, Minimart, Club house, Multipurpose hall","Cooking Allowed, Air-Cond","Jalan Permai, Genting Permai Avenue, Genting Highlands, Pahang",Pahang,Genting Highlands,2025-01-29 19:08,109634583,,
"RM 2,300 per month","House, For rent",2-storey Terraced House,4,3,2100 sq.ft.,Not Furnished,,Cooking Allowed,,Penang,Batu Maung,2025-01-29 19:08,109202693,,
"RM 4,600 per month","Apartment / Condominium, For rent",Condominium,3,2,1119 sq.ft.,Partially Furnished,"Parking, Gymnasium, Playground, Swimming Pool, Security, Tennis Court, Squash Court, Sauna, Lift, Barbeque area, Multipurpose hall","Air-Cond, Cooking Allowed, Near KTM/LRT","Jalan Wangsa Perdana 1, Taman Sri Rampai, Wangsa Maju, Kuala Lumpur",Kuala Lumpur,Wangsa Maju,2025-01-29 19:07,104647980,,
"RM 1,750 per month","Apartment / Condominium, For rent",Apartment,3,2,1040 sq.ft.,Fully Furnished,"Security, Playground, Parking, Swimming Pool, Gymnasium, Sauna, Barbeque area","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine","Jalan Seri Putra 1 / 2, Bandar Seri Putra, Bangi, Selangor",Selangor,Bangi,2025-01-29 19:05,109956941,2.884265999539895,101.79118465123774
RM 950 per month,"Apartment / Condominium, For rent",Apartment,3,2,670 sq.ft.,Not Furnished,"Security, Playground, Parking",Cooking Allowed,"Jalan Setia Murni U13/50, Seksyen U13, Setia Alam, Selangor",Selangor,Setia Alam,2025-01-29 19:05,109956940,3.11071835,101.45055300000001
"RM 1,650 per month","Apartment / Condominium, For rent",Condominium,2,1,527 sq.ft.,Fully Furnished,"Minimart, Playground, Swimming Pool, Parking, Lift, Security, Gymnasium, Squash Court, Jogging Track","Washing Machine, Air-Cond, Cooking Allowed","Jalan Akuatik, Seksyen 13, Shah Alam, Selangor",Selangor,Shah Alam,2025-01-29 19:05,109956938,3.078268230784844,101.54296069241275
RM 600 per month,"House, For rent",Townhouse,3,2,1080 sq.ft.,Not Furnished,Parking,,,Negeri Sembilan,Senawang,2025-01-29 19:04,109957025,,
"RM 1,300 per month","Apartment / Condominium, For rent",Apartment,4,2,950 sq.ft.,Fully Furnished,"Parking, Security, Minimart, Playground, Swimming Pool",,"Jalan Bendara Off Jalan Yahya Awal, Johor Bahru, Johor",Johor,Johor Bahru,2025-01-29 19:04,109957024,,
"RM 2,000 per month","Apartment / Condominium, For rent",Condominium,3,2,1000 sq.ft.,Fully Furnished,"Jogging Track, Parking, Swimming Pool, Security, Sauna, Playground, Gymnasium, Squash Court, Barbeque area",,"No.12, Jalan Sri Permaisuri, Bandar Sri Permaisuri, Cheras, Kuala Lumpur",Kuala Lumpur,Cheras,2025-01-29 19:01,109823046,3.1115802631219736,101.71953008922841
"RM 1,850 per month","Apartment / Condominium, For rent",Service Residence,3,2,822 sq.ft.,Fully Furnished,"Barbeque area, Sauna, Swimming Pool, Lift, Playground, Gymnasium, Parking, Minimart, Multipurpose hall, Security, Jogging Track",,"Jalan Sinar Sentul, Sentul, Kuala Lumpur",Kuala Lumpur,Sentul,2025-01-29 19:01,109743438,3.1891904955224337,101.69067289992145
"RM 10,000 per month","House, For rent",Bungalow House,5,4,5457 sq.ft.,Fully Furnished,,,,Selangor,Ampang,2025-01-29 19:01,109585711,,
"RM 2,600 per month","House, For rent",2-storey Terraced House,4,3,4500 sq.ft.,Fully Furnished,,,,Selangor,Gombak,2025-01-29 19:01,109756180,,
"RM 1,700 per month","House, For rent",2.5-storey Terraced House,3,2,1000 sq.ft.,Not Furnished,,,,Kuala Lumpur,Sentul,2025-01-29 19:01,109894263,,
RM 950 per month,"Apartment / Condominium, For rent",Apartment,3,2,820 sq.ft.,Not Furnished,"Lift, Minimart, Playground, Swimming Pool, Gymnasium, Parking, Security","Cooking Allowed, Near KTM/LRT","Jalan Batu 7, Medan Batu Caves, Batu Caves, Selangor",Selangor,Batu Caves,2025-01-29 19:01,109957016,,
RM 800 per month,"House, For rent",Semi-Detached House,3,2,1500 sq.ft.,Partially Furnished,"Parking, Barbeque area","Air-Cond, Cooking Allowed",,Terengganu,Kuala Nerus,2025-01-29 18:57,109956966,,
"RM 3,000 per month","House, For rent",2-storey Terraced House,4,3,1835 sq.ft.,Partially Furnished,"Parking, Jogging Track, Security, Playground","Cooking Allowed, Washing Machine",,Johor,Pasir Gudang,2025-01-29 18:56,109956960,,
"RM 1,000 per month","Apartment / Condominium, For rent",Apartment,2,1,650 sq.ft.,Partially Furnished,"Lift, Playground, Parking, Minimart","Cooking Allowed, Near KTM/LRT",,Selangor,Bandar Sunway,2025-01-29 18:55,108907034,,
"RM 1,500 per month","Apartment / Condominium, For rent",Service Residence,3,2,850 sq.ft.,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet","Jalan Sentul Pasar, Sentul, Kuala Lumpur",Kuala Lumpur,Sentul,2025-01-29 18:55,109702688,3.1980324857488562,101.69062820171115
"RM 1,500 per month","House, For rent",1-storey Terraced House,3,2,928 sq.ft.,Fully Furnished,"Parking, Playground, Minimart, Jogging Track","Air-Cond, Washing Machine, Cooking Allowed",,Sabah,Keningau,2025-01-29 18:55,109956949,,
"RM 1,600 per month","Apartment / Condominium, For rent",Condominium,2,1,527 sq.ft.,Fully Furnished,"Minimart, Playground, Swimming Pool, Parking, Lift, Security, Gymnasium, Squash Court, Jogging Track","Air-Cond, Washing Machine","Jalan Akuatik, Seksyen 13, Shah Alam, Selangor",Selangor,Shah Alam,2025-01-29 18:55,109956914,3.078268230784844,101.54296069241275
"RM 1,200 per month","Apartment / Condominium, For rent",Condominium,1,1,566 sq.ft.,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Minimart, Barbeque area, Multipurpose hall","Air-Cond, Cooking Allowed, Washing Machine, Internet","Jalan PTP 1/1, Puchong, Selangor",Selangor,Puchong,2025-01-29 18:50,105818175,,
RM 500 per month,"Apartment / Condominium, For rent",Flat,2,1,550 sq.ft.,Not Furnished,Parking,,"Jalan Jawi Jaya 7, Taman Jawi Jaya, Sungai Jawi, Penang",Penang,Sungai Jawi,2025-01-29 18:50,109956908,5.191709241913399,100.49533947223631
"RM 1,500 per month","House, For rent",2-storey Terraced House,4,3,1677 sq.ft.,Not Furnished,,,,Selangor,Saujana Utama,2025-01-29 18:46,109956929,,
"RM 4,800 per month","Apartment / Condominium, For rent",Service Residence,2,2,920 sq.ft.,Fully Furnished,"Parking, Gymnasium, Sauna, Security, Lift, Playground, Jogging Track, Swimming Pool, Barbeque area","Air-Cond, Cooking Allowed, Washing Machine","Jalan Kiara, Mont Kiara, Kuala Lumpur",Kuala Lumpur,Mont Kiara,2025-01-29 18:44,109956924,3.165439019807259,101.65251396251233
"RM 1,400 per month","House, For rent",2-storey Terraced House,4,3,1400 sq.ft.,Not Furnished,,,,Selangor,Klang,2025-01-29 18:43,109755153,,
"RM 2,600 per month","House, For rent",2-storey Terraced House,5,3,2300 sq.ft.,Partially Furnished,,,,Selangor,Ampang,2025-01-29 18:42,109697766,,
"RM 1,350 per month","Apartment / Condominium, For rent",Service Residence,3,2,730 sq.ft.,Partially Furnished,"Parking, Minimart, Multipurpose hall, Security",,"Jalan UP 1/1B, Ukay Perdana, Ampang, Selangor",Selangor,Ampang,2025-01-29 18:42,109849345,3.2110847542506207,101.78043814854979
"RM 1,600 per month","Apartment / Condominium, For rent",Condominium,3,2,1288 sq.ft.,Fully Furnished,"Security, Lift, Parking, Playground, Barbeque area, Swimming Pool, Jogging Track, Gymnasium, Multipurpose hall, Club house","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine","Jalan Mutiara 2, Mutiara Heights, Kajang, Selangor",Selangor,Kajang,2025-01-29 18:42,108786888,3.0340813359276204,101.80435118518957
"RM 2,300 per month","Apartment / Condominium, For rent",Condominium,3,2,1100 sq.ft.,Fully Furnished,"Parking, Security, Playground",,"No. 2, Jalan Pertiwi, Taman Maluri, Cheras, Kuala Lumpur",Kuala Lumpur,Cheras,2025-01-29 18:42,109902145,,
"RM 1,200 per month","Apartment / Condominium, For rent",Apartment,2,2,650 sq.ft.,Not Furnished,"Security, Playground, Minimart, Gymnasium",,"Jalan Tasik Permaisuri 3, Bandar Tasik Permaisuri, Cheras, Kuala Lumpur",Kuala Lumpur,Cheras,2025-01-29 18:42,109447724,,
