monthly_rent,category_id,property_type,rooms,bathroom,size,furnished,facilities,additional_facilities,address,state,region,publishedDatetime,scrape_date,ads_id,latitude,longitude
"RM 2,200 per month","Apartment / Condominium, For rent",Condominium,3,2,1100 sq.ft.,Not Furnished,"Swimming Pool, Barbeque area, Multipurpose hall, Parking, Security, Lift, Gymnasium, Playground","Air-Cond, Cooking Allowed","Lorong Bunga Matahari 1, Taman Fantasi, Kota Kinabalu, Sabah",Sabah,Kota Kinabalu,2025-02-09 12:44,2025-02-09,110063940,5.976890282030553,116.08401996712102
"RM 1,680 per month","Apartment / Condominium, For rent",Condominium,3,2,1100 sq.ft.,Fully Furnished,"Parking, Security, Barbeque area, Swimming Pool, Jogging Track, Gymnasium, Playground, Multipurpose hall",,"Lintang Sungai Ara 14, Lilitan Sungai Ara, Sungai Ara, Penang",Penang,Sungai Ara,2025-02-09 12:44,2025-02-09,109684902,,
RM 400 per month,"House, For rent",1-storey Terraced House,3,1,1200 sq.ft.,Partially Furnished,,,,Terengganu,Hulu Terengganu,2025-02-09 12:43,2025-02-09,110063926,,
"RM 1,300 per month","House, For rent",2-storey Terraced House,4,3,1800 sq.ft.,Partially Furnished,Parking,"Cooking Allowed, Air-Cond",,Penang,Butterworth,2025-02-09 12:42,2025-02-09,110063917,,
"RM 1,000 per month","House, For rent",Others,2,1,20 sq.ft.,Partially Furnished,Parking,"Washing Machine, Air-Cond, Cooking Allowed, Internet",,Melaka,Bukit Baru,2025-02-09 12:42,2025-02-09,110063916,,
"RM 1,500 per month","House, For rent",1-storey Terraced House,3,2,1400 sq.ft.,Partially Furnished,,"Air-Cond, Cooking Allowed, Washing Machine, Internet",,Pahang,Balok,2025-02-09 12:42,2025-02-09,110063914,,
RM 650 per month,"Apartment / Condominium, For rent",Apartment,3,2,650 sq.ft.,Not Furnished,"Parking, Minimart, Security, Playground",,"Off Persiaran Meranti, Bandar Sri Damansara, Selangor",Selangor,Bandar Sri Damansara,2025-02-09 12:41,2025-02-09,110063908,,
"RM 1,480 per month","Apartment / Condominium, For rent",Service Residence,1,1,450 sq.ft.,Fully Furnished,"Jogging Track, Barbeque area, Club house, Security, Gymnasium, Playground, Multipurpose hall, Swimming Pool","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine","Jalan Radin Anum 1, Sri Petaling, Kuala Lumpur",Kuala Lumpur,Sri Petaling,2025-02-09 12:41,2025-02-09,110063900,3.0672594137729954,101.69298510272485
"RM 1,700 per month","Apartment / Condominium, For rent",Apartment,3,2,1098 sq.ft.,Partially Furnished,"Parking, Security, Lift, Playground, Minimart, Multipurpose hall","Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",,Kuala Lumpur,Setapak,2025-02-09 12:41,2025-02-09,110063896,,
"RM 1,000 per month","House, For rent",Semi-Detached House,4,3,2800 sq.ft.,Not Furnished,"Parking, Playground",,,Pahang,Temerloh,2025-02-09 12:40,2025-02-09,110063890,,
"RM 2,100 per month","Apartment / Condominium, For rent",Service Residence,2,1,679 sq.ft.,Fully Furnished,"Barbeque area, Minimart, Sauna, Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Multipurpose hall, Club house","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine","Jalan Wangsa Kuarza, Seksyen 10, Wangsa Maju, Kuala Lumpur",Kuala Lumpur,Wangsa Maju,2025-02-09 12:40,2025-02-09,110063888,3.191625717154733,101.7370818038535
"RM 1,100 per month","House, For rent",Bungalow House,4,3,1800 sq.ft.,Fully Furnished,Parking,"Air-Cond, Cooking Allowed",,Terengganu,Dungun,2025-02-09 12:39,2025-02-09,110063873,,
RM 800 per month,"Apartment / Condominium, For rent",Apartment,3,2,650 sq.ft.,Not Furnished,"Parking, Security",,"Jalan Anggerik Nervillia 31/166, Kota Kemuning, Shah Alam, Selangor",Selangor,Shah Alam,2025-02-09 12:39,2025-02-09,110063870,2.985425744157936,101.54996325779169
"RM 1,500 per month","Apartment / Condominium, For rent",Service Residence,1,1,500 sq.ft.,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area","Air-Cond, Cooking Allowed","No. 1, Presint 2.8, Jalan Perdagangan, Jalan 14/4, Seksyen 14, Shah Alam, Selangor",Selangor,Shah Alam,2025-02-09 12:39,2025-02-09,110032294,,
"RM 1,600 per month","Apartment / Condominium, For rent",Condominium,3,2,818 sq.ft.,Partially Furnished,"Swimming Pool, Security, Playground, Gymnasium, Multipurpose hall, Lift, Barbeque area, Parking, Jogging Track","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet","Persiaran Cove Sentral, Bandar Gamuda Cove, Banting, Selangor",Selangor,Banting,2025-02-09 12:39,2025-02-09,110063863,,
"RM 1,800 per month","Apartment / Condominium, For rent",Condominium,3,2,1000 sq.ft.,Fully Furnished,"Security, Jogging Track, Minimart, Parking, Playground, Swimming Pool, Gymnasium","Air-Cond, Cooking Allowed, Washing Machine","Persiaran Sepang Off Persiaran Multimedia, Cyberjaya, Selangor",Selangor,Cyberjaya,2025-02-09 12:37,2025-02-09,109270315,,
"RM 1,150 per month","Apartment / Condominium, For rent",Studio,1,1,486 sq.ft.,Fully Furnished,"Gymnasium, Tennis Court, Multipurpose hall, Lift, Sauna, Parking, Security, Swimming Pool, Jogging Track, Barbeque area, Minimart, Playground, Club house","Air-Cond, Internet, Cooking Allowed, Washing Machine","Jalan Setia Dagang AH U13/AH, Setia City, Setia Alam, Selangor",Selangor,Setia Alam,2025-02-09 12:37,2025-02-09,107022331,,
"RM 2,100 per month","Apartment / Condominium, For rent",Apartment,2,2,950 sq.ft.,Fully Furnished,"Playground, Tennis Court, Barbeque area, Parking, Security, Lift, Multipurpose hall, Swimming Pool, Gymnasium","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet","Persiaran Danga Perdana, Danga Bay, Johor Bahru, Johor",Johor,Johor Bahru,2025-02-09 12:36,2025-02-09,109652989,1.4676996579290054,103.7249724411857
"RM 2,950 per month","Apartment / Condominium, For rent",Apartment,4,4,1350 sq.ft.,Fully Furnished,"Swimming Pool, Multipurpose hall, Security, Playground, Tennis Court, Parking, Gymnasium, Lift","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet","Persiaran Danga Perdana, Danga Bay, Johor Bahru, Johor",Johor,Johor Bahru,2025-02-09 12:36,2025-02-09,109604510,1.4676996579290054,103.7249724411857
"RM 2,050 per month","Apartment / Condominium, For rent",Apartment,2,2,950 sq.ft.,Fully Furnished,"Playground, Gymnasium, Barbeque area, Parking, Lift, Tennis Court, Multipurpose hall, Security, Swimming Pool","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet","Persiaran Danga Perdana, Danga Bay, Johor Bahru, Johor",Johor,Johor Bahru,2025-02-09 12:36,2025-02-09,109438579,1.4676996579290054,103.7249724411857
"RM 2,100 per month","Apartment / Condominium, For rent",Apartment,2,2,950 sq.ft.,Fully Furnished,"Parking, Security, Playground, Swimming Pool, Lift, Multipurpose hall, Gymnasium, Tennis Court, Barbeque area","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet","Persiaran Danga Perdana, Danga Bay, Johor Bahru, Johor",Johor,Johor Bahru,2025-02-09 12:36,2025-02-09,109598145,1.4676996579290054,103.7249724411857
"RM 1,200 per month","Apartment / Condominium, For rent",Condominium,2,2,930 sq.ft.,Fully Furnished,"Swimming Pool, Security, Minimart, Gymnasium, Parking, Lift, Sauna","Air-Cond, Cooking Allowed, Washing Machine","Jalan Pandan Ria 7, Tebrau, Johor",Johor,Tebrau,2025-02-09 12:36,2025-02-09,110063829,1.5263605976914112,103.76303300718348
RM 960 per month,"House, For rent",Terraced House,3,1,1600 sq.ft.,Fully Furnished,"Parking, Playground","Air-Cond, Cooking Allowed, Washing Machine",,Melaka,Alor Gajah,2025-02-09 12:36,2025-02-09,110063825,,
"RM 2,000 per month","Apartment / Condominium, For rent",Service Residence,2,1,756 sq.ft.,Fully Furnished,"Playground, Parking, Security, Barbeque area, Lift, Swimming Pool, Gymnasium, Minimart, Multipurpose hall","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine","Jalan Welfare, Kampung Baru Sungai Buloh, Sungai Buloh, Selangor",Selangor,Sungai Buloh,2025-02-09 12:36,2025-02-09,110063821,3.198233586627722,101.56606163849025
"RM 1,000 per month","Apartment / Condominium, For rent",Condominium,2,1,600 sq.ft.,Partially Furnished,"Parking, Jogging Track, Security, Lift, Swimming Pool, Playground, Sauna, Multipurpose hall, Club house","Air-Cond, Cooking Allowed, Washing Machine","Jalan 2b Kkip Selatan, Kota Kinabalu, Sabah",Sabah,Kota Kinabalu,2025-02-09 12:36,2025-02-09,110063820,,
"RM 1,600 per month","Apartment / Condominium, For rent",Studio,1,1,450 sq.ft.,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Multipurpose hall","Air-Cond, Cooking Allowed",,Selangor,Denai Alam,2025-02-09 12:36,2025-02-09,110063817,,
RM 900 per month,"House, For rent",2-storey Terraced House,3,3,1000 sq.ft.,Not Furnished,,,,Penang,Tasek Gelugor,2025-02-09 12:35,2025-02-09,110063814,,
RM 480 per month,"House, For rent",Semi-Detached House,3,1,1000 sq.ft.,Not Furnished,"Parking, Security, Minimart, Playground, Barbeque area",Cooking Allowed,,Kelantan,Pasir Puteh,2025-02-09 12:34,2025-02-09,110063793,,
"RM 2,450 per month","House, For rent",2-storey Terraced House,4,3,1650 sq.ft.,Not Furnished,"Parking, Playground",Air-Cond,,Selangor,Bandar Sunway,2025-02-09 12:30,2025-02-09,110063492,,
"RM 2,000 per month","House, For rent",3-storey Terraced House,5,5,2770 sq.ft.,Partially Furnished,"Parking, Security, Swimming Pool, Playground, Jogging Track",Cooking Allowed,,Penang,Butterworth,2025-02-09 12:28,2025-02-09,109270106,,
"RM 1,800 per month","House, For rent",2-storey Terraced House,3,3,1000 sq.ft.,Partially Furnished,,,,Selangor,Batu Caves,2025-02-09 12:28,2025-02-09,109697766,,
"RM 2,000 per month","Apartment / Condominium, For rent",Service Residence,1,2,775 sq.ft.,Fully Furnished,"Parking, Security, Jogging Track, Swimming Pool, Gymnasium, Barbeque area","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine","Jalan Klang Lama, Old Klang Road, Kuala Lumpur",Kuala Lumpur,Old Klang Road,2025-02-09 12:26,2025-02-09,107278624,3.09346915,101.67657204176042
"RM 1,700 per month","Apartment / Condominium, For rent",Service Residence,1,2,775 sq.ft.,Fully Furnished,"Parking, Security, Jogging Track, Swimming Pool, Gymnasium, Barbeque area, Lift, Playground, Minimart, Sauna, Multipurpose hall","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine","Jalan Klang Lama, Old Klang Road, Kuala Lumpur",Kuala Lumpur,Old Klang Road,2025-02-09 12:26,2025-02-09,107845104,3.09346915,101.67657204176042
"RM 2,000 per month","Apartment / Condominium, For rent",Service Residence,1,1,500 sq.ft.,Fully Furnished,"Swimming Pool, Gymnasium, Jogging Track, Barbeque area, Sauna, Minimart, Multipurpose hall, Playground, Lift, Parking, Security","Air-Cond, Cooking Allowed, Washing Machine","Jalan Dato Abdullah Tahir, Taman Abad, Johor Bahru, Johor",Johor,Johor Bahru,2025-02-09 12:26,2025-02-09,110016177,,
"RM 1,800 per month","Apartment / Condominium, For rent",Service Residence,2,2,667 sq.ft.,Fully Furnished,"Parking, Security, Barbeque area, Minimart, Gymnasium, Playground, Swimming Pool, Jogging Track, Sauna, Lift","Air-Cond, Cooking Allowed, Washing Machine","Persiaran Seri Alam, Bandar Baru Seri Alam, Masai, Johor",Johor,Masai,2025-02-09 12:26,2025-02-09,110063709,1.5071805837628012,103.86215938048505
RM 800 per month,"Apartment / Condominium, For rent",Apartment,3,2,883 sq.ft.,Partially Furnished,"Security, Parking, Lift",Cooking Allowed,"Lorong Widuri 1, Off Lorong Chempa, Butterworth, Penang",Penang,Butterworth,2025-02-09 12:25,2025-02-09,109270132,,
RM 800 per month,"House, For rent",Others,2,2,800 sq.ft.,Partially Furnished,Parking,"Cooking Allowed, Near KTM/LRT",,Selangor,Bangi,2025-02-09 12:25,2025-02-09,110063689,,
RM 600 per month,"Apartment / Condominium, For rent",Apartment,3,2,711 sq.ft.,Not Furnished,"Parking, Playground",Cooking Allowed,"Off Jalan TU 61, Kampung Ayer Keroh, Ayer Keroh, Melaka",Melaka,Ayer Keroh,2025-02-09 12:25,2025-02-09,110063688,,
"RM 2,200 per month","House, For rent",2-storey Terraced House,4,3,1743 sq.ft.,Fully Furnished,"Parking, Security","Cooking Allowed, Air-Cond",,Selangor,Puncak Alam,2025-02-09 12:25,2025-02-09,110063402,,
RM 900 per month,"Apartment / Condominium, For rent",Apartment,3,1,700 sq.ft.,Not Furnished,"Playground, Parking, Security, Lift, Multipurpose hall, Jogging Track","Cooking Allowed, Near KTM/LRT","Lebuh Sungai Pinang 7, Jelutong, Penang",Penang,Jelutong,2025-02-09 12:25,2025-02-09,110063391,5.4016431359530594,100.32459566000567
"RM 1,300 per month","Apartment / Condominium, For rent",Apartment,3,1,900 sq.ft.,Fully Furnished,"Parking, Lift, Playground, Minimart","Cooking Allowed, Near KTM/LRT, Washing Machine","Desa Tun Razak, Cheras, Kuala Lumpur",Kuala Lumpur,Cheras,2025-02-09 12:24,2025-02-09,110063686,3.0805999,101.7220417
RM 700 per month,"Apartment / Condominium, For rent",Flat,4,3,650 sq.ft.,Not Furnished,,,"Jalan Pulai 84, Taman Pulai Utama, Skudai, Johor",Johor,Skudai,2025-02-09 12:24,2025-02-09,110063681,1.5117509,103.6589529
RM 850 per month,"House, For rent",2-storey Terraced House,3,2,980 sq.ft.,Not Furnished,"Jogging Track, Parking, Playground, Minimart",,,Perlis,Kangar,2025-02-09 12:24,2025-02-09,110063680,,
"RM 1,800 per month","Apartment / Condominium, For rent",Service Residence,3,2,950 sq.ft.,Fully Furnished,"Security, Parking, Swimming Pool, Gymnasium",,"Jalan Cempaka 22, Taman Cempaka, Ampang, Kuala Lumpur",Kuala Lumpur,Ampang,2025-02-09 12:24,2025-02-09,110063677,,
RM 950 per month,"House, For rent",Terraced House,3,1,1500 sq.ft.,Fully Furnished,,,,Penang,Sungai Bakap,2025-02-09 12:24,2025-02-09,110063675,,
"RM 2,200 per month","Apartment / Condominium, For rent",Service Residence,3,2,1080 sq.ft.,Fully Furnished,"Minimart, Parking, Playground, Jogging Track, Security, Gymnasium, Lift, Swimming Pool, Sauna, Barbeque area, Multipurpose hall, Club house, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine","Off Persiaran Dato Menteri, Vista Alam, Seksyen 14, Shah Alam, Selangor",Selangor,Shah Alam,2025-02-09 12:23,2025-02-09,110063673,,
RM 500 per month,"Apartment / Condominium, For rent",Flat,2,1,495 sq.ft.,Not Furnished,,,,Penang,Balik Pulau,2025-02-09 12:23,2025-02-09,110063668,,
"RM 1,700 per month","Apartment / Condominium, For rent",Apartment,4,2,1500 sq.ft.,Partially Furnished,"Playground, Security, Lift, Multipurpose hall, Parking, Minimart, Jogging Track",,"Off Jalan Lingkaran Tengah 2, Pekan Kepong, Kepong, Kuala Lumpur",Kuala Lumpur,Kepong,2025-02-09 12:23,2025-02-09,110063663,,
"RM 1,400 per month","House, For rent",Townhouse,3,2,850 sq.ft.,Fully Furnished,"Parking, Playground, Barbeque area, Jogging Track","Cooking Allowed, Washing Machine",,Selangor,Puncak Alam,2025-02-09 12:23,2025-02-09,110063660,,
"RM 1,250 per month","Apartment / Condominium, For rent",Apartment,3,2,900 sq.ft.,Fully Furnished,"Multipurpose hall, Security, Parking, Lift, Playground, Barbeque area, Jogging Track","Air-Cond, Washing Machine, Internet, Cooking Allowed","Jalan Delima 1, Taman Sri Delima, Juru, Penang",Penang,Juru,2025-02-09 12:22,2025-02-09,110063659,,
"RM 1,000 per month","House, For rent",Terraced House,3,3,1400 sq.ft.,Fully Furnished,"Parking, Playground, Jogging Track","Cooking Allowed, Air-Cond",,Penang,Balik Pulau,2025-02-09 12:22,2025-02-09,110063656,,
"RM 1,100 per month","House, For rent",1-storey Terraced House,4,2,1540 sq.ft.,Partially Furnished,"Parking, Playground",,,Melaka,Jasin,2025-02-09 12:22,2025-02-09,110063653,,
RM 850 per month,"Apartment / Condominium, For rent",Apartment,3,1,650 sq.ft.,Not Furnished,"Parking, Lift, Security, Playground, Minimart",Cooking Allowed,,Selangor,Shah Alam,2025-02-09 12:22,2025-02-09,110063649,,
"RM 1,500 per month","Apartment / Condominium, For rent",Service Residence,3,2,1064 sq.ft.,Fully Furnished,"Jogging Track, Tennis Court, Squash Court, Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Multipurpose hall, Club house","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine","Jalan Saujana Putra, Bander, Bandar Saujana Putra, Jenjarom, Selangor",Selangor,Jenjarom,2025-02-09 12:21,2025-02-09,110063630,,
"RM 1,250 per month","Apartment / Condominium, For rent",Apartment,3,2,950 sq.ft.,Fully Furnished,"Security, Lift, Parking, Swimming Pool, Playground","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine","Jalan Kasturi, Taman Bukit Serdang, Seri Kembangan, Selangor",Selangor,Seri Kembangan,2025-02-09 12:21,2025-02-09,110063620,3.0375332,101.6933445
"RM 1,600 per month","Apartment / Condominium, For rent",Service Residence,3,2,900 sq.ft.,Not Furnished,"Barbeque area, Playground, Parking, Security, Gymnasium, Swimming Pool","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet","Jalan PJU 8/8A, Damansara Perdana, Selangor",Selangor,Damansara Perdana,2025-02-09 12:20,2025-02-09,109935149,3.166384480459251,101.61278532062909
"RM 1,700 per month","Apartment / Condominium, For rent",Apartment,3,2,900 sq.ft.,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Multipurpose hall","Air-Cond, Internet",,Selangor,Damansara Perdana,2025-02-09 12:20,2025-02-09,108823342,,
RM 650 per month,"Apartment / Condominium, For rent",Apartment,3,1,800 sq.ft.,Not Furnished,Minimart,"Cooking Allowed, Near KTM/LRT","Jalan PJU 10/3, Damansara Damai, Damansara Damai, Selangor",Selangor,Damansara Damai,2025-02-09 12:20,2025-02-09,110063597,3.1966700579251683,101.59321357379635
"RM 1,100 per month","Apartment / Condominium, For rent",Condominium,1,1,550 sq.ft.,Partially Furnished,"Security, Minimart, Lift","Air-Cond, Cooking Allowed, Near KTM/LRT","Jalan Teknokrat 1/1, Cyberjaya, Selangor",Selangor,Cyberjaya,2025-02-09 12:20,2025-02-09,110063571,2.9388564,101.6620925
RM 750 per month,"Apartment / Condominium, For rent",Condominium,1,1,850 sq.ft.,Fully Furnished,"Lift, Swimming Pool, Barbeque area, Multipurpose hall, Playground, Tennis Court, Jogging Track, Security, Parking, Gymnasium, Minimart","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet","Off Jalan Cheras, Taman Pertama, Cheras, Kuala Lumpur",Kuala Lumpur,Cheras,2025-02-09 12:20,2025-02-09,110063566,,
"RM 1,300 per month","Apartment / Condominium, For rent",Apartment,3,2,1000 sq.ft.,Partially Furnished,"Jogging Track, Multipurpose hall, Playground, Security, Lift, Parking",Cooking Allowed,"Jalan Jalil Impian, Off Jalan Bukit Jalil Indah, Sri Petaling, Kuala Lumpur",Kuala Lumpur,Sri Petaling,2025-02-09 12:19,2025-02-09,110063563,,
"RM 1,400 per month","House, For rent",2-storey Terraced House,4,3,1875 sq.ft.,Not Furnished,"Parking, Jogging Track, Security, Tennis Court, Playground, Barbeque area, Club house",,,Kuala Lumpur,Bangsar,2025-02-09 12:19,2025-02-09,110063558,,
"RM 1,599 per month","Apartment / Condominium, For rent",Service Residence,3,2,913 sq.ft.,Fully Furnished,"Swimming Pool, Lift, Minimart, Squash Court, Parking, Security","Air-Cond, Cooking Allowed, Washing Machine","Persiaran Bestari, Cyber 11, Cyberjaya, Selangor",Selangor,Cyberjaya,2025-02-09 12:19,2025-02-09,109804924,2.9303384866516633,101.63825619529845
"RM 3,600 per month","Apartment / Condominium, For rent",Condominium,4,2,1000 sq.ft.,Fully Furnished,"Tennis Court, Lift, Security, Jogging Track, Barbeque area, Parking, Playground, Swimming Pool, Multipurpose hall, Minimart","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine","Off Jalan Cheras, Taman Pertama, Cheras, Kuala Lumpur",Kuala Lumpur,Cheras,2025-02-09 12:19,2025-02-09,110063550,,
"RM 1,500 per month","Apartment / Condominium, For rent",Service Residence,1,1,500 sq.ft.,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area","Air-Cond, Cooking Allowed","No. 1, Presint 2.8, Jalan Perdagangan, Jalan 14/4, Seksyen 14, Shah Alam, Selangor",Selangor,Shah Alam,2025-02-09 12:19,2025-02-09,110030079,,
"RM 2,300 per month","Apartment / Condominium, For rent",Service Residence,3,2,810 sq.ft.,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area","Air-Cond, Cooking Allowed","Tadisma Business Park Seksyen 13, Shah Alam, Selangor",Selangor,Shah Alam,2025-02-09 12:18,2025-02-09,109319760,3.0889027,101.5450357
"RM 1,450 per month","Apartment / Condominium, For rent",Service Residence,1,1,390 sq.ft.,Fully Furnished,"Parking, Security, Swimming Pool, Lift, Playground, Gymnasium, Barbeque area","Air-Cond, Cooking Allowed","Tadisma Business Park Seksyen 13, Shah Alam, Selangor",Selangor,Shah Alam,2025-02-09 12:18,2025-02-09,109278003,3.0889027,101.5450357
"RM 2,200 per month","Apartment / Condominium, For rent",Service Residence,3,2,810 sq.ft.,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Minimart, Barbeque area, Gymnasium, Multipurpose hall","Air-Cond, Cooking Allowed","Tadisma Business Park Seksyen 13, Shah Alam, Selangor",Selangor,Shah Alam,2025-02-09 12:18,2025-02-09,109984867,3.0889027,101.5450357
"RM 3,300 per month","House, For rent",Bungalow House,6,5,3300 sq.ft.,Fully Furnished,"Parking, Security, Swimming Pool, Jogging Track, Multipurpose hall","Air-Cond, Cooking Allowed, Washing Machine",,Negeri Sembilan,Senawang,2025-02-09 12:17,2025-02-09,106687032,,
"RM 1,400 per month","House, For rent",Terraced House,4,3,2160 sq.ft.,Not Furnished,"Parking, Security, Swimming Pool, Playground, Multipurpose hall, Barbeque area, Sauna, Gymnasium, Club house, Jogging Track",Cooking Allowed,,Penang,Batu Kawan,2025-02-09 12:16,2025-02-09,110063506,,
RM 500 per month,"Apartment / Condominium, For rent",Apartment,3,2,800 sq.ft.,Not Furnished,"Parking, Security, Minimart, Playground, Swimming Pool, Lift",,"Jalan Teknologi 1, Seri Iskandar, Perak",Perak,Seri Iskandar,2025-02-09 12:16,2025-02-09,110063497,4.357741569221125,100.96665961014222
"RM 2,000 per month","Apartment / Condominium, For rent",Condominium,3,2,1070 sq.ft.,Fully Furnished,"Security, Playground, Gymnasium, Jogging Track, Parking, Swimming Pool, Lift, Barbeque area, Multipurpose hall","Air-Cond, Cooking Allowed, Internet, Washing Machine","Persiaran Cassia Barat 6, Bandar Cassia, Batu Kawan, Penang",Penang,Batu Kawan,2025-02-09 12:15,2025-02-09,110063481,5.23660974338571,100.4332651109698
RM 750 per month,"House, For rent",1-storey Terraced House,3,2,1200 sq.ft.,Not Furnished,"Parking, Playground, Minimart",,,Melaka,Alor Gajah,2025-02-09 12:15,2025-02-09,110063479,,
"RM 2,500 per month","House, For rent",2-storey Terraced House,4,3,2300 sq.ft.,Partially Furnished,"Parking, Playground, Security, Jogging Track",,,Selangor,Bandar Sri Damansara,2025-02-09 12:15,2025-02-09,109335993,,
"RM 3,000 per month","House, For rent",2-storey Terraced House,4,3,3556 sq.ft.,Partially Furnished,"Parking, Playground, Jogging Track","Air-Cond, Cooking Allowed, Near KTM/LRT",,Selangor,Bandar Sri Damansara,2025-02-09 12:15,2025-02-09,109137811,,
"RM 2,000 per month","Apartment / Condominium, For rent",Townhouse Condo,3,2,1500 sq.ft.,Partially Furnished,"Parking, Jogging Track, Security, Tennis Court, Swimming Pool, Playground, Minimart, Multipurpose hall, Club house","Air-Cond, Cooking Allowed, Near KTM/LRT","Jalan Cinta Air, Country Heights, Selangor",Selangor,Country Heights,2025-02-09 12:14,2025-02-09,109630558,3.0009801493086465,101.73517172890217
"RM 1,500 per month","Apartment / Condominium, For rent",Apartment,3,2,1076 sq.ft.,Partially Furnished,"Playground, Parking, Security, Gymnasium, Lift, Minimart, Multipurpose hall","Air-Cond, Cooking Allowed","Jalan Tokoh 25/28, Taman Sri Muda, Shah Alam, Selangor",Selangor,Shah Alam,2025-02-09 12:13,2025-02-09,109980672,3.0352980184736627,101.53170103339333
"RM 2,000 per month","Apartment / Condominium, For rent",Service Residence,3,2,910 sq.ft.,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Minimart, Multipurpose hall, Club house","Air-Cond, Cooking Allowed, Washing Machine","Jalan Meranti Jaya 13, Taman Meranti Jaya, Puchong, Selangor",Selangor,Puchong,2025-02-09 12:13,2025-02-09,110063422,,
"RM 1,100 per month","Apartment / Condominium, For rent",Apartment,3,2,800 sq.ft.,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground","Air-Cond, Cooking Allowed, Washing Machine","Jalan Mutiara Melaka 2, Taman Mutiara Melaka, Batu Berendam, Melaka",Melaka,Batu Berendam,2025-02-09 12:12,2025-02-09,110063408,,
RM 850 per month,"Apartment / Condominium, For rent",Apartment,2,2,1063 sq.ft.,Not Furnished,"Playground, Parking",,"Jalan Anggerik Villa 2/1, Taman Anggerik Villa, Kajang, Selangor",Selangor,Kajang,2025-02-09 12:12,2025-02-09,109274445,,
"RM 1,000 per month","House, For rent",2-storey Terraced House,3,2,960 sq.ft.,Partially Furnished,,"Near KTM/LRT, Washing Machine",,Selangor,Kajang,2025-02-09 12:12,2025-02-09,110063405,,
RM 800 per month,"House, For rent",Terraced House,3,2,1300 sq.ft.,Partially Furnished,"Parking, Jogging Track, Playground, Barbeque area","Air-Cond, Cooking Allowed",,Perak,Teluk Intan,2025-02-09 12:11,2025-02-09,110063394,,
"RM 1,100 per month","Apartment / Condominium, For rent",Service Residence,1,1,454 sq.ft.,Fully Furnished,"Playground, Security, Lift, Parking, Swimming Pool, Gymnasium, Jogging Track, Minimart","Air-Cond, Cooking Allowed, Washing Machine","Persiaran Bangi, Bandar Baru Bangi, Bangi, Selangor",Selangor,Bangi,2025-02-09 12:11,2025-02-09,110063384,2.9655373000000003,101.78185099999999
RM 800 per month,"Apartment / Condominium, For rent",Apartment,3,2,720 sq.ft.,Partially Furnished,"Security, Parking, Playground",Cooking Allowed,"Jalan Astana 13/2, Bandar Puncak Alam, Puncak Alam, Selangor",Selangor,Puncak Alam,2025-02-09 12:10,2025-02-09,110063374,3.246662,101.4252348
"RM 1,000 per month","Apartment / Condominium, For rent",Apartment,1,1,670 sq.ft.,Fully Furnished,"Parking, Jogging Track, Security, Lift","Air-Cond, Cooking Allowed, Washing Machine","Persiaran Kulim Golf, Kulim, Kedah",Kedah,Kulim,2025-02-09 12:10,2025-02-09,110063371,5.4077174,100.5812541
"RM 2,000 per month","Apartment / Condominium, For rent",Condominium,3,2,1266 sq.ft.,Fully Furnished,"Security, Gymnasium, Barbeque area, Parking, Lift, Multipurpose hall, Playground, Swimming Pool, Sauna","Cooking Allowed, Washing Machine, Internet, Air-Cond","Jalan Lintang Selatan, Batu Lintang, Kuching, Sarawak",Sarawak,Kuching,2025-02-09 15:26,2025-02-09,110063145,,
