monthly_rent,category_id,property_type,rooms,bathroom,size,furnished,facilities,additional_facilities,state,region,publishedDatetime,ads_id,latitude,longitude,address
"RM 1,000 per month","Apartment / Condominium, For rent",Flat,2,1,600 sq.ft.,Not Furnished,Minimart,,Kuala Lumpur,Cheras,2025-01-27 01:30,109936153,,,"Jalan Perkasa 1, Taman Maluri, Cheras, Kuala Lumpur"
"RM 1,600 per month","Apartment / Condominium, For rent",Service Residence,2,2,699 sq.ft.,Fully Furnished,"Swimming Pool, Playground, Sauna, Lift, Parking, Security, Gymnasium, Multipurpose hall","Air-Cond, Cooking Allowed, Washing Machine",Melaka,Melaka City,2025-01-27 01:29,108315072,,,"Jalan Kampung Lapan, Off Jalan Tun Perak, Melaka City, Melaka"
"RM 1,450 per month","Apartment / Condominium, For rent",Apartment,3,2,880 sq.ft.,Not Furnished,"Parking, Security, Lift, Playground",,Kuala Lumpur,Setapak,2025-01-27 01:28,109387503,3.2048162719102105,101.70089288845746,"Jalan Kampung Bandar Dalam, Setapak, Kuala Lumpur"
"RM 1,100 per month","Apartment / Condominium, For rent",Condominium,2,2,901 sq.ft.,Partially Furnished,"Swimming Pool, Jogging Track, Barbeque area, Parking, Security, Gymnasium, Multipurpose hall, Lift, Sauna, Club house, Minimart, Playground",,Penang,Simpang Ampat,2025-01-27 01:27,109625467,,,"Jalan Eco Meadows Off Jalan Paboi, Simpang Ampat, Penang"
"RM 1,200 per month","Apartment / Condominium, For rent",Apartment,2,2,950 sq.ft.,Fully Furnished,"Parking, Gymnasium, Security, Swimming Pool, Playground, Barbeque area, Lift","Air-Cond, Cooking Allowed, Washing Machine, Near KTM/LRT",Penang,Tanjong Tokong,2025-01-27 01:26,109936147,,,"Medan Fettes, Fettes Park, Tanjong Tokong, Penang"
"RM 1,800 per month","House, For rent",2-storey Terraced House,5,3,1720 sq.ft.,Fully Furnished,Parking,"Air-Cond, Cooking Allowed, Washing Machine",Melaka,Pulau Gedong,2025-01-27 01:25,109936141,,,
RM 950 per month,"Apartment / Condominium, For rent",Apartment,3,2,670 sq.ft.,Partially Furnished,"Minimart, Parking, Playground, Lift",Cooking Allowed,Selangor,Subang Jaya,2025-01-27 01:23,109936025,,,"Persiaran Subang Mewah, Taman Subang Permai, Subang Jaya, Selangor"
"RM 2,100 per month","Apartment / Condominium, For rent",Condominium,3,2,1508 sq.ft.,Fully Furnished,"Security, Parking, Gymnasium, Playground, Swimming Pool","Air-Cond, Near KTM/LRT",Sabah,Kota Kinabalu,2025-01-27 01:15,109936132,,,"Lorong Hen Paya 5, Off Jalan Tuaran, Kota Kinabalu, Sabah"
"RM 1,000 per month","Apartment / Condominium, For rent",Apartment,3,2,910 sq.ft.,Not Furnished,"Security, Swimming Pool, Gymnasium, Playground, Minimart, Parking, Lift, Multipurpose hall",,Selangor,Semenyih,2025-01-27 01:09,109791702,,,"Jalan Eco Majestic 3A/5, Eco Majestic, Semenyih, Selangor"
"RM 2,500 per month","Apartment / Condominium, For rent",Service Residence,3,3,960 sq.ft.,Fully Furnished,"Security, Gymnasium, Barbeque area, Parking, Swimming Pool, Lift, Playground, Multipurpose hall",,Selangor,Seri Kembangan,2025-01-27 01:08,109826458,,,"Jalan Atmosphere Utama 2, Off Jalan Putra Permai, Seri Kembangan, Selangor"
"RM 2,300 per month","Apartment / Condominium, For rent",Service Residence,3,2,948 sq.ft.,Fully Furnished,"Gymnasium, Multipurpose hall, Lift, Security, Playground, Parking, Swimming Pool",,Kuala Lumpur,Sentul,2025-01-27 01:08,109845099,,,"Off Jalan Sentul Pasar, Sentul, Kuala Lumpur"
"RM 1,800 per month","Apartment / Condominium, For rent",Service Residence,2,1,795 sq.ft.,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",,Selangor,Shah Alam,2025-01-27 01:08,109774571,,,"Off Jalan Plumbum 7/102, I-City, Shah Alam, Selangor"
"RM 2,700 per month","Apartment / Condominium, For rent",Service Residence,3,2,864 sq.ft.,Fully Furnished,"Parking, Barbeque area, Security, Swimming Pool, Gymnasium, Lift, Playground, Minimart, Jogging Track","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Selangor,Seri Kembangan,2025-01-27 01:05,109936124,,,"Jalan Atmosphere Utama 2, Off Jalan Putra Permai, Seri Kembangan, Selangor"
"RM 6,800 per month","Apartment / Condominium, For rent",Service Residence,3,3,1755 sq.ft.,Fully Furnished,"Swimming Pool, Gymnasium, Lift, Barbeque area, Parking, Security, Playground","Air-Cond, Cooking Allowed, Washing Machine",Sabah,Kota Kinabalu,2025-01-27 01:05,109936122,,,"KK Times Square Boulevard, Off Jalan Mentari, Kota Kinabalu, Sabah"
"RM 3,100 per month","Apartment / Condominium, For rent",Condominium,3,2,1047 sq.ft.,Fully Furnished,"Multipurpose hall, Jogging Track, Security, Gymnasium, Playground, Parking, Swimming Pool, Barbeque area, Lift, Sauna, Club house, Minimart","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Penang,Tanjong Tokong,2025-01-27 01:05,109936119,,,"Jalan Seri Tg Pinang Seri Tanjung Pinang, Tanjong Tokong, Penang"
"RM 1,500 per month","House, For rent",1-storey Terraced House,3,2,1000 sq.ft.,Partially Furnished,"Parking, Playground","Air-Cond, Cooking Allowed, Washing Machine",Sabah,Tuaran,2025-01-27 01:01,109936134,,,
RM 500 per month,"Apartment / Condominium, For rent",Flat,2,1,580 sq.ft.,Not Furnished,,,Negeri Sembilan,Seremban,2025-01-27 00:50,109936097,2.7527014964819565,101.92673299088871,"Jalan Bukit Berlian 6, Taman Bukit Berlian, Seremban, Negeri Sembilan"
RM 800 per month,"Apartment / Condominium, For rent",Apartment,3,2,970 sq.ft.,Partially Furnished,"Playground, Lift, Security, Parking, Minimart","Cooking Allowed, Near KTM/LRT",Selangor,Kajang,2025-01-27 00:50,108638564,2.9839653489303766,101.78529607675662,"Jalan Pasir Emas 1, Taman Sepakat Indah, Kajang, Selangor"
"RM 1,700 per month","Apartment / Condominium, For rent",Studio,1,1,450 sq.ft.,Fully Furnished,"Parking, Barbeque area, Security, Swimming Pool, Gymnasium, Lift, Playground, Jogging Track, Minimart","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Selangor,Seri Kembangan,2025-01-27 00:45,109936112,,,"Jalan Atmosphere Utama 2, Off Jalan Putra Permai, Seri Kembangan, Selangor"
RM 899 per month,"Apartment / Condominium, For rent",Condominium,3,2,818 sq.ft.,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Multipurpose hall, Gymnasium",Cooking Allowed,Selangor,Bangi,2025-01-27 00:45,109936087,,,
"RM 2,500 per month","House, For rent",2-storey Terraced House,4,3,2000 sq.ft.,Fully Furnished,,,Penang,Bayan Baru,2025-01-27 00:45,109936086,,,
"RM 1,400 per month","Apartment / Condominium, For rent",Apartment,3,2,813 sq.ft.,Fully Furnished,"Swimming Pool, Playground, Parking, Security, Lift","Cooking Allowed, Washing Machine, Air-Cond",Selangor,Seri Kembangan,2025-01-27 00:44,109936108,3.0263145662717537,101.68032080367745,"Persiaran Puncak Jalil 2, Taman Puncak Jalil, Seri Kembangan, Selangor"
"RM 1,400 per month","Apartment / Condominium, For rent",Condominium,3,2,860 sq.ft.,Partially Furnished,"Gymnasium, Lift, Swimming Pool, Security, Parking, Playground","Cooking Allowed, Washing Machine, Air-Cond",Selangor,Semenyih,2025-01-27 00:37,109894618,,," Jalan Dana Permai, Bandar Teknologi Kajang, Semenyih, Selangor"
RM 650 per month,"Apartment / Condominium, For rent",Condominium,3,2,1700 sq.ft.,Fully Furnished,"Club house, Parking, Security, Playground, Gymnasium, Squash Court, Swimming Pool, Sauna, Tennis Court","Air-Cond, Cooking Allowed, Washing Machine",Perak,Ipoh,2025-01-27 00:35,109936057,,,"Jalan Chin Hwa, Taman Chateau, Ipoh, Perak"
"RM 3,000 per month","Apartment / Condominium, For rent",Condominium,2,1,726 sq.ft.,Fully Furnished,"Security, Lift, Parking, Gymnasium, Playground, Swimming Pool, Minimart","Air-Cond, Cooking Allowed, Washing Machine",Sabah,Kota Kinabalu,2025-01-27 00:34,109005352,,,"Off Jalan Coastal, Sutera Avenue, Kota Kinabalu, Sabah"
"RM 5,500 per month","Apartment / Condominium, For rent",Service Residence,2,2,957 sq.ft.,Fully Furnished,"Multipurpose hall, Security, Minimart, Swimming Pool, Squash Court, Parking, Barbeque area, Sauna, Gymnasium",,Penang,Georgetown,2025-01-27 00:30,109936084,,,"Persiaran Gurney, Georgetown, Penang"
"RM 2,800 per month","Apartment / Condominium, For rent",Condominium,2,1,726 sq.ft.,Fully Furnished,"Security, Lift, Parking, Gymnasium, Playground, Swimming Pool","Air-Cond, Cooking Allowed, Washing Machine",Sabah,Kota Kinabalu,2025-01-27 00:30,109005161,,,"Off Jalan Coastal, Sutera Avenue, Kota Kinabalu, Sabah"
RM 999 per month,"Apartment / Condominium, For rent",Apartment,3,2,939 sq.ft.,Partially Furnished,"Jogging Track, Multipurpose hall, Swimming Pool, Gymnasium, Parking, Playground, Lift, Barbeque area, Security, Minimart","Cooking Allowed, Washing Machine",Selangor,Setia Alam,2025-01-27 00:30,109936080,3.1284564,101.4699709,"Jalan Setia Gemilang U13/45B, Setia Alam, Selangor"
"RM 1,100 per month","Apartment / Condominium, For rent",Apartment,3,2,900 sq.ft.,Partially Furnished,"Squash Court, Security, Playground, Swimming Pool, Tennis Court, Jogging Track, Parking",,Selangor,Setia Alam,2025-01-27 00:28,109936077,3.1343152,101.473452,"Persiaran Setia Makmur, Seksyen U13, Setia Alam, Selangor"
"RM 2,000 per month","Apartment / Condominium, For rent",Condominium,3,3,1429 sq.ft.,Fully Furnished,"Playground, Swimming Pool, Gymnasium, Jogging Track, Security, Squash Court, Parking, Lift, Sauna, Barbeque area, Multipurpose hall","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Penang,Bukit Mertajam,2025-01-27 00:27,105947018,,,"Off Lorong Berjaya Baru 2, Kampung Baru, Bukit Mertajam, Penang"
"RM 1,000 per month","House, For rent",Townhouse,4,4,900 sq.ft.,Fully Furnished,,"Air-Cond, Near KTM/LRT",Penang,Bukit Mertajam,2025-01-27 00:27,109175244,,,
"RM 1,100 per month","Apartment / Condominium, For rent",Apartment,3,2,880 sq.ft.,Not Furnished,"Minimart, Parking",Cooking Allowed,Kuala Lumpur,Ampang,2025-01-27 00:27,109936074,,,"Jalan Teratai 1/2d, Taman Bukit Teratai, Ampang, Kuala Lumpur"
"RM 1,500 per month","Apartment / Condominium, For rent",Condominium,2,1,518 sq.ft.,Fully Furnished,"Parking, Gymnasium, Security, Playground, Swimming Pool",,Johor,Gelang Patah,2025-01-27 00:25,109936046,,,"Jalan Forest City - Lebuhraya Tanjung Pelepas, Gelang Patah, Johor"
"RM 5,500 per month","Apartment / Condominium, For rent",Condominium,3,2,1200 sq.ft.,Fully Furnished,"Swimming Pool, Gymnasium, Parking, Security, Playground, Barbeque area, Sauna, Lift, Multipurpose hall",,Penang,Bayan Lepas,2025-01-27 00:25,109936040,5.3374074,100.3099021,"Persiaran Bayan Indah 2, Bayan Lepas, Penang"
"RM 2,500 per month","Apartment / Condominium, For rent",Condominium,3,2,850 sq.ft.,Fully Furnished,"Tennis Court, Security, Jogging Track, Barbeque area, Playground, Swimming Pool, Gymnasium, Sauna, Parking, Lift, Minimart, Multipurpose hall",,Penang,Tanjong Tokong,2025-01-27 00:25,109936036,,,"Jalan Seri Tanjung Pinang 1, Seri Tanjung Pinang, Tanjong Tokong, Penang"
"RM 6,500 per month","Apartment / Condominium, For rent",Service Residence,2,2,945 sq.ft.,Fully Furnished,"Multipurpose hall, Security, Minimart, Swimming Pool, Squash Court, Parking, Barbeque area, Sauna, Gymnasium",,Penang,Georgetown,2025-01-27 00:24,109936070,,,"Persiaran Gurney, Georgetown, Penang"
RM 600 per month,"Apartment / Condominium, For rent",Flat,3,2,700 sq.ft.,Not Furnished,"Playground, Parking, Security, Minimart",,Penang,Ayer Itam,2025-01-27 00:24,108350988,,,"Tingkat Paya Terubong 5, Taman Terubong Indah, Ayer Itam, Penang"
"RM 1,800 per month","Apartment / Condominium, For rent",Service Residence,3,2,1107 sq.ft.,Partially Furnished,"Parking, Security, Playground, Swimming Pool, Lift, Barbeque area","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Selangor,Selayang,2025-01-27 00:23,109781828,3.259165099409541,101.6523176053863,"Persiaran 3, Bandar Baru Selayang, Selayang, Selangor"
"RM 1,600 per month","Apartment / Condominium, For rent",Service Residence,3,2,1100 sq.ft.,Fully Furnished,"Parking, Playground, Security, Swimming Pool, Lift, Minimart, Multipurpose hall, Barbeque area, Gymnasium, Jogging Track, Sauna","Air-Cond, Cooking Allowed, Near KTM/LRT",Kuala Lumpur,OUG,2025-01-27 00:21,109936059,,,"Jalan 1/152, Off Jalan Puchong, OUG, Kuala Lumpur"
"RM 1,600 per month","Apartment / Condominium, For rent",Condominium,3,2,970 sq.ft.,Fully Furnished,"Security, Playground, Swimming Pool, Gymnasium, Multipurpose hall, Lift, Parking","Air-Cond, Cooking Allowed, Washing Machine",Penang,Sungai Ara,2025-01-27 00:20,108892587,5.3349165,100.2667833,"Cangkat Sungai Ara 6A, Sungai Ara, Penang"
"RM 1,500 per month","Apartment / Condominium, For rent",Apartment,3,1,700 sq.ft.,Fully Furnished,"Parking, Playground, Jogging Track, Barbeque area, Security, Gymnasium, Lift","Air-Cond, Cooking Allowed, Washing Machine",Penang,Jelutong,2025-01-27 00:20,109343338,,,"Jalan Van Praagh, Taman Continental,, Jelutong, Penang"
RM 900 per month,"Apartment / Condominium, For rent",Apartment,3,2,835 sq.ft.,Partially Furnished,"Parking, Minimart, Barbeque area, Sauna, Security, Tennis Court, Playground, Swimming Pool, Gymnasium",Cooking Allowed,Selangor,Seri Kembangan,2025-01-27 00:10,106465846,3.0390608,101.6890918,"Jalan BS 10/2, Taman Bukit Serdang, Seri Kembangan, Selangor"
"RM 1,500 per month","Apartment / Condominium, For rent",Condominium,3,2,900 sq.ft.,Fully Furnished,"Parking, Gymnasium, Jogging Track, Sauna, Security, Squash Court, Tennis Court, Swimming Pool, Playground",,Penang,Gelugor,2025-01-27 00:10,109935986,,,"Jalan Batu Uban, Kampung Batu Uban, Gelugor, Penang"
"RM 1,700 per month","Apartment / Condominium, For rent",Service Residence,2,2,667 sq.ft.,Fully Furnished,"Security, Playground, Swimming Pool, Gymnasium, Jogging Track, Sauna, Parking, Minimart, Barbeque area",,Johor,Masai,2025-01-27 00:09,109936033,1.5071805837628012,103.86215938048505,"Persiaran Seri Alam, Bandar Baru Seri Alam, Masai, Johor"
"RM 1,600 per month","Apartment / Condominium, For rent",Condominium,3,2,1024 sq.ft.,Not Furnished,"Parking, Security, Playground, Swimming Pool, Lift, Barbeque area, Club house",Cooking Allowed,Selangor,Shah Alam,2025-01-27 00:07,109647663,3.0818660834687646,101.53278994435415,"Jalan Sultan Salahuddin Abdul Aziz Shah 9/6, Shah Alam, Selangor"
"RM 2,400 per month","House, For rent",2-storey Terraced House,4,3,1302 sq.ft.,Fully Furnished,"Playground, Parking, Gymnasium, Jogging Track","Air-Cond, Cooking Allowed, Washing Machine",Selangor,Puncak Alam,2025-01-27 00:07,109822879,,,
"RM 1,500 per month","House, For rent",Others,3,2,1000 sq.ft.,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground","Air-Cond, Cooking Allowed",Johor,Permas Jaya,2025-01-27 00:06,109761401,,,
"RM 2,000 per month","House, For rent",Terraced House,4,3,1540 sq.ft.,Partially Furnished,,Air-Cond,Johor,Johor Bahru,2025-01-27 00:04,109936021,,,
"RM 2,300 per month","Apartment / Condominium, For rent",Condominium,3,3,926 sq.ft.,Fully Furnished,"Playground, Swimming Pool, Gymnasium, Lift, Sauna, Parking, Security, Minimart, Barbeque area, Multipurpose hall","Air-Cond, Cooking Allowed, Washing Machine, Internet",Kuala Lumpur,Keramat,2025-01-26 23:56,109750958,,,"Jalan Lestari, Kampung Padang Tembak, Keramat, Kuala Lumpur"
"RM 1,300 per month","Apartment / Condominium, For rent",Apartment,3,2,850 sq.ft.,Fully Furnished,"Security, Playground, Parking, Lift","Air-Cond, Washing Machine, Cooking Allowed",Selangor,Klang,2025-01-26 23:54,109687341,2.9721406,101.4562152,"Jalan Delima 9, Bandar Parklands, Klang, Selangor"
"RM 1,000 per month","Apartment / Condominium, For rent",Flat,2,1,500 sq.ft.,Partially Furnished,Parking,"Cooking Allowed, Near KTM/LRT",Kuala Lumpur,Pandan Jaya,2025-01-26 23:54,109659965,,,"Off Jalan Pandan 1, Pandan Jaya, Kuala Lumpur"
RM 800 per month,"Apartment / Condominium, For rent",Flat,3,2,800 sq.ft.,Partially Furnished,"Playground, Minimart","Cooking Allowed, Near KTM/LRT",Selangor,Batu Caves,2025-01-26 23:50,109621222,,,"Off Lebuh Pinggiran, Taman Pinggiran, Batu Caves, Selangor"
"RM 1,200 per month","Apartment / Condominium, For rent",Apartment,3,2,800 sq.ft.,Not Furnished,"Security, Swimming Pool, Jogging Track, Lift, Playground, Barbeque area, Parking, Gymnasium",Air-Cond,Penang,Georgetown,2025-01-26 23:48,109935967,,,"No.1, Jalan Dr. Wu Lien Teh, Taman Harapan, Georgetown, Penang"
"RM 1,800 per month","Apartment / Condominium, For rent",Condominium,3,2,1116 sq.ft.,Fully Furnished,"Sauna, Parking, Gymnasium, Tennis Court, Security, Playground, Swimming Pool, Barbeque area, Lift, Minimart, Multipurpose hall, Club house, Jogging Track","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Selangor,Seri Kembangan,2025-01-26 23:45,109344150,3.0285055,101.71055075000001,"Persiaran Serdang Perdana, Taman Serdang Perdana, Seri Kembangan, Selangor"
"RM 1,950 per month","Apartment / Condominium, For rent",Condominium,3,2,900 sq.ft.,Fully Furnished,"Security, Playground, Swimming Pool, Lift, Jogging Track, Barbeque area, Gymnasium, Parking, Multipurpose hall",,Penang,Tanjong Tokong,2025-01-26 23:45,109935915,5.4483468362577625,100.30197504866534,"Persiaran Halia 3, Tanjong Tokong, Penang"
"RM 2,600 per month","House, For rent",2-storey Terraced House,5,3,2300 sq.ft.,Partially Furnished,,,Selangor,Bukit Antarabangsa,2025-01-26 23:45,109935928,,,
RM 950 per month,"Apartment / Condominium, For rent",Apartment,3,2,800 sq.ft.,Not Furnished,"Security, Minimart, Playground, Barbeque area, Parking, Lift, Multipurpose hall","Cooking Allowed, Near KTM/LRT",Selangor,Puchong,2025-01-26 23:44,109935958,3.04974975,101.6287961,"Lebuhraya Bukit Jalil, Bandar Puchong Jaya, Puchong, Selangor"
"RM 5,300 per month","Apartment / Condominium, For rent",Condominium,3,3,1200 sq.ft.,Fully Furnished,"Lift, Parking, Swimming Pool, Playground, Barbeque area, Multipurpose hall, Sauna, Security, Gymnasium",,Penang,Bayan Lepas,2025-01-26 23:44,109935956,5.337461530991244,100.30997834479288,"Persiaran Bayan Indah 2, Bayan Lepas, Penang"
"RM 1,800 per month","Apartment / Condominium, For rent",Apartment,3,2,957 sq.ft.,Fully Furnished,"Lift, Parking, Security, Swimming Pool, Gymnasium, Playground",,Sarawak,Kuching,2025-01-26 23:42,109935951,,,"No.99, Lorong 22C1, Kampung Stutong Baru, Kuching, Sarawak"
"RM 2,500 per month","Apartment / Condominium, For rent",Condominium,3,2,1313 sq.ft.,Fully Furnished,"Security, Gymnasium, Multipurpose hall, Playground, Swimming Pool, Barbeque area, Tennis Court",,Penang,Gelugor,2025-01-26 23:38,109766113,,,"Lebuh Tunku Kudin 2, Gelugor, Penang"
"RM 2,200 per month","Apartment / Condominium, For rent",Service Residence,3,2,930 sq.ft.,Partially Furnished,"Parking, Minimart, Barbeque area, Security, Swimming Pool, Gymnasium, Tennis Court, Multipurpose hall, Playground, Lift","Air-Cond, Cooking Allowed",Kuala Lumpur,Kepong,2025-01-26 23:36,109868667,3.20972245,101.65074605000001,"Jalan Kepong, Kepong, Kuala Lumpur"
"RM 2,600 per month","Apartment / Condominium, For rent",Condominium,3,2,1291 sq.ft.,Fully Furnished,"Playground, Sauna, Lift, Barbeque area, Multipurpose hall, Parking, Swimming Pool, Gymnasium, Squash Court, Security","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur,Keramat,2025-01-26 23:36,109732756,3.16661685,101.71902925,"Jalan Gurney, Kampung Datuk Keramat, Keramat, Kuala Lumpur"
