monthly_rent,category_id,property_type,rooms,bathroom,size,furnished,facilities,additional_facilities,state,region,publishedDatetime,ads_id,latitude,longitude,address
"RM 1,700 per month","Apartment / Condominium, For rent",Service Residence,2,2,635 sq.ft.,Fully Furnished,"Barbeque area, Swimming Pool, Security, Playground, Jogging Track, Parking, Gymnasium, Lift, Multipurpose hall, Minimart","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Selangor,Shah Alam,2025-01-12 22:56,104336132,,,"Jalan Uranus U5/125, Subang Pelangi, Shah Alam, Selangor"
RM 800 per month,"Apartment / Condominium, For rent",Flat,3,2,700 sq.ft.,Not Furnished,"Parking, Minimart","Near KTM/LRT, Cooking Allowed",Selangor,Seri Kembangan,2025-01-12 22:56,109484643,,,"Persiaran Lestari Puchong, Taman Lestari Putra, Seri Kembangan, Selangor"
"RM 1,500 per month","Apartment / Condominium, For rent",Service Residence,1,1,550 sq.ft.,Fully Furnished,"Multipurpose hall, Security, Barbeque area, Parking, Playground, Swimming Pool, Jogging Track, Lift, Sauna, Minimart, Tennis Court, Club house, Gymnasium","Air-Cond, Cooking Allowed, Washing Machine",Johor,Johor Bahru,2025-01-12 22:55,109768707,,,"Jalan Kangkar Tebrau, Off Jalan Pandan, Johor Bahru, Johor"
RM 800 per month,"Apartment / Condominium, For rent",Apartment,3,1,700 sq.ft.,Not Furnished,"Security, Playground, Parking","Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur,Cheras,2025-01-12 22:52,104614403,3.0761310022161754,101.7457383991615,"Jalan 3/144A, Taman Bukit Cheras, Cheras, Kuala Lumpur"
"RM 2,700 per month","Apartment / Condominium, For rent",Service Residence,3,2,850 sq.ft.,Fully Furnished,"Playground, Swimming Pool, Multipurpose hall, Parking, Security, Lift",,Johor,Johor Bahru,2025-01-12 22:50,107264954,,,"Jalan Lingkaran Dalam, Yahya Awal, Johor Bahru, Johor"
"RM 1,500 per month","Apartment / Condominium, For rent",Service Residence,3,2,916 sq.ft.,Partially Furnished,,,Selangor,Shah Alam,2025-01-12 22:50,109768748,,,"Off Persiaran Jubli Perak, Seksyen 22, Shah Alam, Selangor"
"RM 2,000 per month","House, For rent",Semi-Detached House,4,3,4800 sq.ft.,Fully Furnished,"Parking, Security, Playground, Jogging Track","Air-Cond, Cooking Allowed, Washing Machine",Selangor,Puncak Alam,2025-01-12 22:50,109768686,,,
"RM 1,700 per month","Apartment / Condominium, For rent",Condominium,3,2,926 sq.ft.,Fully Furnished,"Playground, Gymnasium, Parking, Swimming Pool, Security, Minimart, Barbeque area, Sauna, Lift, Squash Court",,Penang,Tanjung Bungah,2025-01-12 22:50,109768705,5.469054745667162,100.27674015727543,"Persiaran Tanjung Bungah, Tanjung Bungah, Penang"
"RM 1,200 per month","Apartment / Condominium, For rent",Service Residence,3,2,914 sq.ft.,Not Furnished,"Parking, Swimming Pool, Lift, Gymnasium, Barbeque area, Security, Playground",,Selangor,Bangi,2025-01-12 22:50,109768690,,,"Jalan BBLS 1, Southville City, Bangi, Selangor"
RM 700 per month,"Apartment / Condominium, For rent",Apartment,3,2,732 sq.ft.,Not Furnished,"Minimart, Playground, Parking, Security",Cooking Allowed,Perak,Ulu Kinta,2025-01-12 22:50,109768689,,,"Persiaran Lembah Perpaduan, Off Jalan Tambun, Ulu Kinta, Perak"
"RM 1,300 per month","Apartment / Condominium, For rent",Apartment,3,2,1050 sq.ft.,Partially Furnished,"Security, Lift, Parking, Swimming Pool, Playground, Gymnasium, Minimart, Barbeque area","Air-Cond, Cooking Allowed, Near KTM/LRT",Selangor,Seri Kembangan,2025-01-12 22:50,109768688,3.0397490885447205,101.70785111503075,"Persiaran Serdang Perdana, Taman Serdang Perdana , Seri Kembangan, Selangor"
"RM 3,000 per month","House, For rent",2-storey Terraced House,4,3,1540 sq.ft.,Fully Furnished,"Parking, Security, Playground, Minimart, Jogging Track","Air-Cond, Cooking Allowed, Washing Machine",Johor,Setia Tropika,2025-01-12 22:49,109768747,,,
"RM 1,300 per month","Apartment / Condominium, For rent",Service Residence,2,1,450 sq.ft.,Fully Furnished,"Playground, Club house, Swimming Pool, Gymnasium, Tennis Court, Lift, Parking, Multipurpose hall, Security","Air-Cond, Washing Machine",Selangor,Seri Kembangan,2025-01-12 22:49,109704653,3.007706987774196,101.67985144056075,"Jalan Equine, Taman Equine, Seri Kembangan, Selangor"
RM 900 per month,"Apartment / Condominium, For rent",Apartment,3,2,915 sq.ft.,Not Furnished,"Security, Parking",,Selangor,Puchong,2025-01-12 22:45,109768683,3.0524993499999997,101.62676257265649,"Jalan Bangau 2, Bandar Puchong Jaya, Puchong, Selangor"
"RM 2,700 per month","Apartment / Condominium, For rent",Service Residence,3,2,1065 sq.ft.,Fully Furnished,"Lift, Parking, Swimming Pool, Sauna, Jogging Track, Gymnasium, Multipurpose hall, Security, Playground","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Selangor,Klang,2025-01-12 22:42,108069013,2.9946901,101.4424514,"Persiaran Batu Nilam 16, Bandar Bukit Tinggi 2, Klang, Selangor"
"RM 2,800 per month","Apartment / Condominium, For rent",Service Residence,3,2,1065 sq.ft.,Partially Furnished,"Gymnasium, Jogging Track, Swimming Pool, Parking, Multipurpose hall, Security, Playground, Lift, Sauna","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Selangor,Klang,2025-01-12 22:42,108194487,2.9946901,101.4424514,"Persiaran Batu Nilam 16, Bandar Bukit Tinggi 2, Klang, Selangor"
"RM 1,250 per month","House, For rent",2-storey Terraced House,3,3,1100 sq.ft.,Partially Furnished,,"Air-Cond, Cooking Allowed",Selangor,Klang,2025-01-12 22:41,109391605,,,
RM 480 per month,"Apartment / Condominium, For rent",Flat,2,1,527 sq.ft.,Not Furnished,"Playground, Minimart, Parking",Cooking Allowed,Melaka,Melaka City,2025-01-12 22:40,109068075,2.218304,102.2355214,"Jalan Kesidang 2/17, Taman Anika, Melaka City, Melaka"
"RM 1,050 per month","Apartment / Condominium, For rent",Apartment,3,2,700 sq.ft.,Partially Furnished,"Parking, Security",Cooking Allowed,Penang,Bukit Jambul,2025-01-12 22:37,109334964,,,"No. 16 & 18, Jalan Tun Dr. Awang, Bukit Jambul, Penang"
"RM 1,100 per month","Apartment / Condominium, For rent",Apartment,3,2,650 sq.ft.,Partially Furnished,"Minimart, Playground, Security, Parking, Lift, Jogging Track, Multipurpose hall, Barbeque area","Cooking Allowed, Near KTM/LRT",Selangor,Petaling Jaya,2025-01-12 22:37,109465327,3.0718751615082938,101.63588509755212,"Jalan PJS 2B/1, Petaling Jaya, Selangor"
"RM 1,300 per month","Apartment / Condominium, For rent",Condominium,3,2,870 sq.ft.,Partially Furnished,"Playground, Gymnasium, Sauna, Swimming Pool, Lift, Barbeque area, Jogging Track, Multipurpose hall, Security, Parking","Air-Cond, Washing Machine, Cooking Allowed",Negeri Sembilan,Nilai,2025-01-12 22:36,109714699,,,"Persiaran Perdana, Taman Bucida Hijauan, Nilai, Negeri Sembilan"
"RM 1,300 per month","Apartment / Condominium, For rent",Service Residence,1,1,450 sq.ft.,Fully Furnished,"Swimming Pool, Playground, Parking, Lift, Multipurpose hall, Security, Gymnasium","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Selangor,Seri Kembangan,2025-01-12 22:35,109638135,3.0076988,101.6798388,"Jalan Equine, Taman Equine, Seri Kembangan, Selangor"
"RM 1,200 per month","Apartment / Condominium, For rent",Condominium,3,2,700 sq.ft.,Not Furnished,"Security, Minimart, Playground, Parking, Gymnasium, Lift","Air-Cond, Cooking Allowed, Washing Machine",Penang,Bayan Lepas,2025-01-12 22:35,109321323,,,"Jalan Rumbia, Kampung Seberang Paya, Bayan Lepas, Penang"
"RM 2,000 per month","Apartment / Condominium, For rent",Condominium,3,3,1100 sq.ft.,Partially Furnished,"Swimming Pool, Lift, Parking, Security, Squash Court, Jogging Track, Minimart, Playground, Gymnasium, Sauna","Cooking Allowed, Near KTM/LRT, Washing Machine",Selangor,Shah Alam,2025-01-12 22:35,109768573,3.075600964775376,101.4980383113529,"Jalan Ferum 7/31a, Shah Alam, Selangor"
"RM 1,700 per month","Apartment / Condominium, For rent",Apartment,3,2,1023 sq.ft.,Partially Furnished,"Security, Jogging Track, Multipurpose hall, Swimming Pool, Playground, Parking, Lift, Gymnasium, Sauna, Barbeque area","Cooking Allowed, Air-Cond, Washing Machine",Johor,Iskandar Puteri,2025-01-12 22:35,109768572,1.4804618,103.6024372,"Persiaran Bayu, Nusa Bayu, Iskandar Puteri, Johor"
"RM 1,650 per month","Apartment / Condominium, For rent",Condominium,3,2,1350 sq.ft.,Fully Furnished,"Club house, Parking, Lift, Security, Playground, Swimming Pool, Gymnasium, Multipurpose hall","Air-Cond, Cooking Allowed, Washing Machine",Sabah,Sandakan,2025-01-12 22:34,109026613,,,"Off Jalan Taman Utama, Bandar Utama, Sandakan, Sabah"
"RM 1,200 per month","Apartment / Condominium, For rent",Service Residence,1,1,450 sq.ft.,Partially Furnished,"Parking, Sauna, Security, Minimart, Barbeque area, Club house, Swimming Pool, Gymnasium, Jogging Track, Lift, Playground","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Selangor,Seri Kembangan,2025-01-12 22:34,109694072,,,"Off Persiaran Pinggiran Putra, Taman Pinggiran Putra, Seri Kembangan, Selangor"
"RM 1,400 per month","House, For rent",2-storey Terraced House,3,3,1170 sq.ft.,Not Furnished,,Air-Cond,Selangor,Rawang,2025-01-12 22:32,109585351,,,
"RM 1,400 per month","House, For rent",2-storey Terraced House,4,3,1540 sq.ft.,Partially Furnished,,,Selangor,Puncak Alam,2025-01-12 22:32,109703911,,,
"RM 1,500 per month","Apartment / Condominium, For rent",Service Residence,2,2,890 sq.ft.,Partially Furnished,"Swimming Pool, Lift, Parking, Minimart, Security, Playground, Gymnasium, Jogging Track","Air-Cond, Cooking Allowed, Washing Machine",Selangor,Batu Caves,2025-01-12 22:30,109768551,,,"Off Lebuhraya Selayang - Kepong, Taman Selayang Jaya, Batu Caves, Selangor"
"RM 6,500 per month","Apartment / Condominium, For rent",Condominium,3,5,2217 sq.ft.,Fully Furnished,"Swimming Pool, Lift, Parking, Security, Sauna, Gymnasium, Squash Court, Barbeque area, Multipurpose hall, Playground","Cooking Allowed, Air-Cond, Washing Machine",Johor,Johor Bahru,2025-01-12 22:30,109768550,,,"Jalan Lingkaran Dalam, Bukit Senyum, Johor Bahru, Johor"
"RM 1,700 per month","Apartment / Condominium, For rent",Apartment,3,2,850 sq.ft.,Fully Furnished,,"Cooking Allowed, Near KTM/LRT, Washing Machine",Selangor,Shah Alam,2025-01-12 22:30,109768547,,,"Off Persiaran Permai, Seksyen 7, Shah Alam, Selangor"
"RM 3,000 per month","Apartment / Condominium, For rent",Condominium,3,2,1488 sq.ft.,Fully Furnished,"Swimming Pool, Lift, Parking, Security, Gymnasium, Squash Court, Sauna, Club house, Playground","Air-Cond, Cooking Allowed, Near KTM/LRT",Kuala Lumpur,Setapak,2025-01-12 22:30,109768546,3.187000590510331,101.7047631388103,"Jalan Tiara Titiwangsa, Setapak, Kuala Lumpur"
RM 900 per month,"Apartment / Condominium, For rent",Apartment,3,2,650 sq.ft.,Not Furnished,"Security, Parking, Playground, Swimming Pool, Gymnasium, Minimart, Barbeque area, Multipurpose hall, Jogging Track","Cooking Allowed, Near KTM/LRT",Selangor,Damansara Damai,2025-01-12 22:30,108988953,3.1944092,101.5862976,"Jalan PJU 10/4, Damansara Damai, Damansara Damai, Selangor"
"RM 3,000 per month","Apartment / Condominium, For rent",Service Residence,2,2,880 sq.ft.,Fully Furnished,"Parking, Security, Lift","Air-Cond, Cooking Allowed, Internet, Washing Machine",Penang,Juru,2025-01-12 22:30,108849219,5.3432108,100.435914,"Jalan Juru Sentral, Juru, Penang"
"RM 2,980 per month","Apartment / Condominium, For rent",Service Residence,3,3,1515 sq.ft.,Fully Furnished,"Minimart, Playground, Gymnasium, Club house, Multipurpose hall, Swimming Pool, Parking, Security, Lift, Sauna, Barbeque area, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Selangor,Subang Jaya,2025-01-12 22:28,109649520,,,"Off Jalan SS 16/1, SS16, Subang Jaya, Selangor"
"RM 4,800 per month","Apartment / Condominium, For rent",Apartment,3,2,849 sq.ft.,Fully Furnished,"Parking, Gymnasium, Lift, Sauna, Security, Playground, Swimming Pool, Barbeque area","Air-Cond, Cooking Allowed, Washing Machine, Near KTM/LRT",Kuala Lumpur,Ampang Hilir,2025-01-12 22:28,109768649,3.160284522998412,101.74203546612706,"Jalan Ampang, Ampang Hilir, Kuala Lumpur"
"RM 2,400 per month","Apartment / Condominium, For rent",Condominium,3,2,1200 sq.ft.,Fully Furnished,"Security, Barbeque area, Tennis Court, Playground, Gymnasium, Parking, Minimart, Swimming Pool, Squash Court, Sauna",,Kuala Lumpur,Taman Desa,2025-01-12 22:28,109768646,3.101148881389193,101.6853553904593,"Jalan 3/109F, Taman Desa, Kuala Lumpur"
"RM 1,300 per month","Apartment / Condominium, For rent",Service Residence,1,1,799 sq.ft.,Fully Furnished,"Playground, Multipurpose hall, Security, Swimming Pool, Barbeque area, Sauna, Gymnasium, Lift","Air-Cond, Cooking Allowed, Washing Machine",Johor,Johor Bahru,2025-01-12 22:27,109768643,1.5012824,103.7887113,"Jalan Bayu Puteri 2, Taman Bayu Puteri, Johor Bahru, Johor"
"RM 2,500 per month","House, For rent",Bungalow House,5,3,2800 sq.ft.,Partially Furnished,Parking,"Air-Cond, Washing Machine",Sarawak,Miri,2025-01-12 22:26,99452134,,,
"RM 2,000 per month","Apartment / Condominium, For rent",Apartment,3,2,824 sq.ft.,Partially Furnished,"Parking, Playground, Security, Swimming Pool, Multipurpose hall, Gymnasium, Barbeque area",,Sarawak,Kuching,2025-01-12 22:26,109768636,,,"Jalan Stampin Baru 4, Off Jalan Stutong Baru, Kuching, Sarawak"
"RM 5,600 per month","Apartment / Condominium, For rent",Condominium,3,4,2217 sq.ft.,Fully Furnished,"Swimming Pool, Lift, Parking, Security, Sauna, Gymnasium, Squash Court, Barbeque area, Multipurpose hall, Playground, Minimart, Jogging Track, Club house, Tennis Court","Air-Cond, Cooking Allowed, Washing Machine",Johor,Johor Bahru,2025-01-12 22:25,109768631,,,"Jalan Lingkaran Dalam, Bukit Senyum, Johor Bahru, Johor"
"RM 5,500 per month","House, For rent",Semi-Detached House,4,3,1887 sq.ft.,Fully Furnished,"Parking, Security, Playground, Jogging Track, Club house",,Selangor,Setia Eco Park,2025-01-12 22:25,109768618,,,
"RM 1,300 per month","Apartment / Condominium, For rent",Apartment,3,2,838 sq.ft.,Partially Furnished,"Security, Playground, Multipurpose hall, Club house, Gymnasium, Lift, Barbeque area, Parking, Swimming Pool",,Selangor,Setia Alam,2025-01-12 22:25,109768615,3.131964256977694,101.46138269834668,"No.12, Jalan Setia Permai U13/40, Seksyen U13, Setia Alam, Selangor"
"RM 7,000 per month","House, For rent",Bungalow House,6,5,9000 sq.ft.,Fully Furnished,,,Melaka,Bukit Beruang,2025-01-12 22:25,103572030,,,
"RM 1,050 per month","Apartment / Condominium, For rent",Flat,3,1,800 sq.ft.,Partially Furnished,,"Air-Cond, Cooking Allowed, Washing Machine",Melaka,Melaka City,2025-01-12 22:25,108132490,2.2054905614471165,102.2309618012022,"Lorong Tengkera Jaya, Taman Sri Siantan, Melaka City, Melaka"
"RM 5,800 per month","House, For rent",Cluster House,4,6,3150 sq.ft.,Fully Furnished,Security,,Johor,Iskandar Puteri,2025-01-12 22:25,109768531,,,
"RM 2,700 per month","Apartment / Condominium, For rent",Condominium,2,2,870 sq.ft.,Fully Furnished,"Multipurpose hall, Playground, Swimming Pool, Gymnasium, Sauna, Parking, Security, Minimart, Barbeque area",,Johor,Johor Bahru,2025-01-12 22:25,109768533,,,"Jalan Storey, Bukit Senyum, Johor Bahru, Johor"
"RM 1,650 per month","Apartment / Condominium, For rent",Service Residence,4,2,1400 sq.ft.,Partially Furnished,Parking,,Johor,Johor Bahru,2025-01-12 22:25,109768532,1.5634847,103.79511975,"Jalan Harmonium 24/2, Taman Desa Tebrau, Johor Bahru, Johor"
"RM 1,300 per month","Apartment / Condominium, For rent",Condominium,3,2,978 sq.ft.,Not Furnished,"Club house, Minimart, Playground, Parking, Swimming Pool, Barbeque area, Security, Gymnasium, Lift",Cooking Allowed,Selangor,Batu Caves,2025-01-12 22:25,109768528,,,"Jalan Samudera Timur 1, Taman Samudra, Batu Caves, Selangor"
"RM 1,900 per month","House, For rent",2-storey Terraced House,5,3,1540 sq.ft.,Fully Furnished,,,Melaka,Klebang,2025-01-12 22:24,107787326,,,
"RM 3,500 per month","Apartment / Condominium, For rent",Condominium,2,2,1050 sq.ft.,Fully Furnished,"Playground, Swimming Pool, Club house, Parking, Gymnasium, Tennis Court, Barbeque area, Security, Squash Court, Lift","Air-Cond, Cooking Allowed, Washing Machine, Near KTM/LRT",Kuala Lumpur,Bangsar,2025-01-12 22:24,107053287,3.1403364819234305,101.66383382220458,"Jalan Medang Serai, Bukit Bandaraya, Bangsar, Kuala Lumpur"
"RM 1,590 per month","House, For rent",2-storey Terraced House,4,3,1250 sq.ft.,Partially Furnished,,Cooking Allowed,Johor,Gelang Patah,2025-01-12 22:23,109768594,,,
"RM 1,800 per month","Apartment / Condominium, For rent",Condominium,3,2,1100 sq.ft.,Fully Furnished,"Parking, Gymnasium, Security, Barbeque area, Multipurpose hall, Swimming Pool, Lift, Jogging Track",,Penang,Simpang Ampat,2025-01-12 22:23,109768592,,,"Jalan Eco Meadows Off Jalan Paboi, Simpang Ampat, Penang"
"RM 1,100 per month","Apartment / Condominium, For rent",Service Residence,3,2,845 sq.ft.,Partially Furnished,"Minimart, Playground, Swimming Pool, Parking, Security, Multipurpose hall, Lift, Jogging Track","Air-Cond, Cooking Allowed, Washing Machine",Selangor,Puncak Alam,2025-01-12 22:23,109768588,3.238953188028939,101.44780297706075,"Jalan PPAJ 5, Pusat Perdagangan Alam Jaya, Puncak Alam, Selangor"
"RM 1,400 per month","Apartment / Condominium, For rent",Condominium,3,2,1140 sq.ft.,Partially Furnished,"Lift, Multipurpose hall, Club house, Swimming Pool, Jogging Track, Sauna, Parking, Barbeque area, Security, Playground, Gymnasium",,Penang,Simpang Ampat,2025-01-12 22:22,109768580,,,"Lorong Lembah Indah 1, Simpang Ampat, Penang"
"RM 1,800 per month","Apartment / Condominium, For rent",Condominium,3,2,975 sq.ft.,Fully Furnished,"Parking, Swimming Pool, Gymnasium, Jogging Track, Minimart, Security, Playground","Air-Cond, Cooking Allowed, Washing Machine",Selangor,Cyberjaya,2025-01-12 22:22,109746841,,,"Persiaran Sepang Off Persiaran Multimedia, Cyberjaya, Selangor"
"RM 1,500 per month","Apartment / Condominium, For rent",Service Residence,3,2,807 sq.ft.,Partially Furnished,"Gymnasium, Multipurpose hall, Parking, Security, Playground, Swimming Pool, Barbeque area","Air-Cond, Cooking Allowed, Washing Machine",Selangor,Sepang,2025-01-12 22:21,109747004,2.826571,101.7006692,"Warisan Puteri, Persiaran Warisan, Sepang, Selangor"
"RM 1,450 per month","Apartment / Condominium, For rent",Condominium,3,2,850 sq.ft.,Partially Furnished,"Swimming Pool, Jogging Track, Multipurpose hall, Security, Minimart, Playground, Gymnasium, Barbeque area",,Selangor,Cyberjaya,2025-01-12 22:21,109746880,,,"Lot 108634, Persiaran Sepang, Cyber 11, Cyberjaya, Selangor"
"RM 1,600 per month","Apartment / Condominium, For rent",Condominium,3,2,850 sq.ft.,Partially Furnished,"Gymnasium, Minimart, Swimming Pool, Jogging Track, Barbeque area, Multipurpose hall, Security, Playground","Air-Cond, Cooking Allowed, Washing Machine",Selangor,Cyberjaya,2025-01-12 22:20,109036743,,,"Lot 108634, Persiaran Sepang, Cyber 11, Cyberjaya, Selangor"
"RM 2,100 per month","Apartment / Condominium, For rent",Duplex,3,2,958 sq.ft.,Partially Furnished,"Security, Playground, Jogging Track, Swimming Pool, Parking, Minimart, Gymnasium","Air-Cond, Washing Machine, Cooking Allowed",Selangor,Cyberjaya,2025-01-12 22:19,109065314,,,"Persiaran Sepang Off Persiaran Multimedia, Cyberjaya, Selangor"
"RM 2,000 per month","House, For rent",2-storey Terraced House,5,3,1800 sq.ft.,Fully Furnished,"Parking, Jogging Track","Air-Cond, Cooking Allowed, Washing Machine",Selangor,Shah Alam,2025-01-12 22:18,109704482,,,
"RM 2,800 per month","Apartment / Condominium, For rent",Service Residence,3,2,1500 sq.ft.,Fully Furnished,"Lift, Club house, Parking, Gymnasium, Sauna, Security, Swimming Pool, Multipurpose hall, Playground, Jogging Track, Barbeque area","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Penang,Gelugor,2025-01-12 22:16,109674661,,,"Persiaran Bukit Gambir, Gelugor, Penang"
"RM 1,500 per month","Apartment / Condominium, For rent",Apartment,4,2,1200 sq.ft.,Fully Furnished,"Swimming Pool, Gymnasium, Playground, Security, Parking, Lift, Sauna, Squash Court, Tennis Court, Multipurpose hall, Barbeque area","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Penang,Bukit Mertajam,2025-01-12 22:16,109439575,,,"Off Jalan Kampung Baru, Bukit Mertajam, Penang"
"RM 1,700 per month","Apartment / Condominium, For rent",Duplex,1,2,775 sq.ft.,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Sauna, Minimart, Multipurpose hall, Jogging Track","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur,Old Klang Road,2025-01-12 22:16,76518404,3.09346915,101.67657204176042,"Jalan Klang Lama, Old Klang Road, Kuala Lumpur"
"RM 1,700 per month","Apartment / Condominium, For rent",Condominium,3,2,1000 sq.ft.,Fully Furnished,"Barbeque area, Playground, Lift, Security, Gymnasium, Jogging Track, Parking, Swimming Pool, Multipurpose hall, Sauna","Air-Cond, Cooking Allowed, Washing Machine",Penang,Bayan Lepas,2025-01-12 22:16,109325818,,,"Tingkat Kelicap, Off Persiaran Kelicap, Bayan Lepas, Penang"
"RM 1,600 per month","Apartment / Condominium, For rent",Apartment,3,2,1069 sq.ft.,Fully Furnished,"Parking, Security, Barbeque area, Sauna, Playground, Lift, Swimming Pool, Tennis Court, Gymnasium, Multipurpose hall","Air-Cond, Washing Machine, Cooking Allowed",Melaka,Melaka City,2025-01-12 22:14,109026139,2.1972175121363713,102.23783711673323,"Jalan KLJ 2, Taman Kota Laksamana, Melaka City, Melaka"
"RM 1,500 per month","House, For rent",3-storey Terraced House,5,5,1400 sq.ft.,Not Furnished,,,Selangor,Rawang,2025-01-12 22:13,109214894,,,
"RM 1,400 per month","Apartment / Condominium, For rent",Apartment,3,2,1078 sq.ft.,Not Furnished,"Swimming Pool, Multipurpose hall, Parking, Minimart, Playground, Barbeque area, Security, Sauna",,Johor,Johor Bahru,2025-01-12 22:12,109622787,1.5033100048384866,103.64325595208462,"Jalan Aman, Taman Skudai Baru, Johor Bahru, Johor"
"RM 1,500 per month","Apartment / Condominium, For rent",Service Residence,3,2,1000 sq.ft.,Partially Furnished,"Parking, Minimart, Multipurpose hall, Security, Playground, Lift","Air-Cond, Cooking Allowed, Washing Machine",Johor,Ulu Tiram,2025-01-12 22:10,109768522,1.5776111571972675,103.79830757423358,"Jalan Cantik 4, Taman Pelangi Indah, Ulu Tiram, Johor"
RM 900 per month,"House, For rent",1-storey Terraced House,3,1,1300 sq.ft.,Partially Furnished,"Parking, Playground, Jogging Track",,Penang,Bukit Minyak,2025-01-12 22:10,108999691,,,
"RM 1,800 per month","Apartment / Condominium, For rent",Apartment,3,3,1400 sq.ft.,Fully Furnished,"Security, Minimart, Playground, Parking, Lift","Air-Cond, Cooking Allowed, Washing Machine",Penang,Bayan Lepas,2025-01-12 22:10,109286735,5.33344825,100.29353725,"3 Medan Kampung Relau, Bayan Lepas, Penang"
"RM 1,200 per month","Apartment / Condominium, For rent",Condominium,3,2,800 sq.ft.,Not Furnished,"Security, Gymnasium, Barbeque area, Parking, Playground, Swimming Pool, Lift","Air-Cond, Cooking Allowed",Penang,Ayer Itam,2025-01-12 22:10,108064875,,,"Lorong Semarak Api 3, Ayer Itam, Penang"
"RM 2,500 per month","Apartment / Condominium, For rent",Service Residence,2,2,1000 sq.ft.,Fully Furnished,"Gymnasium, Lift, Multipurpose hall, Minimart, Barbeque area, Parking, Security, Swimming Pool",,Johor,Masai,2025-01-12 22:10,109768456,,,"Jalan Mersawa 16, Taman Cahaya, Masai, Johor"
"RM 1,900 per month","Apartment / Condominium, For rent",Condominium,2,2,800 sq.ft.,Fully Furnished,"Barbeque area, Multipurpose hall, Swimming Pool, Gymnasium, Playground, Parking, Security, Minimart","Air-Cond, Cooking Allowed, Washing Machine",Johor,Iskandar Puteri,2025-01-12 22:10,109768451,,,"Persiaran Medini Utara 3, Off Lebuh Medini Utama, Iskandar Puteri, Johor"
"RM 1,100 per month","Apartment / Condominium, For rent",Service Residence,2,1,630 sq.ft.,Not Furnished,"Parking, Security, Lift, Gymnasium, Multipurpose hall, Minimart, Playground, Swimming Pool",,Selangor,Port Klang,2025-01-12 22:10,109768443,,,"Jalan Bayuemas, Port Klang, Selangor"
"RM 1,400 per month","Apartment / Condominium, For rent",Apartment,3,2,850 sq.ft.,Partially Furnished,"Parking, Playground, Lift","Air-Cond, Cooking Allowed",Johor,Johor Bahru,2025-01-12 22:09,109768512,1.4958296643523479,103.78855818909862,"Jalan Sri Stulang, Taman Desa Belantik, Johor Bahru, Johor"
"RM 1,100 per month","Apartment / Condominium, For rent",Condominium,1,1,406 sq.ft.,Fully Furnished,"Playground, Swimming Pool, Barbeque area, Minimart, Parking, Lift, Security, Jogging Track, Sauna, Gymnasium","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Selangor,Damansara Perdana,2025-01-12 22:08,109768508,3.164558222516359,101.60512190338498,"Jalan PJU 8/2, Damansara Perdana, Selangor"
"RM 2,000 per month","Apartment / Condominium, For rent",Service Residence,3,2,900 sq.ft.,Fully Furnished,"Gymnasium, Multipurpose hall, Playground, Lift, Parking, Security, Minimart, Swimming Pool, Barbeque area","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur,Segambut,2025-01-12 22:08,109768507,3.188705399966709,101.65491853601065,"Jalan Lang Emas, Taman Segambut Aman, Segambut, Kuala Lumpur"
"RM 1,600 per month","Apartment / Condominium, For rent",Service Residence,2,2,538 sq.ft.,Fully Furnished,"Swimming Pool, Barbeque area, Parking","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Selangor,Selayang,2025-01-12 22:08,109768506,,,"Off Jalan Kuching, Taman Prima Selayang, Selayang, Selangor"
"RM 3,000 per month","House, For rent",3-storey Terraced House,5,3,2050 sq.ft.,Not Furnished,,,Penang,Bayan Lepas,2025-01-12 22:06,109768498,,,
"RM 2,300 per month","Apartment / Condominium, For rent",Condominium,1,1,500 sq.ft.,Fully Furnished,"Multipurpose hall, Playground, Swimming Pool, Gymnasium, Sauna, Parking, Security, Minimart, Barbeque area",,Johor,Johor Bahru,2025-01-12 22:05,109768491,,,"Jalan Storey, Bukit Senyum, Johor Bahru, Johor"
"RM 1,500 per month","Apartment / Condominium, For rent",Service Residence,1,1,301 sq.ft.,Fully Furnished,"Parking, Security, Lift, Minimart","Air-Cond, Cooking Allowed, Washing Machine",Selangor,Petaling Jaya,2025-01-12 22:05,109768431,,,"Off Jalan Semangat, Seksyen 13, Petaling Jaya, Selangor"
