monthly_rent,category_id,property_type,rooms,bathroom,size,furnished,facilities,additional_facilities,address,state,region,publishedDatetime,scrape_date,ads_id,latitude,longitude
"RM 2,600 per month","Apartment / Condominium, For rent",Apartment,2,2,839 sq.ft.,Fully Furnished,"Swimming Pool, Security, Gymnasium, Lift, Parking",,"Lorong Kemajuan, Taman Kemajuan, Kota Kinabalu, Sabah",Sabah,Kota Kinabalu,2025-02-05 19:05,2025-02-06,109991948,6.001958211174531,116.1171373112631
"RM 1,500 per month","Apartment / Condominium, For rent",Condominium,3,2,850 sq.ft.,Partially Furnished,"Barbeque area, Security, Playground, Gymnasium, Tennis Court, Jogging Track, Sauna, Parking, Swimming Pool, Lift","Air-Cond, Cooking Allowed","No.50, Persiaran Minden 1, Gelugor, Penang",Penang,Gelugor,2025-02-05 19:05,2025-02-06,110022297,,
"RM 1,300 per month","Apartment / Condominium, For rent",Condominium,3,2,1000 sq.ft.,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Minimart, Jogging Track","Air-Cond, Cooking Allowed, Internet, Washing Machine","Kampung Baru Puchong, Puchong, Selangor",Selangor,Puchong,2025-02-05 19:05,2025-02-06,110022295,2.9926006,101.6265929
RM 850 per month,"Apartment / Condominium, For rent",Apartment,3,2,650 sq.ft.,Not Furnished,"Parking, Minimart, Multipurpose hall, Jogging Track","Cooking Allowed, Near KTM/LRT, Internet","Persiaran Lestari Puchong, Taman Lestari Putra, Seri Kembangan, Selangor",Selangor,Seri Kembangan,2025-02-05 19:05,2025-02-06,110022292,,
"RM 2,700 per month","Apartment / Condominium, For rent",Condominium,3,2,1100 sq.ft.,Fully Furnished,"Security, Parking, Playground, Swimming Pool, Barbeque area, Multipurpose hall, Lift, Gymnasium","Air-Cond, Cooking Allowed, Washing Machine","Lorong Bunga Matahari 1, Taman Fantasi, Kota Kinabalu, Sabah",Sabah,Kota Kinabalu,2025-02-05 19:05,2025-02-06,110022104,5.976890282030553,116.08401996712102
"RM 1,800 per month","Apartment / Condominium, For rent",Condominium,3,2,1314 sq.ft.,Fully Furnished,"Parking, Jogging Track, Lift, Minimart, Gymnasium, Swimming Pool, Barbeque area, Security, Playground",,"Jalan Paya Terubong, Off Jalan Dato Ismail Hashim, Relau, Penang",Penang,Relau,2025-02-05 19:05,2025-02-06,110022085,,
RM 700 per month,"Apartment / Condominium, For rent",Apartment,3,2,883 sq.ft.,Not Furnished,"Parking, Security, Playground",,"Lorong Widuri 1, Off Lorong Chempa, Butterworth, Penang",Penang,Butterworth,2025-02-05 19:05,2025-02-06,110022080,,
"RM 1,800 per month","Apartment / Condominium, For rent",Condominium,3,2,1200 sq.ft.,Fully Furnished,"Playground, Gymnasium, Tennis Court, Sauna, Security, Barbeque area, Parking, Swimming Pool, Lift","Air-Cond, Cooking Allowed, Washing Machine","No. 72, Scotland Road, Greenlane, Penang",Penang,Greenlane,2025-02-05 19:05,2025-02-06,110022058,,
"RM 1,750 per month","Apartment / Condominium, For rent",Service Residence,2,2,720 sq.ft.,Partially Furnished,,"Cooking Allowed, Near KTM/LRT, Air-Cond","Persiaran Sri Raya, Cheras, Kuala Lumpur",Kuala Lumpur,Cheras,2025-02-05 19:05,2025-02-06,110022056,,
"RM 4,300 per month","Apartment / Condominium, For rent",Condominium,2,3,1000 sq.ft.,Fully Furnished,"Multipurpose hall, Security, Gymnasium, Sauna, Lift, Parking, Swimming Pool, Playground, Barbeque area","Air-Cond, Cooking Allowed, Washing Machine","Persiaran Bayan Indah 2, Bayan Lepas, Penang",Penang,Bayan Lepas,2025-02-05 19:05,2025-02-06,109295875,5.337461530991244,100.30997834479288
"RM 1,500 per month","Apartment / Condominium, For rent",Condominium,3,2,900 sq.ft.,Partially Furnished,"Parking, Gymnasium, Multipurpose hall, Swimming Pool, Lift, Security, Playground, Jogging Track, Barbeque area","Air-Cond, Cooking Allowed","Jalan Sungai Ara 10, Sungai Ara, Penang",Penang,Sungai Ara,2025-02-05 19:05,2025-02-06,109291790,5.324706243120469,100.26045410389942
"RM 3,400 per month","House, For rent",2-storey Terraced House,4,3,1400 sq.ft.,Not Furnished,"Security, Jogging Track, Club house, Playground, Swimming Pool",,,Johor,Iskandar Puteri,2025-02-05 19:05,2025-02-06,110022086,,
"RM 2,299 per month","House, For rent",2-storey Terraced House,4,3,1900 sq.ft.,Partially Furnished,"Parking, Minimart",Cooking Allowed,,Penang,Batu Maung,2025-02-05 19:05,2025-02-06,109099726,,
"RM 1,800 per month","Apartment / Condominium, For rent",Service Residence,3,2,860 sq.ft.,Fully Furnished,"Barbeque area, Security, Swimming Pool, Gymnasium, Parking","Air-Cond, Cooking Allowed, Washing Machine, Near KTM/LRT","Jalan Atmosphere Utama 2, Off Jalan Putra Permai, Seri Kembangan, Selangor",Selangor,Seri Kembangan,2025-02-05 19:05,2025-02-06,110022055,,
"RM 1,300 per month","Apartment / Condominium, For rent",Apartment,3,2,750 sq.ft.,Not Furnished,"Parking, Lift, Barbeque area, Minimart, Security, Gymnasium, Tennis Court, Jogging Track, Playground, Swimming Pool, Squash Court, Sauna","Cooking Allowed, Air-Cond","Lengkok Nipah 2, Taman Lip Sin, Gelugor, Penang",Penang,Gelugor,2025-02-05 19:05,2025-02-06,110022119,,
"RM 1,048 per month","Apartment / Condominium, For rent",Condominium,3,2,900 sq.ft.,Partially Furnished,"Playground, Tennis Court, Gymnasium, Minimart, Swimming Pool, Parking, Security","Cooking Allowed, Near KTM/LRT, Air-Cond","Persiaran Seri Timah, Taman Seri Timah, Seri Kembangan, Selangor",Selangor,Seri Kembangan,2025-02-05 19:05,2025-02-06,110022109,,
"RM 2,400 per month","Apartment / Condominium, For rent",Service Residence,2,2,800 sq.ft.,Fully Furnished,"Security, Lift, Sauna, Parking, Gymnasium, Swimming Pool, Club house",,"Persiaran Bukit Gambir, Gelugor, Penang",Penang,Gelugor,2025-02-05 19:05,2025-02-06,110022107,,
"RM 1,900 per month","Apartment / Condominium, For rent",Condominium,2,2,1050 sq.ft.,Fully Furnished,"Swimming Pool, Parking, Security",,"Jalan Tengku Ampuan Rahimah 9/20, Section 9, Shah Alam, Selangor",Selangor,Shah Alam,2025-02-05 19:05,2025-02-06,108463810,3.0885529568646137,101.52364460792977
"RM 1,599 per month","Apartment / Condominium, For rent",Condominium,3,2,960 sq.ft.,Partially Furnished,"Playground, Security, Swimming Pool, Barbeque area, Gymnasium, Lift, Parking",,"Jalan 1/27, Taman Sri Rampai, Setapak, Kuala Lumpur",Kuala Lumpur,Setapak,2025-02-05 19:04,2025-02-06,110022291,3.193307591649708,101.72710554394229
"RM 2,200 per month","Apartment / Condominium, For rent",Condominium,2,2,900 sq.ft.,Fully Furnished,"Swimming Pool, Parking, Security, Gymnasium, Lift, Playground, Barbeque area, Multipurpose hall",,"Off Lebuh Skudai, Johor Bahru, Johor",Johor,Johor Bahru,2025-02-05 19:04,2025-02-06,110022289,,
"RM 1,800 per month","Apartment / Condominium, For rent",Condominium,2,1,850 sq.ft.,Fully Furnished,"Multipurpose hall, Lift, Barbeque area, Parking, Swimming Pool, Gymnasium, Tennis Court, Playground, Security",,"Persiaran Danga Perdana, Danga Bay, Johor Bahru, Johor",Johor,Johor Bahru,2025-02-05 19:04,2025-02-06,110022288,1.4676996579290054,103.7249724411857
"RM 1,150 per month","Apartment / Condominium, For rent",Apartment,3,2,738 sq.ft.,Not Furnished,"Playground, Swimming Pool, Security, Lift, Jogging Track, Parking","Air-Cond, Cooking Allowed","Jalan Putra Perdana 10, Taman Putra Perdana, Puchong, Selangor",Selangor,Puchong,2025-02-05 19:04,2025-02-06,109473479,2.997142739476634,101.66025450075134
"RM 2,500 per month","Apartment / Condominium, For rent",Condominium,3,2,1100 sq.ft.,Fully Furnished,"Swimming Pool, Parking, Security, Lift, Barbeque area, Playground, Gymnasium","Air-Cond, Cooking Allowed, Washing Machine","No. 53, Jalan Sultan Ahmad Shah, Georgetown, Penang",Penang,Georgetown,2025-02-05 19:04,2025-02-06,108517147,,
"RM 1,400 per month","Apartment / Condominium, For rent",Apartment,3,2,1100 sq.ft.,Fully Furnished,"Multipurpose hall, Parking, Playground, Security, Lift",,"Jalan Paloh, Kampung Paluh, Ipoh, Perak",Perak,Ipoh,2025-02-05 19:04,2025-02-06,110022285,,
RM 820 per month,"Apartment / Condominium, For rent",Apartment,3,2,738 sq.ft.,Not Furnished,"Playground, Swimming Pool, Security, Lift, Jogging Track, Parking","Air-Cond, Cooking Allowed","Jalan Putra Perdana 10, Taman Putra Perdana, Puchong, Selangor",Selangor,Puchong,2025-02-05 19:03,2025-02-06,109632567,2.997142739476634,101.66025450075134
"RM 2,000 per month","Apartment / Condominium, For rent",Condominium,3,2,900 sq.ft.,Fully Furnished,"Jogging Track, Lift, Multipurpose hall, Playground, Barbeque area, Security, Swimming Pool, Parking, Gymnasium","Air-Cond, Cooking Allowed, Washing Machine","Jalan Sungai Ara 10, Sungai Ara, Penang",Penang,Sungai Ara,2025-02-05 19:03,2025-02-06,110022275,5.324706243120469,100.26045410389942
"RM 2,700 per month","Apartment / Condominium, For rent",Condominium,4,3,1390 sq.ft.,Fully Furnished,"Multipurpose hall, Gymnasium, Club house, Security, Playground, Swimming Pool, Parking, Minimart","Air-Cond, Cooking Allowed","Jalan Sutera Dahlia, Taman Sutera Utama, Skudai, Johor",Johor,Skudai,2025-02-05 19:03,2025-02-06,110022271,,
"RM 1,900 per month","Apartment / Condominium, For rent",Service Residence,3,2,864 sq.ft.,Fully Furnished,,,"Off Persiaran Jubli Perak, Seksyen 22, Shah Alam, Selangor",Selangor,Shah Alam,2025-02-05 19:03,2025-02-06,107496572,,
"RM 2,300 per month","Apartment / Condominium, For rent",Service Residence,3,2,986 sq.ft.,Partially Furnished,"Playground, Gymnasium, Lift, Security, Minimart, Swimming Pool, Multipurpose hall, Parking",,"Persiaran IRC 3, IOI Resort City, Putrajaya, Putrajaya",Putrajaya,Putrajaya,2025-02-05 19:03,2025-02-06,109022218,,
"RM 4,300 per month","House, For rent",2-storey Terraced House,5,5,3270 sq.ft.,Partially Furnished,,,,Selangor,Shah Alam,2025-02-05 19:03,2025-02-06,106793653,,
"RM 1,600 per month","House, For rent",2-storey Terraced House,3,2,1500 sq.ft.,Partially Furnished,,,,Johor,Skudai,2025-02-05 19:03,2025-02-06,110022266,,
"RM 2,600 per month","Apartment / Condominium, For rent",Service Residence,1,2,750 sq.ft.,Fully Furnished,"Parking, Gymnasium, Lift, Security, Barbeque area, Playground, Sauna, Swimming Pool",,"Jalan Merah Silu, Bandar Baru Sri Petaling, Sri Petaling, Kuala Lumpur",Kuala Lumpur,Sri Petaling,2025-02-05 19:03,2025-02-06,110022256,,
"RM 2,200 per month","Apartment / Condominium, For rent",Condominium,3,2,900 sq.ft.,Fully Furnished,"Swimming Pool, Barbeque area, Sauna, Security, Playground, Gymnasium, Parking, Lift","Air-Cond, Cooking Allowed, Washing Machine","Halaman Bukit Gambir 8, Sunway Bukit Gambier, Gelugor, Penang",Penang,Gelugor,2025-02-05 19:02,2025-02-06,108923258,,
"RM 1,000 per month","Apartment / Condominium, For rent",Apartment,3,2,700 sq.ft.,Partially Furnished,"Parking, Security, Swimming Pool, Gymnasium, Multipurpose hall, Playground, Barbeque area, Lift","Air-Cond, Cooking Allowed","Lilitan Sungai Ara, Bayan Lepas, Penang",Penang,Bayan Lepas,2025-02-05 19:02,2025-02-06,109609580,5.3232214,100.2725973
"RM 1,700 per month","Apartment / Condominium, For rent",Service Residence,2,2,720 sq.ft.,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Gymnasium, Playground, Minimart, Sauna, Barbeque area, Multipurpose hall","Air-Cond, Cooking Allowed, Near KTM/LRT","Persiaran Sri Raya, Cheras, Kuala Lumpur",Kuala Lumpur,Cheras,2025-02-05 19:01,2025-02-06,110022245,,
"RM 1,800 per month","Apartment / Condominium, For rent",Condominium,3,2,1155 sq.ft.,Fully Furnished,"Barbeque area, Multipurpose hall, Parking, Gymnasium, Lift, Security, Playground, Swimming Pool","Air-Cond, Cooking Allowed, Washing Machine","Gerbang Bukit Kecil 2, Bayan Lepas, Penang",Penang,Bayan Lepas,2025-02-05 19:01,2025-02-06,110022244,5.3319436,100.2976648
"RM 2,100 per month","Apartment / Condominium, For rent",Apartment,2,2,950 sq.ft.,Fully Furnished,"Parking, Multipurpose hall, Swimming Pool, Lift, Security, Playground, Gymnasium, Tennis Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet","Persiaran Danga Perdana, Danga Bay, Johor Bahru, Johor",Johor,Johor Bahru,2025-02-05 18:58,2025-02-06,109565704,1.4623036,103.7303918
"RM 1,700 per month","Apartment / Condominium, For rent",Condominium,3,2,1200 sq.ft.,Partially Furnished,"Security, Playground, Multipurpose hall, Parking, Swimming Pool, Lift","Air-Cond, Cooking Allowed, Near KTM/LRT","Jalan Bukit Jalil Indah 1, Taman Ltat, Bukit Jalil, Kuala Lumpur",Kuala Lumpur,Bukit Jalil,2025-02-05 18:57,2025-02-06,107794474,,
"RM 1,100 per month","Apartment / Condominium, For rent",Apartment,3,2,650 sq.ft.,Partially Furnished,"Security, Playground, Parking, Lift","Air-Cond, Cooking Allowed","Persiaran Relau, Kampung Darat, Sungai Ara, Penang",Penang,Sungai Ara,2025-02-05 18:55,2025-02-06,108302734,,
"RM 1,350 per month","Apartment / Condominium, For rent",Condominium,3,2,700 sq.ft.,Fully Furnished,"Swimming Pool, Tennis Court, Squash Court, Jogging Track, Security, Gymnasium, Parking, Playground, Sauna, Lift","Air-Cond, Cooking Allowed, Washing Machine","Jalan Batu Uban, Kampung Batu Uban, Gelugor, Penang",Penang,Gelugor,2025-02-05 18:55,2025-02-06,109719895,,
"RM 1,800 per month","Apartment / Condominium, For rent",Condominium,3,2,1050 sq.ft.,Partially Furnished,"Playground, Swimming Pool, Parking, Gymnasium, Barbeque area, Security, Jogging Track, Lift","Air-Cond, Cooking Allowed","Tingkat Kelicap, Off Persiaran Kelicap, Bayan Lepas, Penang",Penang,Bayan Lepas,2025-02-05 18:55,2025-02-06,109758137,,
"RM 1,600 per month","Apartment / Condominium, For rent",Condominium,3,2,1207 sq.ft.,Partially Furnished,"Security, Playground, Swimming Pool, Gymnasium, Minimart, Parking, Lift",,"No.6, Jalan Langkawi, Danau Kota, Setapak, Kuala Lumpur",Kuala Lumpur,Setapak,2025-02-05 18:53,2025-02-06,109010900,3.2074087478561273,101.71802263338645
"RM 1,699 per month","Apartment / Condominium, For rent",Condominium,3,2,810 sq.ft.,Fully Furnished,"Playground, Security, Parking",,"Jalan 2/155a,, Bukit Jalil, Kuala Lumpur",Kuala Lumpur,Bukit Jalil,2025-02-05 18:50,2025-02-06,110022050,,
"RM 1,100 per month","Apartment / Condominium, For rent",Condominium,3,2,800 sq.ft.,Not Furnished,"Security, Lift, Parking, Playground",Cooking Allowed,"Jalan Cassia Barat 1/1, Bandar Cassia, Batu Kawan, Penang",Penang,Batu Kawan,2025-02-05 18:50,2025-02-06,110022042,5.2504203,100.4334029
"RM 4,000 per month","House, For rent",Townhouse,4,4,2583 sq.ft.,Fully Furnished,,,,Selangor,Puchong,2025-02-05 18:50,2025-02-06,110021921,,
"RM 3,000 per month","House, For rent",2.5-storey Terraced House,5,6,3522 sq.ft.,Partially Furnished,,,,Johor,Johor Bahru,2025-02-05 18:50,2025-02-06,110021938,,
RM 750 per month,"House, For rent",Terraced House,3,2,1950 sq.ft.,Not Furnished,,,,Perak,Batu Gajah,2025-02-05 18:50,2025-02-06,110021935,,
"RM 1,800 per month","Apartment / Condominium, For rent",Condominium,3,2,900 sq.ft.,Fully Furnished,"Playground, Security, Barbeque area, Multipurpose hall, Gymnasium, Jogging Track, Lift, Parking, Swimming Pool, Sauna","Air-Cond, Cooking Allowed, Washing Machine","Jalan Sungai Ara 10, Sungai Ara, Penang",Penang,Sungai Ara,2025-02-05 18:50,2025-02-06,110021937,5.3247146,100.2604788
"RM 2,200 per month","House, For rent",Terraced House,4,3,1170 sq.ft.,Partially Furnished,,,,Johor,Skudai,2025-02-05 18:50,2025-02-06,110021959,,
"RM 2,800 per month","House, For rent",2-storey Terraced House,4,3,2065 sq.ft.,Fully Furnished,,,,Selangor,Setia Alam,2025-02-05 18:50,2025-02-06,110021957,,
"RM 2,300 per month","House, For rent",2-storey Terraced House,3,3,1200 sq.ft.,Fully Furnished,"Parking, Security, Playground","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",,Selangor,Subang Jaya,2025-02-05 18:50,2025-02-06,110021964,,
"RM 1,500 per month","Apartment / Condominium, For rent",Service Residence,3,2,883 sq.ft.,Partially Furnished,"Sauna, Security, Gymnasium, Jogging Track, Lift, Playground, Multipurpose hall, Parking, Swimming Pool, Barbeque area","Air-Cond, Cooking Allowed","Lebuhraya Bandar Cassia, Batu Kawan, Penang",Penang,Batu Kawan,2025-02-05 18:50,2025-02-06,110021961,5.2503873781045725,100.43660662482026
"RM 1,700 per month","Apartment / Condominium, For rent",Condominium,3,2,800 sq.ft.,Fully Furnished,"Multipurpose hall, Swimming Pool, Barbeque area, Playground, Gymnasium, Lift, Jogging Track, Parking, Security, Sauna","Air-Cond, Cooking Allowed, Washing Machine","Persiaran Halia 3, Tanjong Tokong, Penang",Penang,Tanjong Tokong,2025-02-05 18:50,2025-02-06,110021960,5.4483407,100.3020106
"RM 1,300 per month","Apartment / Condominium, For rent",Service Residence,2,2,550 sq.ft.,Not Furnished,"Playground, Security, Gymnasium, Parking, Lift, Barbeque area, Swimming Pool, Jogging Track, Minimart",Cooking Allowed,"Jalan BBLS 1, Southville City, Bangi, Selangor",Selangor,Bangi,2025-02-05 18:50,2025-02-06,110021958,,
"RM 1,200 per month","Apartment / Condominium, For rent",Apartment,1,1,400 sq.ft.,Fully Furnished,"Multipurpose hall, Parking, Security, Lift","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine","Jalan SS 15/8 Off Lebuhraya Baru Pantai, SS 15, Subang Jaya, Selangor",Selangor,Subang Jaya,2025-02-05 18:49,2025-02-06,110022038,,
"RM 1,599 per month","Apartment / Condominium, For rent",Service Residence,3,2,690 sq.ft.,Not Furnished,"Security, Barbeque area, Parking, Swimming Pool, Gymnasium",,"Jalan Atmosphere Utama 2, Off Jalan Putra Permai, Seri Kembangan, Selangor",Selangor,Seri Kembangan,2025-02-05 18:49,2025-02-06,110022037,,
"RM 1,500 per month","Apartment / Condominium, For rent",Condominium,2,2,1033 sq.ft.,Fully Furnished,"Parking, Security, Tennis Court, Squash Court, Sauna, Swimming Pool, Playground","Air-Cond, Washing Machine, Cooking Allowed","Ocean Palms, Off Jalan Klebang Besar/Klebang Kecil, Tanjong Kling, Melaka",Melaka,Tanjong Kling,2025-02-05 18:49,2025-02-06,110022033,,
"RM 1,999 per month","Apartment / Condominium, For rent",Apartment,3,2,800 sq.ft.,Fully Furnished,"Security, Swimming Pool, Lift, Barbeque area, Playground, Jogging Track, Parking, Gymnasium, Multipurpose hall",,"Jalan Dato Senu 3, Taman Dato Senu, Sentul, Kuala Lumpur",Kuala Lumpur,Sentul,2025-02-05 18:48,2025-02-06,110022032,3.194673290866344,101.69413847443515
"RM 1,999 per month","Apartment / Condominium, For rent",Service Residence,3,2,996 sq.ft.,Fully Furnished,"Minimart, Playground, Gymnasium, Barbeque area, Parking, Security, Multipurpose hall, Swimming Pool, Sauna, Squash Court",,"Jalan Putra Permai, Bandar Putra Permai, Seri Kembangan, Selangor",Selangor,Seri Kembangan,2025-02-05 18:48,2025-02-06,109599497,,
RM 700 per month,"House, For rent",Terraced House,4,2,1400 sq.ft.,Not Furnished,,,,Perak,Ipoh,2025-02-05 18:48,2025-02-06,108594828,,
"RM 1,500 per month","Apartment / Condominium, For rent",Condominium,3,2,900 sq.ft.,Partially Furnished,"Sauna, Gymnasium, Lift, Minimart, Swimming Pool, Barbeque area, Parking, Security, Playground","Cooking Allowed, Air-Cond","Jalan Muzium Perang, Off Jalan Batu Maung, Bayan Lepas, Penang",Penang,Bayan Lepas,2025-02-05 18:47,2025-02-06,109053555,,
"RM 2,600 per month","Apartment / Condominium, For rent",Condominium,1,1,548 sq.ft.,Fully Furnished,"Parking, Minimart, Gymnasium, Security, Barbeque area, Sauna, Swimming Pool, Lift, Multipurpose hall",,"Jalan Tun Razak, Pudu, Kuala Lumpur",Kuala Lumpur,Pudu,2025-02-05 18:46,2025-02-06,109297488,3.1413568298616483,101.72056106710546
"RM 1,700 per month","Apartment / Condominium, For rent",Condominium,3,2,850 sq.ft.,Partially Furnished,"Swimming Pool, Lift, Playground, Gymnasium, Multipurpose hall, Parking, Security",,"No.22, Jalan 2/125, Desa Petaling, Kuala Lumpur",Kuala Lumpur,Desa Petaling,2025-02-05 18:45,2025-02-06,109183282,3.0841745,101.7014964
"RM 1,300 per month","Apartment / Condominium, For rent",Apartment,3,2,1000 sq.ft.,Fully Furnished,"Swimming Pool, Playground, Gymnasium, Jogging Track, Barbeque area, Parking, Multipurpose hall, Security, Minimart, Lift","Air-Cond, Cooking Allowed, Washing Machine","Jalan Setia Gemilang U13/45B, Setia Alam, Selangor",Selangor,Setia Alam,2025-02-05 18:45,2025-02-06,109186971,3.1283714444613504,101.47013184591997
"RM 1,300 per month","Apartment / Condominium, For rent",Condominium,3,2,930 sq.ft.,Partially Furnished,"Swimming Pool, Gymnasium, Sauna, Playground, Barbeque area, Parking, Multipurpose hall, Security, Jogging Track, Lift","Air-Cond, Cooking Allowed, Near KTM/LRT","Jalan Ariza, Off Jalan Raintree Utama, Taman Raintree, Batu Caves, Selangor",Selangor,Batu Caves,2025-02-05 18:45,2025-02-06,110021849,,
"RM 3,000 per month","Apartment / Condominium, For rent",Condominium,3,3,909 sq.ft.,Fully Furnished,"Playground, Jogging Track, Swimming Pool, Tennis Court, Security, Barbeque area",,"Jalan Tengku Puteri 1, Straits View, Johor Bahru, Johor",Johor,Johor Bahru,2025-02-05 18:45,2025-02-06,110021835,,
"RM 1,200 per month","House, For rent",2-storey Terraced House,3,2,829 sq.ft.,Not Furnished,,,,Kuala Lumpur,Pandan Indah,2025-02-05 18:44,2025-02-06,110022017,,
"RM 1,500 per month","Apartment / Condominium, For rent",Service Residence,2,2,760 sq.ft.,Fully Furnished,"Swimming Pool, Barbeque area, Playground, Multipurpose hall, Security, Gymnasium, Parking","Cooking Allowed, Air-Cond, Washing Machine","Jalan Putra Permai 2, Taman Putra Permai, Seri Kembangan, Selangor",Selangor,Seri Kembangan,2025-02-05 18:44,2025-02-06,109281044,3.007706987774196,101.67985144056075
"RM 1,550 per month","Apartment / Condominium, For rent",Apartment,4,2,1200 sq.ft.,Partially Furnished,"Playground, Parking, Security, Lift, Minimart","Cooking Allowed, Air-Cond","Off Jalan Lingkaran Tengah 2, Pekan Kepong, Kepong, Kuala Lumpur",Kuala Lumpur,Kepong,2025-02-05 18:42,2025-02-06,108848863,,
"RM 1,200 per month","Apartment / Condominium, For rent",Condominium,3,2,900 sq.ft.,Partially Furnished,"Parking, Security, Swimming Pool, Gymnasium, Playground, Lift","Air-Cond, Cooking Allowed, Washing Machine","Jalan Gangsa, Jelutong, Penang",Penang,Jelutong,2025-02-05 18:42,2025-02-06,110022005,,
"RM 1,198 per month","Apartment / Condominium, For rent",Apartment,3,2,900 sq.ft.,Partially Furnished,"Security, Playground, Lift, Parking, Swimming Pool, Minimart","Cooking Allowed, Near KTM/LRT, Air-Cond","Jalan Tasik Permaisuri 3, Cheras, Kuala Lumpur",Kuala Lumpur,Cheras,2025-02-05 18:42,2025-02-06,110022001,3.0958068090771196,101.7158677403332
RM 850 per month,"Apartment / Condominium, For rent",Flat,2,2,400 sq.ft.,Fully Furnished,Parking,"Air-Cond, Cooking Allowed, Washing Machine","Off Jalan Sultan Sulaiman, Kampung Kolam, Kuala Terengganu, Terengganu",Terengganu,Kuala Terengganu,2025-02-05 18:41,2025-02-06,110021992,,
RM 900 per month,"House, For rent",1-storey Terraced House,3,2,1400 sq.ft.,Partially Furnished,Parking,Air-Cond,,Perak,Ipoh,2025-02-05 18:41,2025-02-06,110021989,,
RM 850 per month,"Apartment / Condominium, For rent",Apartment,3,2,1000 sq.ft.,Partially Furnished,"Parking, Swimming Pool, Gymnasium, Security, Lift",Cooking Allowed,,Perak,Ipoh,2025-02-05 18:41,2025-02-06,110021985,,
"RM 2,500 per month","House, For rent",2-storey Terraced House,3,2,2000 sq.ft.,Partially Furnished,,,,Johor,Skudai,2025-02-05 18:41,2025-02-06,110021982,,
RM 900 per month,"House, For rent",Semi-Detached House,3,6,2400 sq.ft.,Not Furnished,"Parking, Jogging Track, Playground",Cooking Allowed,,Penang,Sungai Bakap,2025-02-05 18:41,2025-02-06,110021983,,
"RM 1,500 per month","House, For rent",Semi-Detached House,3,2,2518 sq.ft.,Partially Furnished,,"Air-Cond, Cooking Allowed, Washing Machine",,Terengganu,Kemaman,2025-02-05 18:40,2025-02-06,110021981,,
"RM 1,300 per month","House, For rent",2-storey Terraced House,4,3,2200 sq.ft.,Not Furnished,"Parking, Security, Playground, Barbeque area, Minimart, Multipurpose hall","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",,Negeri Sembilan,Sikamat,2025-02-05 18:40,2025-02-06,110021976,,
"RM 1,500 per month","Apartment / Condominium, For rent",Service Residence,3,2,822 sq.ft.,Not Furnished,"Minimart, Barbeque area, Security, Gymnasium, Sauna, Playground, Jogging Track, Lift, Parking, Swimming Pool, Multipurpose hall","Air-Cond, Near KTM/LRT","Jalan Sinar Sentul, Sentul, Kuala Lumpur",Kuala Lumpur,Sentul,2025-02-05 18:40,2025-02-06,110021974,3.1891904955224337,101.69067289992145
"RM 1,200 per month","Apartment / Condominium, For rent",Apartment,3,2,850 sq.ft.,Partially Furnished,"Jogging Track, Security, Swimming Pool, Parking, Minimart, Sauna",,"Off Jalan Hatamas Utama, Bukit Hatamas, Cheras, Selangor",Selangor,Cheras,2025-02-05 18:40,2025-02-06,109630853,,
"RM 1,500 per month","Apartment / Condominium, For rent",Service Residence,2,1,593 sq.ft.,Fully Furnished,"Swimming Pool, Gymnasium, Multipurpose hall, Parking, Security, Minimart, Jogging Track, Lift, Playground, Barbeque area","Air-Cond, Cooking Allowed, Washing Machine","Jalan Bukit Aliff Utama, Taman Damansara Aliff, Tampoi, Johor",Johor,Tampoi,2025-02-05 18:40,2025-02-06,110021971,,
"RM 3,000 per month","Apartment / Condominium, For rent",Service Residence,3,2,1272 sq.ft.,Fully Furnished,"Security, Minimart, Gymnasium, Squash Court, Parking, Playground, Swimming Pool, Tennis Court, Jogging Track","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine","Jalan 4/91, Taman Shamelin Perkasa, Cheras, Kuala Lumpur",Kuala Lumpur,Cheras,2025-02-05 18:38,2025-02-06,109586907,3.1189579552635354,101.73840239360108
"RM 1,600 per month","Apartment / Condominium, For rent",Service Residence,2,2,904 sq.ft.,Partially Furnished,"Gymnasium, Swimming Pool, Tennis Court, Lift, Barbeque area, Multipurpose hall, Parking, Security, Sauna, Playground, Squash Court","Air-Cond, Cooking Allowed, Washing Machine","Jalan 2/3, Taman Wahyu, Jalan Ipoh, Kuala Lumpur",Kuala Lumpur,Jalan Ipoh,2025-02-05 18:38,2025-02-06,109734079,,
"RM 1,500 per month","Apartment / Condominium, For rent",Service Residence,1,1,501 sq.ft.,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area","Air-Cond, Cooking Allowed, Washing Machine","Jalan Setia Murni U13/51, Setia Alam, Selangor",Selangor,Setia Alam,2025-02-06 12:06,2025-02-06,109805385,3.1137264,101.4530429
