monthly_rent,category_id,property_type,rooms,bathroom,size,furnished,facilities,additional_facilities,address,state,region,publishedDatetime,scrape_date,ads_id,latitude,longitude
"RM 2,500 per month","House, For rent",2-storey Terraced House,4,3,2400 sq.ft.,Fully Furnished,,,,Penang,Simpang Ampat,2025-02-06 09:07,2025-02-06,110025413,,
"RM 1,800 per month","Apartment / Condominium, For rent",Apartment,4,2,1096 sq.ft.,Partially Furnished,"Barbeque area, Minimart, Security, Parking, Playground, Swimming Pool, Jogging Track","Air-Cond, Cooking Allowed, Near KTM/LRT","Jalan 1/27c, Seksyen 5, Wangsa Maju, Kuala Lumpur",Kuala Lumpur,Wangsa Maju,2025-02-06 09:07,2025-02-06,110025411,,
"RM 1,500 per month","Apartment / Condominium, For rent",Condominium,3,2,1025 sq.ft.,Partially Furnished,"Playground, Gymnasium, Parking, Club house, Security, Swimming Pool, Lift",Cooking Allowed,"Lorong Sungai Dua, Utama 34, Butterworth, Penang",Penang,Butterworth,2025-02-06 09:06,2025-02-06,110025393,,
"RM 1,200 per month","Apartment / Condominium, For rent",Apartment,3,2,1000 sq.ft.,Fully Furnished,"Playground, Swimming Pool, Lift, Security, Parking","Air-Cond, Cooking Allowed, Washing Machine","Off Jalan Datuk Mohammad Musa, Kota Samarahan, Sarawak",Sarawak,Kota Samarahan,2025-02-06 09:06,2025-02-06,110025389,,
"RM 1,200 per month","House, For rent",2-storey Terraced House,4,4,1540 sq.ft.,Partially Furnished,"Parking, Minimart",Air-Cond,,Kedah,Sungai Petani,2025-02-06 09:05,2025-02-06,110025382,,
"RM 2,300 per month","Apartment / Condominium, For rent",Service Residence,4,2,1001 sq.ft.,Fully Furnished,"Multipurpose hall, Swimming Pool, Barbeque area, Security, Parking, Playground","Air-Cond, Cooking Allowed, Washing Machine","Jalan Sentul Pasar, Sentul, Kuala Lumpur",Kuala Lumpur,Sentul,2025-02-06 09:05,2025-02-06,109902978,3.1980324857488562,101.69062820171115
RM 800 per month,"House, For rent",Semi-Detached House,4,2,2766 sq.ft.,Not Furnished,,Cooking Allowed,,Selangor,Pulau Indah (Pulau Lumut),2025-02-06 09:05,2025-02-06,110025375,,
"RM 2,200 per month","House, For rent",Semi-Detached House,4,3,2330 sq.ft.,Not Furnished,,,,Selangor,Kajang,2025-02-06 09:05,2025-02-06,110025374,,
"RM 1,000 per month","Apartment / Condominium, For rent",Apartment,3,2,1150 sq.ft.,Partially Furnished,"Lift, Swimming Pool, Security, Parking, Playground","Air-Cond, Cooking Allowed, Washing Machine","Off Jalan Datuk Mohammad Musa, Kota Samarahan, Sarawak",Sarawak,Kota Samarahan,2025-02-06 09:04,2025-02-06,110025363,,
"RM 2,500 per month","House, For rent",2-storey Terraced House,4,4,1900 sq.ft.,Partially Furnished,"Parking, Security, Playground","Air-Cond, Cooking Allowed, Near KTM/LRT",,Selangor,Sepang,2025-02-06 09:04,2025-02-06,109879789,,
"RM 2,200 per month","House, For rent",Townhouse,3,2,1744 sq.ft.,Partially Furnished,"Parking, Security, Swimming Pool, Playground, Multipurpose hall, Barbeque area, Gymnasium, Club house","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",,Selangor,Sepang,2025-02-06 09:04,2025-02-06,109879788,,
"RM 1,500 per month","Apartment / Condominium, For rent",Service Residence,2,1,635 sq.ft.,Partially Furnished,"Gymnasium, Barbeque area, Security, Playground, Swimming Pool, Parking, Minimart","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine","Persiaran Sunsuria, Sunsuria City, Sepang, Selangor",Selangor,Sepang,2025-02-06 09:04,2025-02-06,109404345,2.836966345923956,101.69650564693185
"RM 1,300 per month","Apartment / Condominium, For rent",Condominium,3,2,1020 sq.ft.,Fully Furnished,"Minimart, Playground, Lift, Parking, Security, Swimming Pool, Gymnasium, Barbeque area",,"No.115, Jalan Kenari, Desa Ria, Sungai Ara, Penang",Penang,Sungai Ara,2025-02-06 09:04,2025-02-06,110025358,5.322613969191186,100.26364300148994
"RM 2,600 per month","Apartment / Condominium, For rent",Apartment,2,1,624 sq.ft.,Partially Furnished,"Security, Swimming Pool, Sauna, Parking, Playground, Barbeque area, Gymnasium, Lift, Multipurpose hall","Air-Cond, Cooking Allowed, Washing Machine","Jalan Ampang, Ampang Hilir, Kuala Lumpur",Kuala Lumpur,Ampang Hilir,2025-02-06 09:04,2025-02-06,110025357,3.1607962093963677,101.73929460154429
"RM 2,500 per month","Apartment / Condominium, For rent",Condominium,2,2,685 sq.ft.,Fully Furnished,"Playground, Swimming Pool, Gymnasium, Sauna, Parking, Security, Lift, Minimart, Multipurpose hall","Air-Cond, Cooking Allowed, Washing Machine","Jalan Cyber City, Kota Kinabalu, Sabah",Sabah,Kota Kinabalu,2025-02-06 09:04,2025-02-06,110025353,,
"RM 1,400 per month","Apartment / Condominium, For rent",Service Residence,2,2,650 sq.ft.,Partially Furnished,"Barbeque area, Playground, Swimming Pool, Gymnasium, Parking, Lift, Security, Jogging Track","Air-Cond, Cooking Allowed","Jalan 9/142, Taman Connaught, Cheras, Kuala Lumpur",Kuala Lumpur,Cheras,2025-02-06 09:03,2025-02-06,110025340,,
"RM 1,300 per month","Apartment / Condominium, For rent",Apartment,3,3,1045 sq.ft.,Partially Furnished,"Lift, Swimming Pool, Club house, Parking, Security, Playground, Jogging Track","Air-Cond, Cooking Allowed","Jalan Bangi Avenue 6, Bangi Avenue, Kajang, Selangor",Selangor,Kajang,2025-02-06 09:03,2025-02-06,110025336,2.898835754605394,101.79260608154989
"RM 1,900 per month","Apartment / Condominium, For rent",Service Residence,2,2,958 sq.ft.,Fully Furnished,"Barbeque area, Sauna, Parking, Security, Lift, Gymnasium, Playground, Swimming Pool, Tennis Court, Jogging Track","Air-Cond, Cooking Allowed","Jalan Kempas Indah, Taman Kempas Indah, Johor Bahru, Johor",Johor,Johor Bahru,2025-02-06 09:03,2025-02-06,110025333,1.5521202157740441,103.7166327031892
"RM 1,800 per month","House, For rent",2-storey Terraced House,3,3,1000 sq.ft.,Partially Furnished,,,,Selangor,Batu Caves,2025-02-06 08:58,2025-02-06,109989359,,
"RM 1,500 per month","Apartment / Condominium, For rent",Service Residence,3,2,1050 sq.ft.,Partially Furnished,"Swimming Pool, Gymnasium, Squash Court, Parking, Jogging Track, Barbeque area, Security","Air-Cond, Cooking Allowed, Washing Machine","Jalan Masai Baru, Johor Bahru, Johor",Johor,Johor Bahru,2025-02-06 08:57,2025-02-06,109482899,1.53578785,103.78631095
"RM 1,800 per month","House, For rent",2-storey Terraced House,4,3,1313 sq.ft.,Partially Furnished,"Parking, Security, Playground, Barbeque area, Jogging Track","Air-Cond, Cooking Allowed",,Johor,Pasir Gudang,2025-02-06 08:53,2025-02-06,109814289,,
"RM 1,250 per month","Apartment / Condominium, For rent",Apartment,3,2,900 sq.ft.,Partially Furnished,"Gymnasium, Sauna, Swimming Pool, Tennis Court, Barbeque area, Squash Court, Club house, Minimart, Playground, Lift, Parking","Air-Cond, Cooking Allowed, Washing Machine, Near KTM/LRT","Jalan Prima 7/1, Taman Puchong Prima, Puchong, Selangor",Selangor,Puchong,2025-02-06 08:52,2025-02-06,109453505,2.9818847,101.59914855
"RM 1,200 per month","Apartment / Condominium, For rent",Apartment,3,2,800 sq.ft.,Not Furnished,"Multipurpose hall, Parking, Playground, Lift, Security, Minimart, Tennis Court, Jogging Track","Air-Cond, Cooking Allowed, Near KTM/LRT","Persiaran Putra Megah, Putra Heights, Selangor",Selangor,Putra Heights,2025-02-06 08:51,2025-02-06,109453506,2.9856304556340474,101.55895944124393
"RM 1,800 per month","House, For rent",2-storey Terraced House,4,3,1431 sq.ft.,Fully Furnished,"Parking, Security, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Multipurpose hall, Jogging Track","Air-Cond, Cooking Allowed, Washing Machine",,Penang,Simpang Ampat,2025-02-06 08:50,2025-02-06,109345154,,
"RM 2,300 per month","Apartment / Condominium, For rent",Condominium,1,1,502 sq.ft.,Fully Furnished,"Playground, Parking, Security, Gymnasium, Swimming Pool","Air-Cond, Cooking Allowed","Jalan Tun Razak, Imbi, City Centre, Kuala Lumpur",Kuala Lumpur,City Centre,2025-02-06 08:50,2025-02-06,109292848,,
"RM 1,500 per month","Apartment / Condominium, For rent",Service Residence,3,2,710 sq.ft.,Fully Furnished,"Swimming Pool, Barbeque area, Parking, Security, Playground, Gymnasium, Lift, Multipurpose hall, Jogging Track","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine","Persiaran Sunsuria, Sunsuria City, Sepang, Selangor",Selangor,Sepang,2025-02-06 08:49,2025-02-06,109887127,2.8370947563536943,101.69652554537934
"RM 1,800 per month","Apartment / Condominium, For rent",Condominium,4,2,1383 sq.ft.,Partially Furnished,"Playground, Swimming Pool, Gymnasium, Barbeque area, Multipurpose hall, Parking, Security, Lift","Air-Cond, Cooking Allowed, Near KTM/LRT","No. 4, Jalan Jubli Perak 22/1, Seksyen 22, Shah Alam, Selangor",Selangor,Shah Alam,2025-02-06 08:47,2025-02-06,109253942,3.0684649,101.5558122
"RM 2,200 per month","Apartment / Condominium, For rent",Condominium,3,2,1100 sq.ft.,Fully Furnished,"Swimming Pool, Club house, Lift, Barbeque area, Multipurpose hall, Parking, Security, Playground, Jogging Track, Gymnasium",,"Persiaran Halia 3, Tanjong Tokong, Penang",Penang,Tanjong Tokong,2025-02-06 08:45,2025-02-06,109289678,5.4483468362577625,100.30197504866534
"RM 1,400 per month","Apartment / Condominium, For rent",Condominium,3,2,1000 sq.ft.,Fully Furnished,"Playground, Lift, Security, Minimart, Parking",,"Lorong Bukit Kukus, Paya Terubong, Ayer Itam, Penang",Penang,Ayer Itam,2025-02-06 08:45,2025-02-06,109289538,,
"RM 1,300 per month","Apartment / Condominium, For rent",Apartment,3,2,900 sq.ft.,Partially Furnished,"Parking, Minimart, Playground, Gymnasium, Security, Swimming Pool, Tennis Court, Jogging Track, Barbeque area",,"Jalan Wawasan 4/12, Puchong, Selangor",Selangor,Puchong,2025-02-06 08:44,2025-02-06,110025189,3.0335017666985213,101.62789987577345
"RM 2,300 per month","Apartment / Condominium, For rent",Condominium,3,2,850 sq.ft.,Fully Furnished,"Sauna, Parking, Barbeque area, Security, Playground, Swimming Pool, Gymnasium, Jogging Track, Lift, Minimart, Multipurpose hall","Air-Cond, Cooking Allowed, Washing Machine","Jalan Seri Tanjung Pinang 1, Seri Tanjung Pinang, Tanjong Tokong, Penang",Penang,Tanjong Tokong,2025-02-06 08:41,2025-02-06,110025115,,
"RM 2,300 per month","Apartment / Condominium, For rent",Condominium,3,2,926 sq.ft.,Fully Furnished,"Swimming Pool, Gymnasium, Security, Playground, Sauna, Lift, Minimart, Parking, Barbeque area","Air-Cond, Cooking Allowed, Washing Machine","Jalan Lestari, Kampung Padang Tembak, Keramat, Kuala Lumpur",Kuala Lumpur,Keramat,2025-02-06 08:34,2025-02-06,109752394,,
"RM 1,700 per month","Apartment / Condominium, For rent",Service Residence,3,2,830 sq.ft.,Partially Furnished,"Security, Barbeque area, Sauna, Parking, Lift, Multipurpose hall, Minimart, Playground, Swimming Pool, Gymnasium, Jogging Track, Club house","Air-Cond, Cooking Allowed, Washing Machine","Jalan Usahawan 6, Setapak Jaya, Setapak, Kuala Lumpur",Kuala Lumpur,Setapak,2025-02-06 08:33,2025-02-06,109429618,3.1949117155755262,101.72128069152076
"RM 1,999 per month","House, For rent",2-storey Terraced House,4,4,2000 sq.ft.,Partially Furnished,"Parking, Security, Playground, Barbeque area, Jogging Track","Air-Cond, Cooking Allowed, Washing Machine",,Selangor,Semenyih,2025-02-06 08:30,2025-02-06,110024933,,
"RM 1,800 per month","House, For rent",2-storey Terraced House,4,3,1800 sq.ft.,Partially Furnished,,"Air-Cond, Cooking Allowed, Washing Machine",,Selangor,Semenyih,2025-02-06 08:30,2025-02-06,110024930,,
"RM 1,599 per month","House, For rent",Semi-Detached House,4,4,2200 sq.ft.,Partially Furnished,"Security, Parking, Playground",,,Selangor,Semenyih,2025-02-06 08:30,2025-02-06,110024928,,
"RM 1,300 per month","House, For rent",2-storey Terraced House,4,3,2200 sq.ft.,Partially Furnished,"Swimming Pool, Gymnasium, Tennis Court, Squash Court, Minimart, Playground, Jogging Track, Security","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",,Selangor,Semenyih,2025-02-06 08:30,2025-02-06,110024925,,
"RM 1,299 per month","House, For rent",2-storey Terraced House,4,3,2000 sq.ft.,Partially Furnished,,,,Selangor,Semenyih,2025-02-06 08:30,2025-02-06,110024923,,
"RM 1,550 per month","Apartment / Condominium, For rent",Service Residence,1,1,403 sq.ft.,Fully Furnished,"Minimart, Swimming Pool, Parking, Playground, Barbeque area, Security, Lift, Multipurpose hall, Gymnasium, Jogging Track","Air-Cond, Cooking Allowed","Jalan Bukit Aliff Utama, Taman Damansara Aliff, Tampoi, Johor",Johor,Tampoi,2025-02-06 08:30,2025-02-06,110024914,,
"RM 3,700 per month","Apartment / Condominium, For rent",Service Residence,3,2,1400 sq.ft.,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Washing Machine","Persiaran Bukit Gambir, Gelugor, Penang",Penang,Gelugor,2025-02-06 08:30,2025-02-06,110024913,,
"RM 1,700 per month","Apartment / Condominium, For rent",Condominium,3,2,1 sq.ft.,Fully Furnished,"Jogging Track, Playground, Parking, Lift, Swimming Pool, Security",,"Persiaran Bandar Baru Batu Kawah, Bandar Baru Batu Kawa (MJC), Kuching, Sarawak",Sarawak,Kuching,2025-02-06 08:30,2025-02-06,110024912,,
"RM 1,200 per month","Apartment / Condominium, For rent",Apartment,3,2,800 sq.ft.,Fully Furnished,"Lift, Security, Barbeque area, Gymnasium, Parking, Minimart, Playground, Swimming Pool","Air-Cond, Cooking Allowed, Washing Machine","No. 3, Tingkat Kenari, Desa Ria, Sungai Ara, Penang",Penang,Sungai Ara,2025-02-06 08:30,2025-02-06,110024909,5.316518195108623,100.26594067633297
"RM 2,000 per month","Apartment / Condominium, For rent",Condominium,3,2,930 sq.ft.,Fully Furnished,"Jogging Track, Swimming Pool, Barbeque area, Multipurpose hall, Security, Playground, Gymnasium",,"Jalan Terminal Selatan, Bandar Tasik Selatan, Kuchai Lama, Kuala Lumpur",Kuala Lumpur,Kuchai Lama,2025-02-06 08:30,2025-02-06,110024898,,
"RM 1,600 per month","Apartment / Condominium, For rent",Service Residence,2,2,800 sq.ft.,Fully Furnished,"Minimart, Swimming Pool, Parking, Security, Playground, Gymnasium, Jogging Track, Lift","Air-Cond, Cooking Allowed, Washing Machine","Jalan Ampang Ulu 3, Kampung Berembang, Ampang, Kuala Lumpur",Kuala Lumpur,Ampang,2025-02-06 08:27,2025-02-06,109740213,,
"RM 1,600 per month","Apartment / Condominium, For rent",Condominium,3,2,800 sq.ft.,Not Furnished,"Playground, Swimming Pool, Multipurpose hall, Gymnasium, Lift, Parking, Security, Minimart",Cooking Allowed,"Jalan Danau Saujana 1, Taman Danau Kota, Setapak, Kuala Lumpur",Kuala Lumpur,Setapak,2025-02-06 08:27,2025-02-06,109753438,3.2015430522313166,101.71456554774143
RM 700 per month,"House, For rent",2-storey Terraced House,3,1,1100 sq.ft.,Not Furnished,,,,Perak,Ipoh,2025-02-06 08:25,2025-02-06,110024847,,
"RM 1,500 per month","Apartment / Condominium, For rent",Apartment,3,2,966 sq.ft.,Partially Furnished,"Lift, Barbeque area, Parking, Security, Playground",,"Jalan Larkin Perdana 1, Taman Larkin Perdana, Johor Bahru, Johor",Johor,Johor Bahru,2025-02-06 08:25,2025-02-06,110024838,,
"RM 1,400 per month","House, For rent",Others,3,3,1000 sq.ft.,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",,Selangor,Hulu Langat,2025-02-06 08:21,2025-02-06,110024996,,
"RM 1,550 per month","House, For rent",Cluster House,3,2,1100 sq.ft.,Fully Furnished,Parking,"Cooking Allowed, Washing Machine",,Penang,Seberang Jaya,2025-02-06 08:20,2025-02-06,110000667,,
"RM 1,300 per month","Apartment / Condominium, For rent",Condominium,3,2,810 sq.ft.,Not Furnished,"Parking, Swimming Pool, Playground, Multipurpose hall, Security, Gymnasium, Lift, Minimart",,"Jalan Danau Saujana 1, Taman Danau Kota, Setapak, Kuala Lumpur",Kuala Lumpur,Setapak,2025-02-06 08:19,2025-02-06,109954551,3.2015430522313166,101.71456554774143
"RM 3,200 per month","Apartment / Condominium, For rent",Service Residence,1,2,633 sq.ft.,Fully Furnished,"Swimming Pool, Playground, Barbeque area, Multipurpose hall, Parking, Jogging Track, Security, Gymnasium, Lift, Sauna","Air-Cond, Cooking Allowed, Washing Machine, Near KTM/LRT","Persiaran Melati Kuarza, Sunway Montana, Ampang, Kuala Lumpur",Kuala Lumpur,Ampang,2025-02-06 08:19,2025-02-06,109691678,,
"RM 1,490 per month","House, For rent",2-storey Terraced House,4,3,1400 sq.ft.,Not Furnished,"Parking, Security, Playground, Jogging Track","Air-Cond, Cooking Allowed",,Pahang,Kuantan,2025-02-06 08:19,2025-02-06,109953318,,
"RM 2,200 per month","House, For rent",1-storey Terraced House,3,2,1300 sq.ft.,Not Furnished,"Parking, Playground, Multipurpose hall",Cooking Allowed,,Selangor,Gombak,2025-02-06 08:18,2025-02-06,108616453,,
RM 850 per month,"House, For rent",1-storey Terraced House,4,2,1480 sq.ft.,Not Furnished,"Parking, Jogging Track, Playground, Minimart","Air-Cond, Cooking Allowed",,Perak,Ipoh,2025-02-06 08:16,2025-02-06,110024872,,
"RM 1,200 per month","Apartment / Condominium, For rent",Condominium,3,2,1000 sq.ft.,Partially Furnished,"Security, Parking, Gymnasium, Barbeque area, Multipurpose hall, Playground, Swimming Pool, Lift, Club house",Cooking Allowed,"Jalan Semenyih, Semenyih, Selangor",Selangor,Semenyih,2025-02-06 08:14,2025-02-06,110024857,2.9591273103196403,101.83954419725188
"RM 1,100 per month","Apartment / Condominium, For rent",Apartment,3,2,756 sq.ft.,Not Furnished,"Parking, Lift, Playground, Barbeque area, Minimart","Cooking Allowed, Near KTM/LRT","PJU 6, Off Persiaran Surian, Bandar Utama, Selangor",Selangor,Bandar Utama,2025-02-06 08:14,2025-02-06,110024855,,
RM 750 per month,"Apartment / Condominium, For rent",Condominium,4,2,850 sq.ft.,Fully Furnished,"Multipurpose hall, Security, Swimming Pool, Jogging Track, Barbeque area, Playground, Parking, Tennis Court, Lift, Gymnasium, Minimart","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet","Off Jalan Cheras, Taman Pertama, Cheras, Kuala Lumpur",Kuala Lumpur,Cheras,2025-02-06 08:14,2025-02-06,110024853,,
"RM 1,200 per month","House, For rent",2-storey Terraced House,4,3,2100 sq.ft.,Not Furnished,"Parking, Jogging Track, Playground, Gymnasium, Minimart, Club house",Near KTM/LRT,,Negeri Sembilan,Bandar Sri Sendayan,2025-02-06 08:13,2025-02-06,110024820,,
RM 650 per month,"Apartment / Condominium, For rent",Apartment,3,1,1000 sq.ft.,Not Furnished,"Parking, Playground",,"Bulatan Cherry, Off Jalan Tun Abdul Razak, Ipoh, Perak",Perak,Ipoh,2025-02-06 08:12,2025-02-06,110024813,,
"RM 1,900 per month","Apartment / Condominium, For rent",Condominium,2,1,450 sq.ft.,Fully Furnished,"Swimming Pool, Barbeque area, Parking, Security, Gymnasium, Lift, Playground","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet","Jalan Atmosphere Utama 2, Off Jalan Putra Permai, Seri Kembangan, Selangor",Selangor,Seri Kembangan,2025-02-06 08:10,2025-02-06,110024798,,
,,,,,,,,,,,,,2025-02-06,110024791,,
RM 600 per month,"House, For rent",Semi-Detached House,3,2,900 sq.ft.,Partially Furnished,Parking,"Air-Cond, Cooking Allowed, Washing Machine",,Perak,Ipoh,2025-02-06 08:09,2025-02-06,110024787,,
"RM 1,700 per month","House, For rent",Terraced House,4,3,1200 sq.ft.,Partially Furnished,Parking,Air-Cond,,Penang,Bukit Mertajam,2025-02-06 08:09,2025-02-06,110024781,,
RM 900 per month,"House, For rent",Terraced House,3,2,1400 sq.ft.,Not Furnished,,Cooking Allowed,,Pahang,Kuantan,2025-02-06 08:09,2025-02-06,110024778,,
"RM 1,200 per month","Apartment / Condominium, For rent",Apartment,3,2,880 sq.ft.,Partially Furnished,"Playground, Swimming Pool, Parking, Security, Jogging Track","Air-Cond, Cooking Allowed","Jalan Puteri 7/1, Puchong, Selangor",Selangor,Puchong,2025-02-06 08:08,2025-02-06,110024766,3.025852996241644,101.623192101642
"RM 1,700 per month","House, For rent",2.5-storey Terraced House,5,3,1600 sq.ft.,Not Furnished,,,,Selangor,Serdang,2025-02-06 08:08,2025-02-06,109642485,,
"RM 1,350 per month","Apartment / Condominium, For rent",Condominium,3,2,850 sq.ft.,Not Furnished,"Lift, Parking, Multipurpose hall, Security, Playground",,"No.264, Jalan Desa, Taman Desa, Taman Desa, Kuala Lumpur",Kuala Lumpur,Taman Desa,2025-02-06 08:08,2025-02-06,109742121,3.09687576042822,101.67719624357747
"RM 1,300 per month","Apartment / Condominium, For rent",Condominium,3,2,1305 sq.ft.,Partially Furnished,"Security, Lift, Parking, Jogging Track","Air-Cond, Cooking Allowed","Lebuh Setia Menunggu, Jade Hills, Kajang, Selangor",Selangor,Kajang,2025-02-06 08:08,2025-02-06,108008536,,
"RM 1,000 per month","House, For rent",Terraced House,3,2,1356 sq.ft.,Not Furnished,Playground,,,Selangor,Salak Tinggi,2025-02-06 08:08,2025-02-06,110024762,,
"RM 1,100 per month","Apartment / Condominium, For rent",Service Residence,1,1,450 sq.ft.,Fully Furnished,"Security, Gymnasium, Multipurpose hall, Parking, Swimming Pool, Lift","Air-Cond, Cooking Allowed, Washing Machine","Persiaran Harmoni, Cyber 3, Cyberjaya, Selangor",Selangor,Cyberjaya,2025-02-06 08:07,2025-02-06,109642481,2.94568545,101.66181925000001
"RM 1,100 per month","Apartment / Condominium, For rent",Condominium,3,2,962 sq.ft.,Not Furnished,"Security, Gymnasium, Multipurpose hall, Parking, Jogging Track, Barbeque area, Playground, Swimming Pool, Lift",Cooking Allowed,"Jalan Green Park, Off Jalan Rimbunan Hijau 2, Seri Kembangan, Selangor",Selangor,Seri Kembangan,2025-02-06 08:07,2025-02-06,108008483,,
"RM 2,000 per month","House, For rent",2-storey Terraced House,4,3,1539 sq.ft.,Not Furnished,"Parking, Security, Playground",,,Penang,Bertam,2025-02-06 08:07,2025-02-06,110024754,,
"RM 1,300 per month","House, For rent",2-storey Terraced House,4,3,1170 sq.ft.,Partially Furnished,"Parking, Playground, Jogging Track, Minimart",,,Selangor,Puncak Alam,2025-02-06 08:07,2025-02-06,110024751,,
"RM 1,100 per month","Apartment / Condominium, For rent",Apartment,3,2,732 sq.ft.,Not Furnished,"Parking, Security, Lift, Playground, Multipurpose hall, Minimart",Cooking Allowed,"Kemuning, Shah Alam, Selangor",Selangor,Shah Alam,2025-02-06 08:07,2025-02-06,110024750,3.059000903170583,101.52191691855546
"RM 1,200 per month","House, For rent",2-storey Terraced House,4,3,1400 sq.ft.,Not Furnished,Security,,,Kuala Lumpur,Sentul,2025-02-06 08:06,2025-02-06,110024749,,
"RM 1,200 per month","Apartment / Condominium, For rent",Apartment,2,1,710 sq.ft.,Not Furnished,"Parking, Lift, Minimart","Cooking Allowed, Near KTM/LRT","Jalan PJS 11/6, PJS 11, Bandar Sunway, Selangor",Selangor,Bandar Sunway,2025-02-06 08:05,2025-02-06,110024740,3.071866318424585,101.6032208460438
"RM 1,600 per month","House, For rent",2-storey Terraced House,4,2,1540 sq.ft.,Not Furnished,"Parking, Playground, Jogging Track",,,Kuala Lumpur,Cheras,2025-02-06 08:05,2025-02-06,110024666,,
"RM 2,000 per month","Apartment / Condominium, For rent",Apartment,3,2,760 sq.ft.,Not Furnished,"Minimart, Security, Parking, Lift",,"Lorong Api-Api 2, Api-Api Commercial Centre, Kota Kinabalu, Sabah",Sabah,Kota Kinabalu,2025-02-06 08:04,2025-02-06,110024734,,
RM 800 per month,"Apartment / Condominium, For rent",Apartment,3,2,750 sq.ft.,Not Furnished,"Parking, Security, Lift, Playground",,"Halaman Sungai Ara, Sungai Ara, Penang",Penang,Sungai Ara,2025-02-06 08:04,2025-02-06,110024730,5.335386249565667,100.27107545114131
"RM 1,400 per month","Apartment / Condominium, For rent",Condominium,2,2,770 sq.ft.,Fully Furnished,"Parking, Security, Playground, Swimming Pool, Gymnasium, Lift, Sauna","Air-Cond, Cooking Allowed, Washing Machine","Lorong Astana Heights 13, Sandakan, Sabah",Sabah,Sandakan,2025-02-06 08:03,2025-02-06,110024727,5.8514208460647295,118.12168503190635
"RM 2,500 per month","House, For rent",2-storey Terraced House,4,3,1750 sq.ft.,Fully Furnished,"Parking, Security, Playground","Air-Cond, Cooking Allowed, Washing Machine",,Selangor,Shah Alam,2025-02-06 08:03,2025-02-06,109731324,,
"RM 1,800 per month","Apartment / Condominium, For rent",Service Residence,3,2,872 sq.ft.,Fully Furnished,"Playground, Multipurpose hall, Minimart, Gymnasium, Parking, Security, Swimming Pool, Lift","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine","Off Jalan Klang Banting, Bandar Bestari, Klang, Selangor",Selangor,Klang,2025-02-06 08:03,2025-02-06,108932287,,
RM 70 per month,"Apartment / Condominium, For rent",Apartment,1,1,100 sq.ft.,Not Furnished,Parking,,"Off Gat Lebuh Macallum, Georgetown, Penang",Penang,Georgetown,2025-02-06 08:02,2025-02-06,110024693,,
"RM 1,900 per month","Apartment / Condominium, For rent",Apartment,3,2,1000 sq.ft.,Fully Furnished,"Minimart, Lift, Playground, Security, Swimming Pool, Gymnasium, Parking","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine","Pinggiran Dato Senu, Bandar Baru Sentul, Sentul, Kuala Lumpur",Kuala Lumpur,Sentul,2025-02-06 08:02,2025-02-06,110024689,,
"RM 1,650 per month","Apartment / Condominium, For rent",Service Residence,3,3,1468 sq.ft.,Partially Furnished,"Parking, Security, Playground, Swimming Pool, Gymnasium, Lift, Barbeque area, Minimart, Multipurpose hall","Air-Cond, Cooking Allowed","Jalan Setia Menanti, Taman Residensi Impian, Kajang, Selangor",Selangor,Kajang,2025-02-06 08:01,2025-02-06,110024684,,
"RM 1,300 per month","House, For rent",2-storey Terraced House,4,3,1400 sq.ft.,Fully Furnished,,"Air-Cond, Cooking Allowed, Washing Machine",,Perak,Tambun,2025-02-06 08:00,2025-02-06,109217731,,
"RM 1,000 per month","Apartment / Condominium, For rent",Condominium,3,2,850 sq.ft.,Not Furnished,"Parking, Security, Barbeque area, Lift, Playground, Gymnasium, Swimming Pool, Multipurpose hall, Jogging Track, Squash Court","Air-Cond, Cooking Allowed, Internet",,Selangor,Puncak Alam,2025-02-06 08:00,2025-02-06,109668193,,
"RM 1,200 per month","Apartment / Condominium, For rent",Apartment,3,2,700 sq.ft.,Partially Furnished,"Security, Lift",,"Changkat Bukit Gambier, Gelugor, Penang",Penang,Gelugor,2025-02-06 08:00,2025-02-06,109229012,,
"RM 1,700 per month","Apartment / Condominium, For rent",Condominium,3,2,1100 sq.ft.,Fully Furnished,"Barbeque area, Security, Playground, Swimming Pool, Parking, Minimart, Gymnasium, Lift, Multipurpose hall","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet","Taman Puchong Prima, Puchong, Selangor",Selangor,Puchong,2025-02-06 07:55,2025-02-06,108735638,,
