monthly_rent,category_id,property_type,rooms,bathroom,size,furnished,facilities,state,region,publishedDatetime,ads_id,latitude,longitude,additional_facilities,address
"RM 2,000 per month","Apartment / Condominium, For rent",Condominium,3,2,1400 sq.ft.,Fully Furnished,"Lift, Parking, Swimming Pool, Gymnasium, Security, Sauna",Johor,Johor Bahru,2025-01-29 11:01,109145772,,,"Air-Cond, Cooking Allowed, Washing Machine, Internet, Near KTM/LRT","Lorong 2C, Off Jalan Abdul Samad, Johor Bahru, Johor"
"RM 2,200 per month","Apartment / Condominium, For rent",Condominium,3,2,850 sq.ft.,Fully Furnished,"Swimming Pool, Jogging Track, Parking, Security, Playground, Tennis Court, Barbeque area, Gymnasium, Sauna",Penang,Tanjong Tokong,2025-01-29 11:00,109892454,,,"Air-Cond, Washing Machine, Cooking Allowed","Jalan Seri Tanjung Pinang 1, Seri Tanjung Pinang, Tanjong Tokong, Penang"
"RM 1,600 per month","Apartment / Condominium, For rent",Condominium,3,2,1000 sq.ft.,Partially Furnished,"Club house, Barbeque area, Jogging Track, Multipurpose hall, Security, Swimming Pool, Parking, Gymnasium, Lift, Playground",Penang,Tanjong Tokong,2025-01-29 11:00,109701639,5.4483468362577625,100.30197504866534,,"Persiaran Halia 3, Tanjong Tokong, Penang"
"RM 2,000 per month","Apartment / Condominium, For rent",Condominium,3,2,1200 sq.ft.,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Multipurpose hall, Minimart, Gymnasium",Selangor,Shah Alam,2025-01-29 10:54,109604658,3.077467691169683,101.48381911680471,"Air-Cond, Cooking Allowed","Jalan Kristal 7/70G, Section 7, Shah Alam, Selangor"
"RM 1,300 per month","Apartment / Condominium, For rent",Service Residence,1,1,799 sq.ft.,Fully Furnished,"Playground, Multipurpose hall, Security, Swimming Pool, Barbeque area, Sauna, Gymnasium, Lift",Johor,Johor Bahru,2025-01-29 10:53,109768643,1.5012358561952133,103.78868238700376,"Air-Cond, Cooking Allowed, Washing Machine","Jalan Bayu Puteri 2, Taman Bayu Puteri, Johor Bahru, Johor"
"RM 1,300 per month","Apartment / Condominium, For rent",Service Residence,3,2,650 sq.ft.,Fully Furnished,"Gymnasium, Multipurpose hall, Security, Playground, Swimming Pool, Parking, Barbeque area",Selangor,Sepang,2025-01-29 10:52,109943629,2.826571,101.7006692,Air-Cond,"Warisan Puteri, Persiaran Warisan, Sepang, Selangor"
"RM 3,200 per month","Apartment / Condominium, For rent",Service Residence,3,2,933 sq.ft.,Fully Furnished,"Playground, Gymnasium, Swimming Pool, Parking, Security, Barbeque area, Multipurpose hall",Johor,Setia Tropika,2025-01-29 10:52,109947665,1.5481816444277368,103.71331492669822,"Air-Cond, Cooking Allowed, Washing Machine","Jalan Setia Tropika 1/21, Setia Tropika, Johor"
"RM 1,150 per month","House, For rent",1-storey Terraced House,2,2,1200 sq.ft.,Partially Furnished,Parking,Selangor,Bandar Saujana Putra,2025-01-29 10:51,109927857,,,,
RM 800 per month,"Apartment / Condominium, For rent",Apartment,1,1,270 sq.ft.,Fully Furnished,"Security, Playground, Lift, Multipurpose hall, Parking, Swimming Pool, Gymnasium, Minimart",Johor,Tebrau,2025-01-29 10:50,109954225,,,"Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet","Off Tebrau Hwy, Kampung Dato Sulaiman Menteri, Tebrau, Johor"
RM 800 per month,"Apartment / Condominium, For rent",Apartment,3,2,732 sq.ft.,Partially Furnished,"Parking, Security, Playground",Selangor,Bangi,2025-01-29 10:50,109954222,2.8809773587111156,101.7869557199275,"Cooking Allowed, Near KTM/LRT","Jalan Seri Putra 4, Bandar Seri Putra, Bangi, Selangor"
"RM 2,300 per month","House, For rent",Semi-Detached House,4,2,4800 sq.ft.,Fully Furnished,,Kedah,Sungai Petani,2025-01-29 10:50,108414211,,,"Air-Cond, Cooking Allowed, Washing Machine",
"RM 1,300 per month","Apartment / Condominium, For rent",Apartment,3,2,925 sq.ft.,Partially Furnished,"Security, Playground, Swimming Pool, Parking, Jogging Track, Lift",Selangor,Klang,2025-01-29 10:50,109954189,3.0186693506378464,101.43121129597618,Cooking Allowed,"Jalan Batu Unjur 9, Taman Bayu Perdana, Klang, Selangor"
"RM 2,600 per month","Apartment / Condominium, For rent",Service Residence,2,2,936 sq.ft.,Fully Furnished,"Jogging Track, Sauna, Multipurpose hall, Parking, Security, Lift, Swimming Pool, Gymnasium, Playground, Barbeque area, Minimart",Johor,Johor Bahru,2025-01-29 10:49,109771569,,,"Air-Cond, Cooking Allowed","Jalan Dato Abdullah Tahir, Taman Abad, Johor Bahru, Johor"
"RM 2,500 per month","Apartment / Condominium, For rent",Service Residence,2,2,936 sq.ft.,Fully Furnished,"Multipurpose hall, Gymnasium, Jogging Track, Lift, Parking, Security, Playground, Minimart, Swimming Pool, Barbeque area, Sauna",Johor,Johor Bahru,2025-01-29 10:49,108654334,,,"Air-Cond, Cooking Allowed, Washing Machine","Jalan Dato Abdullah Tahir, Taman Abad, Johor Bahru, Johor"
"RM 1,298 per month","Apartment / Condominium, For rent",Service Residence,2,1,565 sq.ft.,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Minimart",Selangor,Shah Alam,2025-01-29 10:49,109954221,3.1662185139436074,101.51393631050794,"Cooking Allowed, Near KTM/LRT, Air-Cond","Persiaran Metafasa, Shah Alam, Selangor"
"RM 1,400 per month","Apartment / Condominium, For rent",Service Residence,1,1,450 sq.ft.,Fully Furnished,"Lift, Parking, Multipurpose hall, Security, Swimming Pool, Gymnasium, Playground, Club house",Selangor,Sepang,2025-01-29 10:49,109954220,2.8216360000753062,101.69528160995223,"Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine","Jalan Warisan Sentral 4, Kota Warisan, Sepang, Selangor"
"RM 2,000 per month","Apartment / Condominium, For rent",Service Residence,2,1,646 sq.ft.,Partially Furnished,"Parking, Jogging Track, Security, Tennis Court, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Minimart, Multipurpose hall",Kuala Lumpur,Sentul,2025-01-29 10:48,109954212,3.1980324857488562,101.69062820171115,,"Jalan Sentul Pasar, Sentul, Kuala Lumpur"
RM 850 per month,"Apartment / Condominium, For rent",Condominium,3,2,750 sq.ft.,Not Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track",Penang,Bandar Perda,2025-01-29 10:47,109954206,,,Cooking Allowed,
"RM 1,400 per month","Apartment / Condominium, For rent",Service Residence,1,1,450 sq.ft.,Fully Furnished,"Gymnasium, Multipurpose hall, Security, Swimming Pool",Selangor,Shah Alam,2025-01-29 10:45,109484300,3.0647791269756985,101.48606686973181,"Air-Cond, Cooking Allowed, Washing Machine","Jalan Plumbum 7/102, Shah Alam, Selangor"
"RM 1,600 per month","Apartment / Condominium, For rent",Service Residence,2,2,890 sq.ft.,Partially Furnished,"Security, Swimming Pool, Gymnasium, Lift, Parking, Playground",Selangor,Shah Alam,2025-01-29 10:45,108668457,3.0911429746053303,101.54468270566448,"Air-Cond, Cooking Allowed","Persiaran Sukan, Seksyen 13, Shah Alam, Selangor"
"RM 1,550 per month","Apartment / Condominium, For rent",Condominium,3,2,980 sq.ft.,Fully Furnished,"Security, Minimart, Playground, Gymnasium, Tennis Court, Lift, Sauna, Parking, Swimming Pool, Club house, Squash Court, Jogging Track, Barbeque area, Multipurpose hall",Selangor,Shah Alam,2025-01-29 10:45,109845187,3.0815570448551513,101.55558219096186,"Cooking Allowed, Washing Machine","Jalan Penyelenggara U1/73, Shah Alam, Selangor"
RM 850 per month,"Apartment / Condominium, For rent",Apartment,3,2,815 sq.ft.,Not Furnished,"Playground, Security, Parking",Selangor,Shah Alam,2025-01-29 10:44,109945364,3.1641752519751543,101.5364285315286,,"No. 6, Jalan Pluto U5/138, Seksyen U5, Shah Alam, Selangor"
"RM 1,000 per month","Apartment / Condominium, For rent",Apartment,2,2,800 sq.ft.,Partially Furnished,"Lift, Security, Parking, Playground, Multipurpose hall, Minimart",Kuala Lumpur,Keramat,2025-01-29 10:43,109630645,,,Cooking Allowed,
"RM 1,900 per month","Apartment / Condominium, For rent",Service Residence,3,2,850 sq.ft.,Fully Furnished,"Security, Playground, Multipurpose hall, Parking, Swimming Pool, Lift",Selangor,Sepang,2025-01-29 10:43,109251731,,,"Air-Cond, Cooking Allowed, Washing Machine, Internet, Near KTM/LRT","Jalan Kenanga 1/6, Taman Kenanga, Sepang, Selangor"
"RM 1,650 per month","Apartment / Condominium, For rent",Apartment,3,2,822 sq.ft.,Partially Furnished,"Barbeque area, Swimming Pool, Lift, Playground, Gymnasium, Parking, Minimart, Multipurpose hall, Security, Jogging Track, Tennis Court, Squash Court",Kuala Lumpur,Sentul,2025-01-29 10:41,109927237,3.1891904955224337,101.69067289992145,"Air-Cond, Cooking Allowed, Near KTM/LRT","Jalan Sinar Sentul, Sentul, Kuala Lumpur"
"RM 1,500 per month","Apartment / Condominium, For rent",Apartment,3,2,1037 sq.ft.,Partially Furnished,"Security, Parking, Swimming Pool, Playground, Barbeque area, Minimart, Multipurpose hall, Lift",Selangor,Bangi,2025-01-29 10:36,109536783,2.884265999539895,101.79118465123774,Cooking Allowed,"Jalan Seri Putra 1 / 2, Bandar Seri Putra, Bangi, Selangor"
"RM 1,800 per month","Apartment / Condominium, For rent",Service Residence,3,2,1130 sq.ft.,Fully Furnished,"Swimming Pool, Parking, Minimart, Playground, Gymnasium, Security",Selangor,Shah Alam,2025-01-29 10:34,109383074,3.05117124664421,101.53918998147002,"Air-Cond, Cooking Allowed, Washing Machine","Jalan Singa F 20/F, Seksyen 20, Shah Alam, Selangor"
"RM 1,650 per month","House, For rent",2-storey Terraced House,4,3,4 sq.ft.,Partially Furnished,"Parking, Barbeque area, Jogging Track",Sarawak,Kuching,2025-01-29 10:34,109954141,,,Cooking Allowed,
"RM 1,800 per month","Apartment / Condominium, For rent",Condominium,3,2,800 sq.ft.,Fully Furnished,"Minimart, Gymnasium, Playground, Jogging Track, Barbeque area, Security, Swimming Pool, Parking, Multipurpose hall, Club house",Penang,Gelugor,2025-01-29 10:34,109954139,,,"Air-Cond, Cooking Allowed, Washing Machine","Lebuh Minden 1, Off Jalan Bukit Gambier, Gelugor, Penang"
"RM 2,300 per month","House, For rent",2-storey Terraced House,3,2,1540 sq.ft.,Fully Furnished,Parking,Johor,Johor Bahru,2025-01-29 10:33,109954134,,,"Air-Cond, Cooking Allowed, Washing Machine",
"RM 10,000 per month","House, For rent",Bungalow House,5,4,43560 sq.ft.,Fully Furnished,,Perak,Tambun,2025-01-29 10:30,108859296,,,,
RM 630 per month,"House, For rent",1-storey Terraced House,3,2,1614 sq.ft.,Not Furnished,"Parking, Security, Playground, Minimart, Multipurpose hall, Jogging Track",Melaka,Kuala Sungai Baru,2025-01-29 10:29,109954108,,,,
"RM 1,500 per month","Apartment / Condominium, For rent",Service Residence,2,1,712 sq.ft.,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Multipurpose hall, Barbeque area, Sauna, Gymnasium, Tennis Court, Minimart",Selangor,Shah Alam,2025-01-29 10:23,109697897,,,"Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet","Off Jalan Plumbum 7/102, I-City, Shah Alam, Selangor"
"RM 1,100 per month","Apartment / Condominium, For rent",Condominium,3,2,850 sq.ft.,Not Furnished,"Security, Parking, Lift, Playground, Swimming Pool",Kuala Lumpur,Desa Petaling,2025-01-29 10:22,109954063,3.0823180246194077,101.70862630287807,,"Jalan 1/125A, Taman Desa Petaling, Desa Petaling, Kuala Lumpur"
"RM 1,800 per month","Apartment / Condominium, For rent",Service Residence,3,2,1044 sq.ft.,Fully Furnished,"Parking, Security, Playground, Jogging Track, Sauna, Swimming Pool, Gymnasium, Lift, Barbeque area, Multipurpose hall, Club house, Tennis Court, Squash Court, Minimart",Penang,Batu Kawan,2025-01-29 10:21,109873238,5.2503874971889255,100.43660656364929,"Air-Cond, Cooking Allowed, Washing Machine, Near KTM/LRT, Internet","Lebuhraya Bandar Cassia, Batu Kawan, Penang"
"RM 2,500 per month","House, For rent",2-storey Terraced House,4,3,1650 sq.ft.,Fully Furnished,"Parking, Security, Playground, Barbeque area, Jogging Track, Multipurpose hall",Selangor,Kajang,2025-01-29 10:21,109954059,,,"Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",
RM 650 per month,"Apartment / Condominium, For rent",Apartment,3,2,650 sq.ft.,Not Furnished,Playground,Selangor,Shah Alam,2025-01-29 10:20,109345889,3.174789456456968,101.51209214786098,Cooking Allowed,"Jalan Metafasa U16/3A, Seksyen U16, Taman Bukit Subang, Shah Alam, Selangor"
RM 800 per month,"Apartment / Condominium, For rent",Apartment,3,2,650 sq.ft.,Partially Furnished,"Parking, Jogging Track, Playground",Selangor,Shah Alam,2025-01-29 10:19,109954041,3.1864452276274657,101.53510552651987,"Cooking Allowed, Near KTM/LRT","Jalan Bintang U5/33, Seksyen U5, Shah Alam, Selangor"
"RM 1,620 per month","Apartment / Condominium, For rent",Service Residence,2,1,450 sq.ft.,Fully Furnished,"Squash Court, Multipurpose hall, Security, Gymnasium, Swimming Pool, Lift, Parking, Minimart",Selangor,Shah Alam,2025-01-29 10:18,109954038,3.0751843823612655,101.55101583371984,"Air-Cond, Washing Machine","Jalan Boling Padang 13/62, Seksyen 13, Shah Alam, Selangor"
RM 400 per month,"House, For rent",Others,3,1,1200 sq.ft.,Partially Furnished,,Terengganu,Hulu Terengganu,2025-01-29 10:18,109954037,,,,
RM 950 per month,"Apartment / Condominium, For rent",Flat,3,2,667 sq.ft.,Not Furnished,"Parking, Playground",Johor,Johor Bahru,2025-01-29 10:18,109954036,,,Cooking Allowed,
RM 700 per month,"House, For rent",2-storey Terraced House,2,1,1000 sq.ft.,Not Furnished,"Parking, Playground",Johor,Batu Pahat,2025-01-29 10:18,109954034,,,Cooking Allowed,
"RM 1,500 per month","House, For rent",2-storey Terraced House,4,3,1677 sq.ft.,Partially Furnished,"Parking, Security, Playground, Multipurpose hall, Jogging Track",Selangor,Puncak Alam,2025-01-29 10:18,109954031,,,Cooking Allowed,
"RM 1,600 per month","Apartment / Condominium, For rent",Condominium,2,1,566 sq.ft.,Fully Furnished,"Parking, Security, Playground, Barbeque area, Multipurpose hall, Swimming Pool",Selangor,I-City,2025-01-29 10:17,109543544,,,,"Jalan Multimedia 7/AG, Off Jalan Siber, I-City, Selangor"
"RM 2,000 per month","Apartment / Condominium, For rent",Condominium,3,2,1149 sq.ft.,Fully Furnished,"Barbeque area, Swimming Pool, Jogging Track, Playground, Gymnasium, Parking, Security, Lift",Selangor,Shah Alam,2025-01-29 10:15,109709957,3.068403236395915,101.55583511552855,"Air-Cond, Cooking Allowed, Washing Machine","No. 4, Jalan Jubli Perak 22/1, Seksyen 22, Shah Alam, Selangor"
"RM 1,000 per month","Apartment / Condominium, For rent",Apartment,1,2,430 sq.ft.,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Minimart, Gymnasium",Selangor,Shah Alam,2025-01-29 10:15,109852826,3.060632773956144,101.49106648712666,"Cooking Allowed, Near KTM/LRT","Jalan Padang Jawa, Seksyen 16, Shah Alam, Selangor"
RM 650 per month,"House, For rent",2-storey Terraced House,3,2,1399 sq.ft.,Not Furnished,,Kedah,Sungai Petani,2025-01-29 10:10,109953899,,,,
"RM 1,200 per month","House, For rent",2-storey Terraced House,4,3,1170 sq.ft.,Not Furnished,Parking,Johor,Kulai,2025-01-29 10:08,109928033,,,,
RM 900 per month,"Apartment / Condominium, For rent",Apartment,4,2,855 sq.ft.,Fully Furnished,"Multipurpose hall, Playground, Security, Swimming Pool, Parking",Selangor,Bangi,2025-01-29 10:07,109427606,2.9692497991488396,101.774994561413,"Cooking Allowed, Air-Cond, Washing Machine","Jalan 7/4, Seksyen 7, Bandar Baru Bangi, Bangi, Selangor"
"RM 2,100 per month","House, For rent",2-storey Terraced House,4,3,1400 sq.ft.,Partially Furnished,"Parking, Playground",Johor,Pasir Gudang,2025-01-29 10:06,109953984,,,"Washing Machine, Cooking Allowed, Internet",
RM 500 per month,"House, For rent",1-storey Terraced House,3,2,1000 sq.ft.,Not Furnished,Playground,Perak,Batu Gajah,2025-01-29 10:05,109953980,,,,
"RM 1,200 per month","House, For rent",Semi-Detached House,4,3,2560 sq.ft.,Partially Furnished,"Parking, Playground, Jogging Track",Johor,Segamat,2025-01-29 10:05,109953978,,,"Air-Cond, Cooking Allowed",
"RM 1,500 per month","Apartment / Condominium, For rent",Apartment,3,2,850 sq.ft.,Partially Furnished,"Parking, Security, Playground, Lift, Minimart",Selangor,Shah Alam,2025-01-29 10:05,109953976,3.07385015,101.50117645,"Air-Cond, Cooking Allowed, Washing Machine","Persiaran Institut, Section 7, Shah Alam, Selangor"
"RM 1,600 per month","Apartment / Condominium, For rent",Apartment,3,2,815 sq.ft.,Partially Furnished,"Parking, Security, Lift, Playground, Multipurpose hall",Selangor,Shah Alam,2025-01-29 10:04,109839299,3.0807375488869475,101.4912815165505,"Cooking Allowed, Near KTM/LRT, Washing Machine","Jalan Platinum 7/58, Section 7, Shah Alam, Selangor"
"RM 1,200 per month","Apartment / Condominium, For rent",Flat,3,2,750 sq.ft.,Fully Furnished,"Playground, Parking, Minimart",Selangor,Shah Alam,2025-01-29 10:03,109290594,3.0681774711202476,101.48085779946253,"Cooking Allowed, Washing Machine, Near KTM/LRT"," Jalan Plumbum 7/95, Seksyen 7, Shah Alam, Selangor"
RM 900 per month,"Apartment / Condominium, For rent",Apartment,3,2,1049 sq.ft.,Partially Furnished,"Parking, Playground, Security",Selangor,Shah Alam,2025-01-29 10:03,109714251,3.1665403560355982,101.54140298958167,Cooking Allowed,"Jalan Matahari U5/117, Shah Alam, Selangor"
"RM 2,200 per month","House, For rent",2-storey Terraced House,4,3,1500 sq.ft.,Fully Furnished,"Parking, Security, Playground",Selangor,Shah Alam,2025-01-29 10:03,109479009,,,"Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",
"RM 1,500 per month","Apartment / Condominium, For rent",Condominium,3,2,1124 sq.ft.,Partially Furnished,"Playground, Lift, Parking, Security, Swimming Pool",Sabah,Kota Kinabalu,2025-01-29 10:03,109551795,,,,"Lorong Canggih, Off Jalan Tuaran By Pass, Kota Kinabalu, Sabah"
RM 850 per month,"Apartment / Condominium, For rent",Apartment,3,2,650 sq.ft.,Fully Furnished,"Parking, Lift, Playground, Multipurpose hall, Minimart, Barbeque area, Jogging Track",Selangor,Shah Alam,2025-01-29 10:01,109301058,3.0545975616243064,101.4848578907822,"Cooking Allowed, Near KTM/LRT, Washing Machine","Jalan Lengkuas 16/19, Shah Alam, Selangor"
"RM 1,800 per month","Apartment / Condominium, For rent",Service Residence,1,1,500 sq.ft.,Partially Furnished,"Security, Minimart, Playground, Lift, Barbeque area, Sauna, Parking, Multipurpose hall, Swimming Pool, Gymnasium",Selangor,Subang Jaya,2025-01-29 09:56,109855630,,,"Air-Cond, Cooking Allowed","Persiaran Teknologi Subang, Subang Hi-tech Industrial Park, Subang Jaya, Selangor"
"RM 2,100 per month","Apartment / Condominium, For rent",Service Residence,3,2,1250 sq.ft.,Partially Furnished,"Playground, Lift, Parking, Security, Gymnasium, Swimming Pool, Sauna, Barbeque area, Minimart",Selangor,Shah Alam,2025-01-29 09:56,109460423,3.0911429746053303,101.54468270566448,Cooking Allowed,"Persiaran Sukan, Seksyen 13, Shah Alam, Selangor"
"RM 1,600 per month","Apartment / Condominium, For rent",Apartment,3,2,900 sq.ft.,Partially Furnished,"Multipurpose hall, Security, Jogging Track, Lift, Playground, Gymnasium, Parking, Barbeque area, Sauna",Selangor,Shah Alam,2025-01-29 09:56,108938606,,,"Air-Cond, Cooking Allowed, Washing Machine","Jalan Bulan Bm U5/Bm, Taman Subang Murni, Shah Alam, Selangor"
"RM 1,050 per month","Apartment / Condominium, For rent",Condominium,1,1,500 sq.ft.,Partially Furnished,"Parking, Lift, Swimming Pool, Playground, Gymnasium",Selangor,Shah Alam,2025-01-29 09:56,108467534,3.0723381,101.5218687,"Air-Cond, Cooking Allowed","Seksyen 14, Shah Alam, Selangor"
"RM 1,450 per month","Apartment / Condominium, For rent",Service Residence,2,2,667 sq.ft.,Not Furnished,"Minimart, Playground, Jogging Track, Barbeque area, Sauna, Security, Swimming Pool, Gymnasium, Parking, Lift",Johor,Masai,2025-01-29 09:49,109953822,1.5071805837628012,103.86215938048505,"Air-Cond, Washing Machine, Internet","Persiaran Seri Alam, Bandar Baru Seri Alam, Masai, Johor"
"RM 1,000 per month","Apartment / Condominium, For rent",Apartment,3,2,660 sq.ft.,Not Furnished,"Security, Lift, Parking, Playground",Penang,Jelutong,2025-01-29 09:49,109953817,5.38610032039763,100.31207552220248,Cooking Allowed,"No.351, Jalan Jelutong, Jelutong, Penang"
RM 800 per month,"Apartment / Condominium, For rent",Apartment,3,2,680 sq.ft.,Not Furnished,"Security, Lift, Minimart",Selangor,Puchong,2025-01-29 09:48,109613599,3.0494947983739853,101.64019453027998,,"Jalan Kinrara 6F, Bandar Kinrara, Puchong, Selangor"
"RM 1,270 per month","House, For rent",2-storey Terraced House,4,2,1080 sq.ft.,Not Furnished,,Selangor,Bukit Beruntung,2025-01-29 09:43,109953770,,,,
RM 850 per month,"Apartment / Condominium, For rent",Flat,3,1,688 sq.ft.,Not Furnished,"Playground, Parking",Negeri Sembilan,Nilai,2025-01-29 09:43,109942870,,,Cooking Allowed,"Jalan TS 2/5h, Taman Semarak 2, Nilai, Negeri Sembilan"
RM 650 per month,"House, For rent",Terraced House,3,2,900 sq.ft.,Partially Furnished,Parking,Terengganu,Besut,2025-01-29 09:41,109352494,,,Cooking Allowed,
"RM 1,200 per month","House, For rent",1-storey Terraced House,3,2,1200 sq.ft.,Partially Furnished,"Parking, Playground",Penang,Simpang Ampat,2025-01-29 09:38,109953730,,,"Air-Cond, Cooking Allowed",
"RM 1,300 per month","Apartment / Condominium, For rent",Apartment,3,2,850 sq.ft.,Partially Furnished,"Security, Playground, Parking",Selangor,Bukit Subang,2025-01-29 09:37,109953728,3.171294310198707,101.51838764799218,Cooking Allowed,"No.11, Jalan Metafasa U16/3, Taman Bukit Subang, Bukit Subang, Selangor"
RM 700 per month,"Apartment / Condominium, For rent",Flat,3,2,650 sq.ft.,Partially Furnished,"Parking, Security",Selangor,Kajang,2025-01-29 09:37,109883232,2.9889676092098223,101.79631716801103,Cooking Allowed,"Jalan Bukit Mewah, Taman Bukit Mewah, Kajang, Selangor"
RM 700 per month,"Apartment / Condominium, For rent",Apartment,3,2,650 sq.ft.,Not Furnished,"Parking, Security, Playground",Selangor,Kajang,2025-01-29 09:36,109637921,2.946505608948354,101.78969992583208,"Cooking Allowed, Washing Machine","Jalan Kelisa 1, Kampung Sungai Tangkas, Kajang, Selangor"
"RM 1,300 per month","House, For rent",2-storey Terraced House,3,3,1000 sq.ft.,Partially Furnished,Parking,Selangor,Klang,2025-01-29 09:36,109953720,,,,
"RM 1,800 per month","Apartment / Condominium, For rent",Service Residence,2,2,800 sq.ft.,Fully Furnished,"Minimart, Gymnasium, Security, Lift, Swimming Pool, Playground",Selangor,Shah Alam,2025-01-29 09:36,109377989,3.0647791269756985,101.48606686973181,"Cooking Allowed, Air-Cond, Washing Machine","Jalan Plumbum 7/102, Shah Alam, Selangor"
"RM 1,220 per month","Apartment / Condominium, For rent",Service Residence,1,1,390 sq.ft.,Fully Furnished,"Parking, Security, Barbeque area, Swimming Pool, Gymnasium, Playground",Selangor,Shah Alam,2025-01-29 09:36,109343899,,,"Air-Cond, Cooking Allowed, Washing Machine","Jalan Uranus U5/125, Subang Pelangi, Shah Alam, Selangor"
"RM 1,500 per month","Apartment / Condominium, For rent",Service Residence,1,1,390 sq.ft.,Fully Furnished,"Parking, Security, Swimming Pool, Lift, Playground, Gymnasium, Barbeque area",Selangor,Shah Alam,2025-01-29 09:36,109278003,3.0889027,101.5450357,"Air-Cond, Cooking Allowed","Tadisma Business Park Seksyen 13, Shah Alam, Selangor"
"RM 1,750 per month","Apartment / Condominium, For rent",Apartment,3,2,900 sq.ft.,Partially Furnished,"Parking, Security, Swimming Pool, Jogging Track, Playground, Sauna, Gymnasium, Lift, Barbeque area, Multipurpose hall",Selangor,Shah Alam,2025-01-29 09:36,109141736,,,"Air-Cond, Cooking Allowed, Washing Machine","Jalan Bulan Bm U5/Bm, Taman Subang Murni, Shah Alam, Selangor"
"RM 1,600 per month","Apartment / Condominium, For rent",Condominium,3,2,970 sq.ft.,Fully Furnished,"Lift, Security, Playground, Multipurpose hall, Parking, Swimming Pool, Gymnasium, Barbeque area",Negeri Sembilan,Seremban,2025-01-29 09:33,109953698,,,"Air-Cond, Cooking Allowed","Jalan Bayu, Kampung Baharu Batu Temiang, Seremban, Negeri Sembilan"
"RM 2,000 per month","House, For rent",2-storey Terraced House,4,3,1500 sq.ft.,Partially Furnished,"Parking, Security, Playground, Jogging Track",Selangor,Sepang,2025-01-29 09:27,109953685,,,"Air-Cond, Cooking Allowed, Washing Machine",
"RM 1,050 per month","House, For rent",2-storey Terraced House,4,3,1200 sq.ft.,Partially Furnished,"Minimart, Playground",Selangor,Rawang,2025-01-29 09:26,109346993,,,,
"RM 1,100 per month","Apartment / Condominium, For rent",Condominium,1,1,350 sq.ft.,Fully Furnished,"Parking, Playground, Gymnasium, Swimming Pool, Security, Barbeque area, Multipurpose hall, Lift, Sauna, Minimart, Club house, Jogging Track, Squash Court, Tennis Court",Johor,Johor Bahru,2025-01-29 09:23,109953671,,,"Air-Cond, Cooking Allowed, Washing Machine","Off Lebuh Skudai, Johor Bahru, Johor"
"RM 1,400 per month","Apartment / Condominium, For rent",Apartment,3,2,700 sq.ft.,Partially Furnished,"Parking, Lift, Playground, Jogging Track, Minimart, Multipurpose hall",Putrajaya,Putrajaya,2025-01-29 09:23,109953668,2.9433964,101.6762539,Cooking Allowed,"Jalan P9b, Presint 9, Putrajaya, Putrajaya"
"RM 1,500 per month","Apartment / Condominium, For rent",Condominium,3,2,975 sq.ft.,Fully Furnished,"Parking, Security, Playground, Minimart, Swimming Pool, Gymnasium, Lift",Selangor,Cyberjaya,2025-01-29 09:22,109953659,,,"Air-Cond, Cooking Allowed, Washing Machine","Persiaran Sepang Off Persiaran Multimedia, Cyberjaya, Selangor"
RM 900 per month,"House, For rent",2-storey Terraced House,3,3,1050 sq.ft.,Not Furnished,,Johor,Johor Bahru,2025-01-29 09:21,109953657,,,,
"RM 1,500 per month","House, For rent",Others,4,3,1539 sq.ft.,Partially Furnished,"Parking, Playground",Johor,Kota Tinggi,2025-01-29 09:21,109953655,,,Air-Cond,
"RM 1,900 per month","Apartment / Condominium, For rent",Condominium,2,2,785 sq.ft.,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Squash Court",Selangor,Setia Alam,2025-01-29 09:20,109953652,3.1136535,101.4530499,"Cooking Allowed, Air-Cond","Jalan Setia Murni U13/51, Setia Alam, Selangor"
RM 700 per month,"Apartment / Condominium, For rent",Apartment,3,2,650 sq.ft.,Partially Furnished,"Playground, Parking, Security, Minimart",Selangor,Damansara Damai,2025-01-29 09:19,109953641,3.1968548,101.5954881,Near KTM/LRT,"Jalan PJU 10/1b, Damansara Damai, Selangor"
"RM 1,300 per month","House, For rent",2-storey Terraced House,4,3,1700 sq.ft.,Not Furnished,"Parking, Security, Playground",Selangor,Semenyih,2025-01-29 09:17,99690871,,,Cooking Allowed,
RM 580 per month,"House, For rent",Others,2,2,1400 sq.ft.,Not Furnished,,Perak,Ipoh,2025-01-29 09:15,108196370,,,,
