monthly_rent,category_id,property_type,rooms,bathroom,size,furnished,facilities,state,region,publishedDatetime,ads_id,latitude,longitude,additional_facilities,address
"RM 1,500 per month","Apartment / Condominium, For rent",Service Residence,2,1,655 sq.ft.,Fully Furnished,"Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall",Selangor,I-City,2025-01-29 14:58,103350847,3.0651164344671322,101.48331981653467,"Cooking Allowed, Air-Cond, Washing Machine","Jalan Multimedia 7/Ah, I-City, Selangor"
"RM 1,900 per month","Apartment / Condominium, For rent",Service Residence,2,2,826 sq.ft.,Fully Furnished,"Security, Lift, Playground, Swimming Pool, Gymnasium, Barbeque area, Minimart, Multipurpose hall, Jogging Track",Selangor,I-City,2025-01-29 14:57,108105926,3.0651164344671322,101.48331981653467,"Air-Cond, Cooking Allowed, Washing Machine","Jalan Multimedia 7/Ah, I-City, Selangor"
"RM 1,499 per month","House, For rent",2-storey Terraced House,4,3,1700 sq.ft.,Partially Furnished,"Security, Playground, Barbeque area, Minimart, Jogging Track",Selangor,Semenyih,2025-01-29 14:52,109309648,,,"Air-Cond, Cooking Allowed",
RM 900 per month,"Apartment / Condominium, For rent",Apartment,5,2,650 sq.ft.,Not Furnished,"Minimart, Playground, Parking, Lift, Security",Selangor,Petaling Jaya,2025-01-29 14:50,107756174,3.0780901,101.633039,Cooking Allowed,"Jalan PJS 2B/1, Petaling Jaya, Selangor"
RM 900 per month,"Apartment / Condominium, For rent",Apartment,5,2,650 sq.ft.,Not Furnished,Minimart,Selangor,Damansara Damai,2025-01-29 14:50,107755999,3.1966700579251683,101.59321357379635,"Cooking Allowed, Near KTM/LRT","Jalan PJU 10/3, Damansara Damai, Damansara Damai, Selangor"
"RM 1,500 per month","Apartment / Condominium, For rent",Service Residence,1,2,775 sq.ft.,Fully Furnished,"Parking, Security, Gymnasium, Jogging Track, Swimming Pool, Barbeque area",Kuala Lumpur,Old Klang Road,2025-01-29 14:50,109955721,3.09346915,101.67657204176042,,"Jalan Klang Lama, Old Klang Road, Kuala Lumpur"
"RM 1,000 per month","House, For rent",1-storey Terraced House,3,2,1400 sq.ft.,Fully Furnished,,Kedah,Kulim,2025-01-29 14:49,109955789,,,,
"RM 1,700 per month","Apartment / Condominium, For rent",Service Residence,1,2,775 sq.ft.,Fully Furnished,"Parking, Security, Gymnasium, Jogging Track, Swimming Pool, Barbeque area",Kuala Lumpur,Old Klang Road,2025-01-29 14:48,109955787,3.09346915,101.67657204176042,,"Jalan Klang Lama, Old Klang Road, Kuala Lumpur"
"RM 1,800 per month","Apartment / Condominium, For rent",Condominium,3,2,1162 sq.ft.,Partially Furnished,"Barbeque area, Parking, Swimming Pool, Lift, Security, Playground, Gymnasium",Penang,Bukit Mertajam,2025-01-29 14:47,109955774,,,,"Lorong Perda Utama 3, Off Jalan Permatang Batu, Bukit Mertajam, Penang"
"RM 1,350 per month","Apartment / Condominium, For rent",Condominium,3,2,800 sq.ft.,Fully Furnished,"Swimming Pool, Minimart, Parking, Security, Lift, Barbeque area, Multipurpose hall, Jogging Track, Playground",Kuala Lumpur,Cheras,2025-01-29 14:46,109305542,3.0809921371779883,101.73176232592168,"Cooking Allowed, Air-Cond, Washing Machine, Near KTM/LRT","Jalan Puncak Gading, Taman Connaught, Cheras, Kuala Lumpur"
"RM 1,700 per month","House, For rent",2-storey Terraced House,4,3,1600 sq.ft.,Fully Furnished,,Penang,Juru,2025-01-29 14:43,109955764,,,,
"RM 2,400 per month","Apartment / Condominium, For rent",Service Residence,4,2,1351 sq.ft.,Partially Furnished,"Minimart, Jogging Track, Gymnasium, Parking, Security, Playground",Selangor,Shah Alam,2025-01-29 14:39,109952508,,,Cooking Allowed,"Off Persiaran Dato Menteri, Vista Alam, Seksyen 14, Shah Alam, Selangor"
"RM 1,250 per month","Apartment / Condominium, For rent",Condominium,3,2,1020 sq.ft.,Partially Furnished,,Selangor,Puchong,2025-01-29 14:39,109781771,3.0536981807713253,101.62512592706165,,"Jalan Puchong Batu 13 1/2, Puchong, Selangor"
"RM 1,500 per month","Apartment / Condominium, For rent",Condominium,3,2,1076 sq.ft.,Partially Furnished,"Multipurpose hall, Security, Swimming Pool, Gymnasium, Barbeque area, Parking, Lift, Playground, Tennis Court",Selangor,Damansara Damai,2025-01-29 14:38,109477861,3.1927615142771675,101.59322801828404,"Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet","Jalan PJU 10/1, Damansara Damai, Damansara Damai, Selangor"
"RM 1,900 per month","Apartment / Condominium, For rent",Others,2,2,715 sq.ft.,Fully Furnished,"Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Jogging Track",Selangor,I-City,2025-01-29 14:36,105904545,3.0651164344671322,101.48331981653467,"Air-Cond, Cooking Allowed, Washing Machine","Jalan Multimedia 7/Ah, I-City, Selangor"
"RM 2,300 per month","Apartment / Condominium, For rent",Service Residence,2,2,912 sq.ft.,Fully Furnished,"Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Minimart, Multipurpose hall, Jogging Track",Selangor,I-City,2025-01-29 14:36,108151270,3.0651164344671322,101.48331981653467,"Air-Cond, Cooking Allowed, Washing Machine","Jalan Multimedia 7/Ah, I-City, Selangor"
"RM 1,150 per month","Apartment / Condominium, For rent",Apartment,3,2,750 sq.ft.,Not Furnished,"Minimart, Jogging Track, Playground, Security, Barbeque area, Parking",Selangor,Klang,2025-01-29 14:31,109723995,2.988147026397493,101.44714926424855,"Cooking Allowed, Near KTM/LRT","Persiaran Botanik, Bandar Botanic, Klang, Selangor"
"RM 1,400 per month","Apartment / Condominium, For rent",Service Residence,2,2,720 sq.ft.,Fully Furnished,"Parking, Tennis Court, Lift, Barbeque area, Playground, Sauna, Jogging Track, Club house, Security, Minimart, Swimming Pool, Gymnasium, Squash Court",Negeri Sembilan,Nilai,2025-01-29 14:30,109955701,2.828306030889355,101.7820110312305,"Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine","Persiaran Ilmu, Bandar Baru Nilai, Nilai, Negeri Sembilan"
"RM 6,500 per month","Apartment / Condominium, For rent",Condominium,4,4,2357 sq.ft.,Partially Furnished,"Squash Court, Parking, Playground, Swimming Pool, Tennis Court, Jogging Track, Sauna, Security, Gymnasium, Minimart",Kuala Lumpur,Wangsa Maju,2025-01-29 14:30,109955699,,,,"Jalan Wangsa Perdana 1, Taman Sri Rampai, Wangsa Maju, Kuala Lumpur"
"RM 1,600 per month","Apartment / Condominium, For rent",Condominium,3,2,1073 sq.ft.,Fully Furnished,"Lift, Security, Parking, Swimming Pool, Playground, Gymnasium",Selangor,Semenyih,2025-01-29 14:30,109955620,,,Cooking Allowed,
RM 780 per month,"Apartment / Condominium, For rent",Apartment,3,2,700 sq.ft.,Not Furnished,"Lift, Multipurpose hall, Parking, Gymnasium, Security, Minimart, Barbeque area, Playground",Penang,Tanjong Tokong,2025-01-29 14:30,109955585,5.4483407,100.3020106,,"Persiaran Halia 1, Tanjong Tokong, Penang"
"RM 2,000 per month","Apartment / Condominium, For rent",Condominium,3,2,982 sq.ft.,Fully Furnished,"Security, Playground, Swimming Pool, Gymnasium, Multipurpose hall, Parking",Kuala Lumpur,Setapak,2025-01-29 14:28,109955688,,,,"Jalan Kuraman, Kampung Kuantan, Setapak, Kuala Lumpur"
"RM 3,300 per month","Apartment / Condominium, For rent",Service Residence,3,3,1044 sq.ft.,Fully Furnished,"Parking, Swimming Pool, Security, Lift, Barbeque area, Gymnasium, Multipurpose hall, Playground",Johor,Kulai,2025-01-29 14:27,109955686,1.668841,103.650392,,"Lebuh Putra Utama, Bandar Putra Kulai, Kulai, Johor"
"RM 3,800 per month","Apartment / Condominium, For rent",Condominium,3,3,1518 sq.ft.,Fully Furnished,"Parking, Swimming Pool, Multipurpose hall, Barbeque area, Security, Playground, Gymnasium, Tennis Court",Kuala Lumpur,Wangsa Maju,2025-01-29 14:26,109955683,3.19892545,101.74638815,,"Jalan 34/26, Wangsa Maju, Kuala Lumpur"
"RM 3,000 per month","House, For rent",2-storey Terraced House,4,3,1400 sq.ft.,Not Furnished,,Selangor,Shah Alam,2025-01-29 14:25,109184822,,,,
"RM 1,200 per month","Apartment / Condominium, For rent",Flat,3,2,900 sq.ft.,Partially Furnished,,Selangor,Bukit Subang,2025-01-29 14:25,108793904,,,Cooking Allowed,
"RM 4,350 per month","Apartment / Condominium, For rent",Condominium,3,2,1564 sq.ft.,Fully Furnished,"Gymnasium, Sauna, Barbeque area, Playground, Swimming Pool, Parking, Security, Lift, Minimart, Multipurpose hall, Club house, Jogging Track",Kuala Lumpur,Bangsar,2025-01-29 14:25,109955565,3.1407489849481838,101.66693175364558,"Air-Cond, Cooking Allowed, Washing Machine","No.28, Jalan Penaga, Bukit Bandaraya, Bangsar, Kuala Lumpur"
"RM 2,000 per month","Apartment / Condominium, For rent",Condominium,3,2,1200 sq.ft.,Fully Furnished,"Parking, Sauna, Gymnasium, Playground, Swimming Pool, Lift, Security, Barbeque area, Minimart, Tennis Court",Kuala Lumpur,Jalan Kuching,2025-01-29 14:23,109952550,,,"Air-Cond, Cooking Allowed","No.1, Jalan Putramas 1, Off Jalan Kuching, Jalan Kuching, Kuala Lumpur"
"RM 1,000 per month","Apartment / Condominium, For rent",Apartment,3,2,850 sq.ft.,Not Furnished,"Security, Parking",Selangor,Subang Bestari,2025-01-29 14:23,108514110,,,Cooking Allowed,
"RM 1,350 per month","Apartment / Condominium, For rent",Condominium,2,1,656 sq.ft.,Fully Furnished,"Swimming Pool, Lift, Security, Playground, Parking, Gymnasium, Barbeque area",Selangor,Bangi,2025-01-29 14:22,109786865,,,"Cooking Allowed, Air-Cond","Off Lebuhraya Utara Selatan, Southville City, Bangi, Selangor"
"RM 1,000 per month","Apartment / Condominium, For rent",Condominium,4,2,1400 sq.ft.,Fully Furnished,"Gymnasium, Squash Court, Jogging Track, Parking, Security, Minimart, Playground, Swimming Pool, Tennis Court",Perak,Ipoh,2025-01-29 14:20,109955647,,,"Air-Cond, Washing Machine, Cooking Allowed","Off Jalan Sultan Nazrin Shah, Hillcity Park, Ipoh, Perak"
"RM 3,000 per month","House, For rent",Semi-Detached House,4,3,2400 sq.ft.,Partially Furnished,"Parking, Gymnasium, Barbeque area",Kedah,Alor Setar,2025-01-29 14:20,109955644,,,"Air-Cond, Cooking Allowed",
"RM 3,000 per month","Apartment / Condominium, For rent",Condominium,4,3,1668 sq.ft.,Fully Furnished,"Minimart, Gymnasium, Security, Squash Court, Jogging Track, Club house, Playground, Swimming Pool, Barbeque area, Parking, Tennis Court",Selangor,Shah Alam,2025-01-29 14:19,109392666,3.1071632870331496,101.5823802065,,"Persiaran Golf, Seksyen U2, Shah Alam, Selangor"
"RM 1,600 per month","House, For rent",Terraced House,4,3,1400 sq.ft.,Partially Furnished,"Security, Playground, Parking",Johor,Skudai,2025-01-29 14:17,109955601,,,,
"RM 1,400 per month","House, For rent",2-storey Terraced House,4,3,2300 sq.ft.,Partially Furnished,"Parking, Security, Swimming Pool, Club house, Jogging Track, Gymnasium, Playground, Multipurpose hall",Negeri Sembilan,Bandar Sri Sendayan,2025-01-29 14:17,104489609,,,,
RM 650 per month,"Apartment / Condominium, For rent",Flat,3,3,646 sq.ft.,Partially Furnished,Parking,Penang,Bukit Mertajam,2025-01-29 14:15,109955516,5.3454798,100.463351,,"Lorong Saujana Permai 9, Taman Saujana Permai, Bukit Mertajam, Penang"
"RM 1,050 per month","Apartment / Condominium, For rent",Condominium,3,2,1023 sq.ft.,Partially Furnished,"Playground, Lift, Parking, Swimming Pool, Gymnasium, Security",Selangor,Kajang,2025-01-29 14:13,109432960,2.9599028,101.7946165,Cooking Allowed,"Jalan Zamrud Utama, Kajang 2, Kajang, Selangor"
RM 650 per month,"Apartment / Condominium, For rent",Flat,3,3,646 sq.ft.,Partially Furnished,Parking,Penang,Bukit Mertajam,2025-01-29 14:10,109955513,5.3454798,100.463351,,"Lorong Saujana Permai 9, Taman Saujana Permai, Bukit Mertajam, Penang"
"RM 1,900 per month","Apartment / Condominium, For rent",Others,2,2,715 sq.ft.,Fully Furnished,"Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Jogging Track",Selangor,I-City,2025-01-29 14:36,105904545,3.0651164344671322,101.48331981653467,"Air-Cond, Cooking Allowed, Washing Machine","Jalan Multimedia 7/Ah, I-City, Selangor"
"RM 2,300 per month","Apartment / Condominium, For rent",Service Residence,2,2,912 sq.ft.,Fully Furnished,"Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Minimart, Multipurpose hall, Jogging Track",Selangor,I-City,2025-01-29 14:36,108151270,3.0651164344671322,101.48331981653467,"Air-Cond, Cooking Allowed, Washing Machine","Jalan Multimedia 7/Ah, I-City, Selangor"
"RM 1,150 per month","Apartment / Condominium, For rent",Apartment,3,2,750 sq.ft.,Not Furnished,"Minimart, Jogging Track, Playground, Security, Barbeque area, Parking",Selangor,Klang,2025-01-29 14:31,109723995,2.988038440746139,101.44726714651394,"Cooking Allowed, Near KTM/LRT","Persiaran Botanik, Bandar Botanic, Klang, Selangor"
"RM 1,400 per month","Apartment / Condominium, For rent",Service Residence,2,2,720 sq.ft.,Fully Furnished,"Parking, Tennis Court, Lift, Barbeque area, Playground, Sauna, Jogging Track, Club house, Security, Minimart, Swimming Pool, Gymnasium, Squash Court",Negeri Sembilan,Nilai,2025-01-29 14:30,109955701,2.812630078367778,101.77491185625225,"Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine","Persiaran Ilmu, Bandar Baru Nilai, Nilai, Negeri Sembilan"
"RM 6,500 per month","Apartment / Condominium, For rent",Condominium,4,4,2357 sq.ft.,Partially Furnished,"Squash Court, Parking, Playground, Swimming Pool, Tennis Court, Jogging Track, Sauna, Security, Gymnasium, Minimart",Kuala Lumpur,Wangsa Maju,2025-01-29 14:30,109955699,,,,"Jalan Wangsa Perdana 1, Taman Sri Rampai, Wangsa Maju, Kuala Lumpur"
"RM 1,600 per month","Apartment / Condominium, For rent",Condominium,3,2,1073 sq.ft.,Fully Furnished,"Lift, Security, Parking, Swimming Pool, Playground, Gymnasium",Selangor,Semenyih,2025-01-29 14:30,109955620,,,Cooking Allowed,
RM 780 per month,"Apartment / Condominium, For rent",Apartment,3,2,700 sq.ft.,Not Furnished,"Lift, Multipurpose hall, Parking, Gymnasium, Security, Minimart, Barbeque area, Playground",Penang,Tanjong Tokong,2025-01-29 14:30,109955585,5.4483407,100.3020106,,"Persiaran Halia 1, Tanjong Tokong, Penang"
"RM 2,000 per month","Apartment / Condominium, For rent",Condominium,3,2,982 sq.ft.,Fully Furnished,"Security, Playground, Swimming Pool, Gymnasium, Multipurpose hall, Parking",Kuala Lumpur,Setapak,2025-01-29 14:28,109955688,,,,"Jalan Kuraman, Kampung Kuantan, Setapak, Kuala Lumpur"
"RM 3,300 per month","Apartment / Condominium, For rent",Service Residence,3,3,1044 sq.ft.,Fully Furnished,"Parking, Swimming Pool, Security, Lift, Barbeque area, Gymnasium, Multipurpose hall, Playground",Johor,Kulai,2025-01-29 14:27,109955686,1.6434587999999999,103.6221055,,"Lebuh Putra Utama, Bandar Putra Kulai, Kulai, Johor"
"RM 3,800 per month","Apartment / Condominium, For rent",Condominium,3,3,1518 sq.ft.,Fully Furnished,"Parking, Swimming Pool, Multipurpose hall, Barbeque area, Security, Playground, Gymnasium, Tennis Court",Kuala Lumpur,Wangsa Maju,2025-01-29 14:26,109955683,3.19857,101.7461951,,"Jalan 34/26, Wangsa Maju, Kuala Lumpur"
"RM 3,000 per month","House, For rent",2-storey Terraced House,4,3,1400 sq.ft.,Not Furnished,,Selangor,Shah Alam,2025-01-29 14:25,109184822,,,,
"RM 1,200 per month","Apartment / Condominium, For rent",Flat,3,2,900 sq.ft.,Partially Furnished,,Selangor,Bukit Subang,2025-01-29 14:25,108793904,,,Cooking Allowed,
"RM 4,350 per month","Apartment / Condominium, For rent",Condominium,3,2,1564 sq.ft.,Fully Furnished,"Gymnasium, Sauna, Barbeque area, Playground, Swimming Pool, Parking, Security, Lift, Minimart, Multipurpose hall, Club house, Jogging Track",Kuala Lumpur,Bangsar,2025-01-29 14:25,109955565,3.13616765,101.6655966,"Air-Cond, Cooking Allowed, Washing Machine","No.28, Jalan Penaga, Bukit Bandaraya, Bangsar, Kuala Lumpur"
"RM 2,000 per month","Apartment / Condominium, For rent",Condominium,3,2,1200 sq.ft.,Fully Furnished,"Parking, Sauna, Gymnasium, Playground, Swimming Pool, Lift, Security, Barbeque area, Minimart, Tennis Court",Kuala Lumpur,Jalan Kuching,2025-01-29 14:23,109952550,,,"Air-Cond, Cooking Allowed","No.1, Jalan Putramas 1, Off Jalan Kuching, Jalan Kuching, Kuala Lumpur"
"RM 1,000 per month","Apartment / Condominium, For rent",Apartment,3,2,850 sq.ft.,Not Furnished,"Security, Parking",Selangor,Subang Bestari,2025-01-29 14:23,108514110,,,Cooking Allowed,
"RM 1,350 per month","Apartment / Condominium, For rent",Condominium,2,1,656 sq.ft.,Fully Furnished,"Swimming Pool, Lift, Security, Playground, Parking, Gymnasium, Barbeque area",Selangor,Bangi,2025-01-29 14:22,109786865,,,"Cooking Allowed, Air-Cond","Off Lebuhraya Utara Selatan, Southville City, Bangi, Selangor"
"RM 1,000 per month","Apartment / Condominium, For rent",Condominium,4,2,1400 sq.ft.,Fully Furnished,"Gymnasium, Squash Court, Jogging Track, Parking, Security, Minimart, Playground, Swimming Pool, Tennis Court",Perak,Ipoh,2025-01-29 14:20,109955647,,,"Air-Cond, Washing Machine, Cooking Allowed","Off Jalan Sultan Nazrin Shah, Hillcity Park, Ipoh, Perak"
"RM 3,000 per month","House, For rent",Semi-Detached House,4,3,2400 sq.ft.,Partially Furnished,"Parking, Gymnasium, Barbeque area",Kedah,Alor Setar,2025-01-29 14:20,109955644,,,"Air-Cond, Cooking Allowed",
"RM 3,000 per month","Apartment / Condominium, For rent",Condominium,4,3,1668 sq.ft.,Fully Furnished,"Minimart, Gymnasium, Security, Squash Court, Jogging Track, Club house, Playground, Swimming Pool, Barbeque area, Parking, Tennis Court",Selangor,Shah Alam,2025-01-29 14:19,109392666,3.10829696032393,101.57950879823082,,"Persiaran Golf, Seksyen U2, Shah Alam, Selangor"
"RM 1,600 per month","House, For rent",Terraced House,4,3,1400 sq.ft.,Partially Furnished,"Security, Playground, Parking",Johor,Skudai,2025-01-29 14:17,109955601,,,,
"RM 1,400 per month","House, For rent",2-storey Terraced House,4,3,2300 sq.ft.,Partially Furnished,"Parking, Security, Swimming Pool, Club house, Jogging Track, Gymnasium, Playground, Multipurpose hall",Negeri Sembilan,Bandar Sri Sendayan,2025-01-29 14:17,104489609,,,,
RM 650 per month,"Apartment / Condominium, For rent",Flat,3,3,646 sq.ft.,Partially Furnished,Parking,Penang,Bukit Mertajam,2025-01-29 14:15,109955516,5.345052741756763,100.46287055947636,,"Lorong Saujana Permai 9, Taman Saujana Permai, Bukit Mertajam, Penang"
"RM 1,050 per month","Apartment / Condominium, For rent",Condominium,3,2,1023 sq.ft.,Partially Furnished,"Playground, Lift, Parking, Swimming Pool, Gymnasium, Security",Selangor,Kajang,2025-01-29 14:13,109432960,2.9600519,101.79473955,Cooking Allowed,"Jalan Zamrud Utama, Kajang 2, Kajang, Selangor"
RM 650 per month,"Apartment / Condominium, For rent",Flat,3,3,646 sq.ft.,Partially Furnished,Parking,Penang,Bukit Mertajam,2025-01-29 14:10,109955513,5.345052741756763,100.46287055947636,,"Lorong Saujana Permai 9, Taman Saujana Permai, Bukit Mertajam, Penang"
"RM 1,500 per month","House, For rent",2-storey Terraced House,4,3,1400 sq.ft.,Fully Furnished,,Penang,Simpang Ampat,2025-01-29 14:07,109955554,,,,
"RM 1,100 per month","Apartment / Condominium, For rent",Condominium,3,2,1140 sq.ft.,Not Furnished,"Jogging Track, Barbeque area, Parking, Security, Swimming Pool, Sauna, Club house, Playground, Lift, Gymnasium, Multipurpose hall, Minimart",Penang,Simpang Ampat,2025-01-29 14:06,109955543,,,,"Lorong Lembah Indah 1, Simpang Ampat, Penang"
