monthly_rent,category_id,property_type,rooms,bathroom,size,furnished,facilities,additional_facilities,address,state,region,publishedDatetime,ads_id,latitude,longitude
"RM 2,300 per month","Apartment / Condominium, For rent",Others,4,2,1200 sq.ft.,Partially Furnished,,"Air-Cond, Cooking Allowed",,Johor,Johor Bahru,2025-01-25 23:30,109927636,,
RM 350 per month,"Apartment / Condominium, For rent",Condominium,1,1,500 sq.ft.,Fully Furnished,"Parking, Club house, Security, Lift, Swimming Pool, Gymnasium, Playground, Multipurpose hall, Squash Court, Minimart, Tennis Court, Jogging Track, Barbeque area","Cooking Allowed, Near KTM/LRT","Persiaran Pusat Bandar, Bandar Baru Nilai, Nilai, Negeri Sembilan",Negeri Sembilan,Nilai,2025-01-25 23:30,109927634,2.82279545,101.79329065
"RM 2,200 per month","Apartment / Condominium, For rent",Condominium,2,2,770 sq.ft.,Fully Furnished,"Lift, Security, Swimming Pool, Multipurpose hall, Parking, Playground, Tennis Court, Barbeque area, Gymnasium",,"Persiaran Danga Perdana, Danga Bay, Johor Bahru, Johor",Johor,Johor Bahru,2025-01-25 23:30,109927632,1.4623036,103.7303918
"RM 4,200 per month","House, For rent",Semi-Detached House,6,5,3465 sq.ft.,Fully Furnished,,Air-Cond,,Penang,Bayan Lepas,2025-01-25 23:29,109710004,,
"RM 1,800 per month","Apartment / Condominium, For rent",Condominium,3,2,1180 sq.ft.,Fully Furnished,"Playground, Swimming Pool, Security, Parking, Gymnasium, Jogging Track, Lift, Barbeque area, Multipurpose hall","Air-Cond, Washing Machine","Persiaran Cassia Barat 6, Bandar Cassia, Batu Kawan, Penang",Penang,Batu Kawan,2025-01-25 23:29,109399702,5.2373648,100.4367044
"RM 1,500 per month","Apartment / Condominium, For rent",Condominium,3,2,1279 sq.ft.,Partially Furnished,"Gymnasium, Security, Parking, Swimming Pool, Lift, Jogging Track, Barbeque area, Sauna, Multipurpose hall, Playground",,"Lintang Sungai Ara 7, Off Halaman Sungai Ara, Sungai Ara, Penang",Penang,Sungai Ara,2025-01-25 23:29,109243846,,
"RM 1,500 per month","Apartment / Condominium, For rent",Condominium,3,2,950 sq.ft.,Fully Furnished,"Parking, Security, Playground, Lift, Barbeque area, Minimart, Jogging Track","Air-Cond, Washing Machine, Cooking Allowed","Jalan Kenanga 3/31, Kampung Tujuh Gajah Berang, Melaka City, Melaka",Melaka,Melaka City,2025-01-25 23:29,109907888,,
"RM 3,000 per month","Apartment / Condominium, For rent",Service Residence,3,2,900 sq.ft.,Fully Furnished,"Swimming Pool, Barbeque area, Playground, Parking, Gymnasium, Security, Lift, Jogging Track","Cooking Allowed, Air-Cond, Washing Machine","Jalan PJU 8/8A, Damansara Perdana, Selangor",Selangor,Damansara Perdana,2025-01-25 23:28,109650171,3.166384480459251,101.61278532062909
RM 800 per month,"Apartment / Condominium, For rent",Apartment,3,2,850 sq.ft.,Partially Furnished,"Playground, Parking, Security, Jogging Track",Cooking Allowed,"Jalan SL 12/2, Taman Makmur, Bandar Sungai Long, Selangor",Selangor,Bandar Sungai Long,2025-01-25 23:28,108590577,,
"RM 1,400 per month","Apartment / Condominium, For rent",Apartment,3,2,815 sq.ft.,Partially Furnished,"Swimming Pool, Parking, Sauna, Security, Minimart, Club house, Playground, Lift, Jogging Track","Cooking Allowed, Air-Cond, Washing Machine, Near KTM/LRT","Jalan Platinum 7/58, Section 7, Shah Alam, Selangor",Selangor,Shah Alam,2025-01-25 23:25,109166277,3.0807375488869475,101.4912815165505
RM 900 per month,"House, For rent",1-storey Terraced House,3,1,1300 sq.ft.,Not Furnished,,,,Selangor,Klang,2025-01-25 23:23,109927650,,
"RM 1,600 per month","Apartment / Condominium, For rent",Service Residence,3,2,914 sq.ft.,Partially Furnished,"Gymnasium, Lift, Parking, Barbeque area, Playground, Security, Swimming Pool, Multipurpose hall, Minimart","Air-Cond, Cooking Allowed","Jalan BBLS 1, Southville City, Bangi, Selangor",Selangor,Bangi,2025-01-25 23:21,109927644,,
"RM 1,500 per month","Apartment / Condominium, For rent",Apartment,3,2,803 sq.ft.,Partially Furnished,"Swimming Pool, Gymnasium, Security, Lift, Parking, Playground","Air-Cond, Cooking Allowed","Jalan 1/21c, Off Jalan Gombak, Setapak, Kuala Lumpur",Kuala Lumpur,Setapak,2025-01-25 23:16,109827146,,
"RM 2,500 per month","Apartment / Condominium, For rent",Service Residence,2,2,866 sq.ft.,Fully Furnished,"Parking, Minimart, Barbeque area, Security, Swimming Pool, Gymnasium, Tennis Court, Multipurpose hall, Playground, Lift","Air-Cond, Cooking Allowed, Washing Machine","Jalan Kepong, Kepong, Kuala Lumpur",Kuala Lumpur,Kepong,2025-01-25 23:15,109868694,3.20972245,101.65074605000001
"RM 1,900 per month","Apartment / Condominium, For rent",Condominium,3,2,978 sq.ft.,Fully Furnished,"Barbeque area, Multipurpose hall, Jogging Track, Swimming Pool, Security, Playground, Gymnasium, Club house","Air-Cond, Cooking Allowed, Near KTM/LRT","Off Jalan Ipoh, Taman Wahyu, Jalan Ipoh, Kuala Lumpur",Kuala Lumpur,Jalan Ipoh,2025-01-25 23:15,109868625,,
"RM 1,500 per month","Apartment / Condominium, For rent",Condominium,3,2,970 sq.ft.,Fully Furnished,"Parking, Security, Playground, Swimming Pool, Minimart, Lift",,"Jalan Wawasan 1/10, Bandar Baru Ampang, Ampang, Selangor",Selangor,Ampang,2025-01-25 23:14,109851786,3.1465512,101.7665438
"RM 2,300 per month","Apartment / Condominium, For rent",Condominium,3,2,1100 sq.ft.,Fully Furnished,"Parking, Security, Playground",,"No. 2, Jalan Pertiwi, Taman Maluri, Cheras, Kuala Lumpur",Kuala Lumpur,Cheras,2025-01-25 23:14,109902145,,
"RM 2,400 per month","Apartment / Condominium, For rent",Service Residence,2,1,750 sq.ft.,Fully Furnished,"Swimming Pool, Gymnasium, Lift, Security, Sauna, Parking",,"No.7, Jalan Munshi Abdullah, KL City, Kuala Lumpur",Kuala Lumpur,KL City,2025-01-25 23:14,109852391,,
RM 700 per month,"Apartment / Condominium, For rent",Flat,2,1,600 sq.ft.,Not Furnished,Parking,,"Jalan Mamanda Kecil 1, Taman Dato Ahmad Razali, Ampang, Selangor",Selangor,Ampang,2025-01-25 23:14,109849351,,
RM 700 per month,"Apartment / Condominium, For rent",Condominium,2,2,750 sq.ft.,Partially Furnished,"Parking, Gymnasium, Club house, Security, Jogging Track, Lift, Barbeque area, Tennis Court, Swimming Pool, Minimart, Playground, Multipurpose hall, Squash Court","Cooking Allowed, Near KTM/LRT",,Negeri Sembilan,Nilai,2025-01-25 23:14,109373000,,
RM 700 per month,"Apartment / Condominium, For rent",Condominium,2,2,750 sq.ft.,Partially Furnished,"Parking, Gymnasium, Jogging Track, Club house, Security, Lift, Barbeque area, Tennis Court, Squash Court, Multipurpose hall, Playground, Swimming Pool, Minimart","Cooking Allowed, Near KTM/LRT",,Selangor,Sepang,2025-01-25 23:13,109240771,,
RM 700 per month,"Apartment / Condominium, For rent",Condominium,2,2,750 sq.ft.,Partially Furnished,"Parking, Gymnasium, Club house, Security, Jogging Track, Lift, Barbeque area, Tennis Court, Minimart, Squash Court, Swimming Pool, Playground, Multipurpose hall","Cooking Allowed, Near KTM/LRT",,Selangor,Sepang,2025-01-25 23:13,109439430,,
RM 800 per month,"Apartment / Condominium, For rent",Condominium,2,1,600 sq.ft.,Not Furnished,"Swimming Pool, Multipurpose hall, Security, Parking, Playground, Barbeque area, Gymnasium, Lift, Sauna, Club house, Jogging Track, Tennis Court, Minimart, Squash Court",,"Warisan Puteri, Persiaran Warisan, Sepang, Selangor",Selangor,Sepang,2025-01-25 23:13,109837083,2.826571,101.7006692
"RM 1,600 per month","Apartment / Condominium, For rent",Service Residence,2,1,661 sq.ft.,Fully Furnished,"Security, Lift, Playground, Parking, Swimming Pool, Gymnasium","Air-Cond, Cooking Allowed, Washing Machine","Jalan Seri Austin 1/17, Taman Seri Austin, Off Jalan Seri Austin 1, Johor Bahru, Johor",Johor,Johor Bahru,2025-01-25 23:12,109488085,,
"RM 1,300 per month","Apartment / Condominium, For rent",Apartment,2,1,800 sq.ft.,Not Furnished,"Security, Minimart, Lift",,"Jalan PJS 11/6, PJS 11, Bandar Sunway, Selangor",Selangor,Bandar Sunway,2025-01-25 23:11,109836365,3.071866318424585,101.6032208460438
"RM 2,300 per month","Apartment / Condominium, For rent",Apartment,2,2,828 sq.ft.,Fully Furnished,"Tennis Court, Squash Court, Security, Swimming Pool, Playground, Parking, Lift","Air-Cond, Cooking Allowed","Off Jalan Meranti, Bentong, Pahang",Pahang,Bentong,2025-01-25 23:10,109927619,,
"RM 1,700 per month","Apartment / Condominium, For rent",Service Residence,2,2,743 sq.ft.,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine","Off Jalan Sentul Pasar, Sentul, Kuala Lumpur",Kuala Lumpur,Sentul,2025-01-25 23:10,109882289,,
"RM 2,200 per month","Apartment / Condominium, For rent",Service Residence,3,3,1100 sq.ft.,Fully Furnished,"Parking, Gymnasium, Security, Swimming Pool, Tennis Court, Lift, Jogging Track, Playground, Barbeque area, Sauna, Minimart, Club house","Air-Cond, Cooking Allowed, Washing Machine","Jalan Kempas Indah, Taman Kempas Indah, Johor Bahru, Johor",Johor,Johor Bahru,2025-01-25 23:10,109927584,1.5521202157740441,103.7166327031892
"RM 2,400 per month","Apartment / Condominium, For rent",Service Residence,2,2,947 sq.ft.,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Minimart, Multipurpose hall, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine","Lingkaran SV1 Sunway Velocity, Cheras, Kuala Lumpur",Kuala Lumpur,Cheras,2025-01-25 23:09,109778550,3.1275428615406726,101.72347787579912
"RM 1,500 per month","Apartment / Condominium, For rent",Service Residence,3,2,1048 sq.ft.,Partially Furnished,"Swimming Pool, Tennis Court, Club house, Security, Barbeque area, Playground, Gymnasium, Parking, Squash Court, Jogging Track, Lift, Sauna, Minimart, Multipurpose hall","Cooking Allowed, Washing Machine, Air-Cond","Jalan Saujana Putra, Bandar Saujana Putra, Selangor",Selangor,Bandar Saujana Putra,2025-01-25 23:07,109463106,2.9447116631418795,101.58690436207732
"RM 1,700 per month","Apartment / Condominium, For rent",Service Residence,2,2,743 sq.ft.,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court","Cooking Allowed, Washing Machine, Near KTM/LRT, Air-Cond","Off Jalan Sentul Pasar, Sentul, Kuala Lumpur",Kuala Lumpur,Sentul,2025-01-25 23:06,109407183,,
"RM 1,600 per month","House, For rent",2-storey Terraced House,4,3,1400 sq.ft.,Partially Furnished,,"Air-Cond, Cooking Allowed",,Sarawak,Kuching,2025-01-25 23:05,109927607,,
"RM 3,800 per month","Apartment / Condominium, For rent",Service Residence,2,3,1350 sq.ft.,Fully Furnished,"Parking, Barbeque area, Club house, Security, Playground, Swimming Pool, Gymnasium, Lift, Multipurpose hall","Air-Cond, Cooking Allowed, Washing Machine","Jalan Seri Tanjung Pinang, Tanjong Tokong, Penang",Penang,Tanjong Tokong,2025-01-25 23:05,109927581,5.458723426219797,100.31039861046348
"RM 2,250 per month","Apartment / Condominium, For rent",Condominium,3,2,1044 sq.ft.,Fully Furnished,"Barbeque area, Security, Swimming Pool, Lift, Minimart, Playground, Sauna, Gymnasium, Jogging Track, Parking","Air-Cond, Cooking Allowed, Washing Machine","Lebuh Tunku Kudin 3, Gelugor, Penang",Penang,Gelugor,2025-01-25 23:02,109723569,,
"RM 1,800 per month","Apartment / Condominium, For rent",Condominium,2,2,800 sq.ft.,Partially Furnished,"Security, Swimming Pool, Parking, Playground, Barbeque area, Gymnasium, Lift",,"Persiaran Medini 8/1, Medini Iskandar Malaysia, Iskandar Puteri, Johor",Johor,Iskandar Puteri,2025-01-25 23:02,109927601,1.4078774755293098,103.64225141647633
"RM 1,500 per month","Apartment / Condominium, For rent",Condominium,3,2,800 sq.ft.,Partially Furnished,"Barbeque area, Gymnasium, Multipurpose hall, Playground, Swimming Pool, Lift, Parking, Security",,"Jalan 2/12, Kampung Batu Muda, Sentul, Kuala Lumpur",Kuala Lumpur,Sentul,2025-01-25 22:55,109880244,,
"RM 1,400 per month","Apartment / Condominium, For rent",Apartment,3,2,860 sq.ft.,Partially Furnished,"Swimming Pool, Security, Minimart, Gymnasium, Parking, Playground",,"Lorong Ikan Emas 6, Kampung Ampang Campuran, Ampang, Selangor",Selangor,Ampang,2025-01-25 22:55,109815598,3.1327347983941385,101.77112722917765
"RM 1,350 per month","Apartment / Condominium, For rent",Service Residence,3,2,730 sq.ft.,Partially Furnished,"Multipurpose hall, Parking, Minimart, Security",,"Jalan UP 1/1B, Ukay Perdana, Ampang, Selangor",Selangor,Ampang,2025-01-25 22:55,109780917,3.2110847542506207,101.78043814854979
"RM 1,150 per month","Apartment / Condominium, For rent",Apartment,3,2,650 sq.ft.,Partially Furnished,"Playground, Gymnasium, Security, Minimart",,"Jalan Tasik Permaisuri 3, Bandar Tasik Permaisuri, Cheras, Kuala Lumpur",Kuala Lumpur,Cheras,2025-01-25 22:55,109576593,,
RM 950 per month,"Apartment / Condominium, For rent",Apartment,3,2,900 sq.ft.,Partially Furnished,"Parking, Security, Playground, Lift",,"No 6, Persiaran Setia Makmur, Seksyen U13, Setia Alam, Selangor",Selangor,Setia Alam,2025-01-25 22:52,109689600,3.1343061517810127,101.47590465794737
"RM 1,200 per month","House, For rent",2-storey Terraced House,4,3,1400 sq.ft.,Fully Furnished,"Security, Playground","Air-Cond, Cooking Allowed, Washing Machine",,Johor,Pengerang,2025-01-25 22:52,108944129,,
"RM 3,000 per month","House, For rent",Semi-Detached House,4,2,3200 sq.ft.,Not Furnished,,,,Johor,Johor Bahru,2025-01-25 22:50,108079065,,
"RM 2,500 per month","House, For rent",Semi-Detached House,4,3,2574 sq.ft.,Fully Furnished,,,,Penang,Bukit Mertajam,2025-01-25 22:50,109927522,,
"RM 1,100 per month","Apartment / Condominium, For rent",Condominium,3,2,1140 sq.ft.,Partially Furnished,"Lift, Parking, Barbeque area, Club house, Playground, Gymnasium, Multipurpose hall, Security, Swimming Pool, Jogging Track, Sauna",,"Lorong Lembah Indah 1, Simpang Ampat, Penang",Penang,Simpang Ampat,2025-01-25 22:50,109927533,,
"RM 1,800 per month","Apartment / Condominium, For rent",Service Residence,3,2,1173 sq.ft.,Fully Furnished,"Parking, Playground, Gymnasium, Security, Barbeque area, Swimming Pool",,"Persiaran Seri Impian, Off Jalan Rozhan, Bukit Mertajam, Penang",Penang,Bukit Mertajam,2025-01-25 22:50,109927524,,
"RM 1,100 per month","Apartment / Condominium, For rent",Condominium,3,2,450 sq.ft.,Fully Furnished,"Parking, Gymnasium, Multipurpose hall, Playground, Lift, Minimart, Swimming Pool, Security","Air-Cond, Cooking Allowed, Washing Machine","Off Persiaran Harmoni, Cyber 3, Cyberjaya, Selangor",Selangor,Cyberjaya,2025-01-25 22:49,109762441,,
"RM 2,200 per month","Apartment / Condominium, For rent",Service Residence,3,2,900 sq.ft.,Fully Furnished,"Playground, Gymnasium, Jogging Track, Swimming Pool, Barbeque area, Multipurpose hall, Lift, Parking, Security",,"Persiaran Fair Park, Taman Fair Park, Ipoh, Perak",Perak,Ipoh,2025-01-25 22:46,109927563,4.612795399253802,101.1014368455946
"RM 1,800 per month","Apartment / Condominium, For rent",Condominium,3,2,1080 sq.ft.,Fully Furnished,"Gymnasium, Squash Court, Security, Playground, Swimming Pool, Jogging Track, Barbeque area, Multipurpose hall, Sauna, Parking, Lift","Air-Cond, Cooking Allowed, Washing Machine","Lengkuk Kelicap, Mutiara Perdana, Bayan Lepas, Penang",Penang,Bayan Lepas,2025-01-25 22:46,109542915,,
"RM 3,200 per month","Apartment / Condominium, For rent",Condominium,4,2,1000 sq.ft.,Fully Furnished,"Jogging Track, Lift, Multipurpose hall, Playground, Tennis Court, Barbeque area, Parking, Security, Swimming Pool, Gymnasium, Sauna, Minimart","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine","Off Jalan Cheras, Taman Pertama, Cheras, Kuala Lumpur",Kuala Lumpur,Cheras,2025-01-25 22:46,109820823,,
"RM 6,000 per month","Apartment / Condominium, For rent",Condominium,3,2,1550 sq.ft.,Fully Furnished,"Swimming Pool, Gymnasium, Parking, Security, Lift, Playground, Barbeque area, Sauna, Minimart, Multipurpose hall, Jogging Track","Air-Cond, Cooking Allowed, Washing Machine","Persiaran Bayan Indah 2, Bayan Lepas, Penang",Penang,Bayan Lepas,2025-01-25 22:45,108786962,5.33715855,100.31081342126376
"RM 1,400 per month","House, For rent",2-storey Terraced House,5,3,1400 sq.ft.,Partially Furnished,,,,Penang,Simpang Ampat,2025-01-25 22:40,108522836,,
"RM 1,600 per month","House, For rent",1-storey Terraced House,3,2,1400 sq.ft.,Fully Furnished,,"Air-Cond, Cooking Allowed, Washing Machine",,Kedah,Kulim,2025-01-25 22:39,109730966,,
"RM 2,000 per month","Apartment / Condominium, For rent",Condominium,3,2,1130 sq.ft.,Fully Furnished,"Parking, Swimming Pool, Security, Gymnasium, Club house, Playground, Barbeque area, Sauna, Lift","Air-Cond, Cooking Allowed, Washing Machine","Jalan Pengkalan, Bukit Tengah, Bukit Mertajam, Penang",Penang,Bukit Mertajam,2025-01-25 22:39,109731301,5.3541193,100.42291801776008
"RM 1,500 per month","House, For rent",2-storey Terraced House,3,2,1040 sq.ft.,Partially Furnished,"Parking, Minimart, Playground",Cooking Allowed,,Selangor,Kajang,2025-01-25 22:38,109741572,,
"RM 1,700 per month","House, For rent",2-storey Terraced House,4,3,1780 sq.ft.,Fully Furnished,"Parking, Minimart, Playground","Cooking Allowed, Washing Machine, Air-Cond",,Selangor,Sepang,2025-01-25 22:38,109649220,,
"RM 2,300 per month","House, For rent",1-storey Terraced House,4,2,1920 sq.ft.,Not Furnished,"Minimart, Playground, Security",,,Johor,Skudai,2025-01-25 22:32,109635938,,
"RM 2,600 per month","Apartment / Condominium, For rent",Condominium,3,2,1000 sq.ft.,Fully Furnished,"Gymnasium, Jogging Track, Barbeque area, Playground, Swimming Pool, Parking, Security, Lift, Club house","Air-Cond, Washing Machine, Cooking Allowed","Jalan Kitobu Keronggu, Inanam, Sabah",Sabah,Inanam,2025-01-25 22:30,109468460,,
"RM 4,700 per month","Apartment / Condominium, For rent",Condominium,4,3,1862 sq.ft.,Fully Furnished,"Security, Lift, Barbeque area, Playground, Parking, Gymnasium, Tennis Court, Swimming Pool",,"Persiaran Mahsuri, Off Jalan Tun Dr Awang, Bayan Lepas, Penang",Penang,Bayan Lepas,2025-01-25 22:30,108454914,,
"RM 1,500 per month","House, For rent",1-storey Terraced House,3,2,1400 sq.ft.,Fully Furnished,,"Air-Cond, Washing Machine, Internet",,Johor,Kota Tinggi,2025-01-25 22:30,108967531,,
"RM 1,000 per month","House, For rent",1-storey Terraced House,4,2,1100 sq.ft.,Fully Furnished,"Parking, Playground, Minimart","Cooking Allowed, Washing Machine",,Melaka,Jasin,2025-01-25 22:30,109927464,,
RM 900 per month,"Apartment / Condominium, For rent",Apartment,1,1,430 sq.ft.,Fully Furnished,"Security, Parking, Barbeque area","Air-Cond, Cooking Allowed","Bukit Tinggi, Bentong, Pahang",Pahang,Bentong,2025-01-25 22:30,109927471,3.349103,101.8217663
"RM 2,000 per month","House, For rent",2-storey Terraced House,4,3,1540 sq.ft.,Fully Furnished,,"Air-Cond, Cooking Allowed, Washing Machine",,Johor,Masai,2025-01-25 22:29,108968624,,
"RM 3,000 per month","Apartment / Condominium, For rent",Condominium,3,2,1087 sq.ft.,Fully Furnished,"Swimming Pool, Gymnasium, Security, Playground, Parking, Tennis Court, Lift, Barbeque area, Multipurpose hall","Air-Cond, Cooking Allowed, Washing Machine","Persiaran Mahsuri, Off Jalan Tun Dr Awang, Bayan Lepas, Penang",Penang,Bayan Lepas,2025-01-25 22:27,109589178,,
"RM 1,750 per month","House, For rent",2-storey Terraced House,3,3,2400 sq.ft.,Partially Furnished,,,,Selangor,Klang,2025-01-25 22:25,109927428,,
"RM 1,200 per month","Apartment / Condominium, For rent",Apartment,3,2,800 sq.ft.,Partially Furnished,"Parking, Security, Lift, Playground, Multipurpose hall","Air-Cond, Cooking Allowed","Solok Rajawali 4, Bayan Lepas, Penang",Penang,Bayan Lepas,2025-01-25 22:25,109927429,5.30409917583826,100.26502944362325
"RM 1,400 per month","Apartment / Condominium, For rent",Condominium,3,2,1200 sq.ft.,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court","Air-Cond, Near KTM/LRT, Cooking Allowed, Washing Machine","Jalan Cyberia 1, Off Persiaran Multimedia, Cyberjaya, Selangor",Selangor,Cyberjaya,2025-01-25 22:24,109748449,,
"RM 1,400 per month","Apartment / Condominium, For rent",Condominium,3,2,1200 sq.ft.,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine","Jalan Cyberia 1, Off Persiaran Multimedia, Cyberjaya, Selangor",Selangor,Cyberjaya,2025-01-25 22:24,109748447,,
"RM 3,000 per month","House, For rent",2-storey Terraced House,4,3,1800 sq.ft.,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",,Selangor,Dengkil,2025-01-25 22:23,109860801,,
"RM 1,300 per month","Apartment / Condominium, For rent",Condominium,3,2,1076 sq.ft.,Partially Furnished,,"Air-Cond, Cooking Allowed","Jalan Puchong, Puchong, Selangor",Selangor,Puchong,2025-01-25 22:23,109713505,3.0591009500000004,101.6417728
"RM 1,500 per month","House, For rent",Semi-Detached House,3,2,2100 sq.ft.,Not Furnished,,Cooking Allowed,,Penang,Bayan Baru,2025-01-25 22:21,109927473,,
"RM 1,600 per month","Apartment / Condominium, For rent",Service Residence,3,2,1050 sq.ft.,Partially Furnished,"Multipurpose hall, Swimming Pool, Security, Parking, Lift, Playground","Air-Cond, Cooking Allowed","Jalan Akuatik, Seksyen 13, Shah Alam, Selangor",Selangor,Shah Alam,2025-01-25 22:15,109687038,3.0763722500000004,101.54200975
"RM 2,200 per month","House, For rent",Terraced House,4,3,1500 sq.ft.,Fully Furnished,"Parking, Playground","Air-Cond, Cooking Allowed, Washing Machine",,Sabah,Kota Kinabalu,2025-01-25 22:14,109847199,,
"RM 2,990 per month","Apartment / Condominium, For rent",Condominium,3,2,1009 sq.ft.,Fully Furnished,"Swimming Pool, Security, Gymnasium, Multipurpose hall, Parking, Playground, Lift","Air-Cond, Cooking Allowed, Washing Machine","Jalan Ketiau Tombovo,, Putatan, Sabah",Sabah,Putatan,2025-01-25 22:14,109668192,5.870533781628884,116.06234540611071
"RM 1,300 per month","Apartment / Condominium, For rent",Condominium,3,2,742 sq.ft.,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Multipurpose hall, Minimart",Air-Cond,"Taman Mas Sepang, Puchong, Selangor",Selangor,Puchong,2025-01-25 22:14,109289957,,
"RM 2,700 per month","Apartment / Condominium, For rent",Condominium,3,2,1420 sq.ft.,Fully Furnished,"Multipurpose hall, Parking, Gymnasium, Swimming Pool, Barbeque area, Security, Playground",,"Lebuh Tunku Kudin 3, Gelugor, Penang",Penang,Gelugor,2025-01-25 22:13,109036731,,
"RM 2,400 per month","House, For rent",1-storey Terraced House,3,2,1920 sq.ft.,Not Furnished,"Playground, Minimart, Security",,,Johor,Johor Bahru,2025-01-25 22:13,109795923,,
"RM 1,900 per month","Apartment / Condominium, For rent",Service Residence,1,1,560 sq.ft.,Fully Furnished,"Minimart, Swimming Pool, Barbeque area, Multipurpose hall, Jogging Track, Lift, Sauna, Parking, Security, Playground, Gymnasium",,"Jalan Dato Abdullah Tahir, Taman Abad, Johor Bahru, Johor",Johor,Johor Bahru,2025-01-25 22:13,109795922,,
"RM 1,800 per month","Apartment / Condominium, For rent",Apartment,2,1,543 sq.ft.,Fully Furnished,"Minimart, Playground, Security, Swimming Pool, Lift, Parking, Gymnasium",,,Johor,Johor Bahru,2025-01-25 22:13,109452389,,
"RM 1,300 per month","Apartment / Condominium, For rent",Apartment,3,2,900 sq.ft.,Fully Furnished,"Parking, Playground, Swimming Pool, Security, Club house, Lift, Barbeque area, Minimart, Gymnasium","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine","Jalan Silat Lincah, Bandar Selesa Jaya, Skudai, Johor",Johor,Skudai,2025-01-25 22:12,109720556,1.4925422143452214,103.63192657117516
"RM 2,200 per month","House, For rent",2-storey Terraced House,4,3,1650 sq.ft.,Partially Furnished,Security,,,Selangor,Subang Jaya,2025-01-25 22:10,109927385,,
"RM 1,800 per month","Apartment / Condominium, For rent",Condominium,4,2,1065 sq.ft.,Partially Furnished,"Playground, Parking, Minimart, Swimming Pool, Gymnasium, Tennis Court, Lift, Security, Squash Court, Sauna","Air-Cond, Cooking Allowed","Jalan Lestari, Kampung Padang Tembak, Keramat, Kuala Lumpur",Kuala Lumpur,Keramat,2025-01-25 22:10,109927380,,
"RM 3,500 per month","Apartment / Condominium, For rent",Condominium,3,2,1400 sq.ft.,Fully Furnished,"Swimming Pool, Security, Playground, Parking, Lift, Gymnasium","Air-Cond, Cooking Allowed, Washing Machine","Jalan Tengku Puteri 1, Straits View, Johor Bahru, Johor",Johor,Johor Bahru,2025-01-25 22:10,109425540,,
"RM 1,300 per month","Apartment / Condominium, For rent",Condominium,3,2,1400 sq.ft.,Fully Furnished,"Swimming Pool, Tennis Court, Parking, Minimart, Squash Court, Security, Playground, Gymnasium, Jogging Track",,"Off Jalan Sultan Nazrin Shah, Hillcity Park, Ipoh, Perak",Perak,Ipoh,2025-01-25 22:08,108305154,,
RM 950 per month,"House, For rent",2-storey Terraced House,4,3,2000 sq.ft.,Partially Furnished,,,,Perak,Intan,2025-01-25 22:08,108339550,,
"RM 1,700 per month","Apartment / Condominium, For rent",Service Residence,3,2,819 sq.ft.,Partially Furnished,"Security, Parking, Swimming Pool, Jogging Track, Barbeque area, Playground, Multipurpose hall, Gymnasium, Sauna",,"Jalan Pelangi 2, Off Jalan Sentul Pasar, Sentul, Kuala Lumpur",Kuala Lumpur,Sentul,2025-01-25 22:08,109809719,,
"RM 1,500 per month","Apartment / Condominium, For rent",Service Residence,1,1,550 sq.ft.,Fully Furnished,"Security, Parking, Swimming Pool, Gymnasium, Lift, Playground, Multipurpose hall, Minimart","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet","Lingkaran Cyber Point Timur, Cyber 12, Cyberjaya, Selangor",Selangor,Cyberjaya,2025-01-25 22:07,109927414,2.9192110500000004,101.6505196
"RM 2,300 per month","Apartment / Condominium, For rent",Condominium,3,2,926 sq.ft.,Fully Furnished,"Playground, Parking, Minimart, Swimming Pool, Gymnasium, Tennis Court, Lift, Security, Squash Court, Sauna","Air-Cond, Cooking Allowed, Washing Machine","Jalan Lestari, Kampung Padang Tembak, Keramat, Kuala Lumpur",Kuala Lumpur,Keramat,2025-01-25 22:05,109927409,,
