ads_id,prop_name,completion_year,monthly_rent,location,property_type,rooms,parking,bathroom,size,furnished,facilities,additional_facilities
104708303,One Imperial,2016,"RM 1,450 per month",Penang - Sungai Ara,Condominium,3,2,2,1100 sq.ft.,Partially Furnished,"Swimming Pool, Security, Multipurpose hall, Barbeque area, Parking, Playground, Gymnasium, Jogging Track",
105571480,Park View Tower @ Harbour Place,,"RM 1,200 per month",Penang - Butterworth,Condominium,3,1,2,1077 sq.ft.,Fully Furnished,"Multipurpose hall, Security, Minimart, Gymnasium, Club house, Parking, Swimming Pool",
106096516,Bukit Dumbar Permai,1998,"RM 1,600 per month",Penang - Gelugor,Apartment,3,1,2,1160 sq.ft.,Fully Furnished,"Playground, Swimming Pool, Security, Minimart, Gymnasium",
104302572,Desa Bukit Jambul,2000,"RM 1,700 per month",Penang - Bukit Jambul,Condominium,3,1,2,1080 sq.ft.,Fully Furnished,"Playground, Sauna, Swimming Pool, Tennis Court, Security, Jogging Track, Gymnasium, Parking",
105679687,Marriott Residences,2022,"RM 5,500 per month",Penang - Georgetown,Service Residence,2,2,2,851 sq.ft.,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Washing Machine"
106095899,Vertu Resort @ Aspen Vision City,2020,"RM 1,950 per month",Penang - Batu Kawan,Condominium,3,2,2,1030 sq.ft.,Fully Furnished,"Security, Playground, Multipurpose hall, Parking, Jogging Track, Lift, Gymnasium, Barbeque area, Swimming Pool, Club house","Air-Cond, Cooking Allowed, Washing Machine"
106095801,Vertu Resort @ Aspen Vision City,2020,"RM 1,800 per month",Penang - Batu Kawan,Condominium,3,2,2,1030 sq.ft.,Fully Furnished,"Security, Playground, Multipurpose hall, Parking, Jogging Track, Lift, Gymnasium, Barbeque area, Swimming Pool, Club house","Air-Cond, Cooking Allowed, Washing Machine"
106021201,One Imperial,2016,"RM 1,900 per month",Penang - Sungai Ara,Condominium,3,2,2,1100 sq.ft.,Fully Furnished,"Gymnasium, Barbeque area, Parking, Swimming Pool, Security, Playground, Jogging Track, Multipurpose hall, Lift","Cooking Allowed, Air-Cond, Washing Machine"
106094840,Taman Impian Indah,,RM 600 per month,Penang - Bukit Mertajam,Flat,2,,1,550 sq.ft.,Not Furnished,,
106094726,The Stone (Ayer Itam),2022,"RM 1,300 per month",Penang - Ayer Itam,Condominium,4,1,2,1000 sq.ft.,Partially Furnished,"Parking, Playground, Swimming Pool, Gymnasium, Barbeque area, Security, Lift, Multipurpose hall, Club house, Jogging Track",Cooking Allowed
104407940,Pearl Regency,2013,"RM 2,700 per month",Penang - Gelugor,Condominium,3,2,2,1420 sq.ft.,Fully Furnished,"Parking, Multipurpose hall, Security, Gymnasium, Swimming Pool, Barbeque area, Playground",
103164186,Vertu Resort @ Aspen Vision City,2020,"RM 1,900 per month",Penang - Batu Kawan,Condominium,3,2,2,1024 sq.ft.,Fully Furnished,"Parking, Multipurpose hall, Security, Swimming Pool, Gymnasium, Jogging Track, Barbeque area, Playground",
106094267,Muze @ PICC,2022,"RM 3,800 per month",Penang - Bayan Lepas,Condominium,3,2,2,1280 sq.ft.,Fully Furnished,"Parking, Swimming Pool, Gymnasium, Tennis Court, Lift, Barbeque area, Security, Playground, Sauna, Multipurpose hall, Club house","Air-Cond, Cooking Allowed, Washing Machine"
106093982,Ferringhi Residence 2,2020,"RM 2,900 per month",Penang - Batu Ferringhi,Condominium,3,2,3,1500 sq.ft.,Fully Furnished,"Security, Gymnasium, Lift, Multipurpose hall, Squash Court, Parking, Playground, Tennis Court, Barbeque area, Sauna, Swimming Pool","Air-Cond, Cooking Allowed, Washing Machine"
105929577,Birch The Plaza,2008,"RM 2,400 per month",Penang - Georgetown,Condominium,3,1,2,1090 sq.ft.,Fully Furnished,"Playground, Squash Court, Sauna, Jogging Track, Barbeque area, Swimming Pool, Club house, Security, Gymnasium, Multipurpose hall",
106055277,One Imperial,2016,"RM 1,900 per month",Penang - Sungai Ara,Condominium,3,2,2,1180 sq.ft.,Fully Furnished,"Barbeque area, Security, Playground, Gymnasium, Swimming Pool, Jogging Track, Multipurpose hall, Parking",
105809336,Vista Perdana (Butterworth),,RM 900 per month,Penang - Butterworth,Apartment,3,,2,950 sq.ft.,Not Furnished,"Parking, Security, Lift",
105653718,Ramah Pavilion,2018,"RM 1,200 per month",Penang - Bayan Lepas,Condominium,3,2,2,1050 sq.ft.,Partially Furnished,"Parking, Jogging Track, Security, Playground, Barbeque area, Gymnasium, Swimming Pool",
106093410,Vertu Resort @ Aspen Vision City,2020,"RM 2,700 per month",Penang - Batu Kawan,Condominium,4,2,2,1180 sq.ft.,Fully Furnished,"Playground, Swimming Pool, Lift, Barbeque area, Parking, Gymnasium, Multipurpose hall, Jogging Track, Security",
